decision_key,policy_item_id,policy_id,policy_name,bucket_label,item_label,final_decision_status,final_primary_strategy_id,final_secondary_strategy_ids,final_confidence,reviewer_name,reviewer_notes
SRD-POL-001-3ef0f41030fd,ITM-POL-001-00958,POL-001,123대 국정과제,인프라·제도,피해구제제도화,no_strategy,,,high,codex_manual_pol001_high_confidence,시장질서·법집행·제도정비 과제로서 15대 기술전략 primary를 두기 어렵다.
SRD-POL-001-fbde6603e2c4,ITM-POL-001-00959,POL-001,123대 국정과제,인프라·제도,필수서비스공급,no_strategy,,,high,codex_manual_pol001_high_confidence,123대 국정과제의 총론·제도·지원 과제로서 15대 전략 primary를 직접 부여하기 어렵다.
SRD-POL-001-e3530324d2e5,ITM-POL-001-00964,POL-001,123대 국정과제,인프라·제도,해외탄소규제대응,no_strategy,,,high,codex_manual_pol001_high_confidence,123대 국정과제의 총론·제도·지원 과제로서 15대 전략 primary를 직접 부여하기 어렵다.
SRD-POL-001-e4f7ed52bd11,ITM-POL-001-00976,POL-001,123대 국정과제,인프라·제도,화학제품사고예방·대응,no_strategy,,,high,codex_manual_pol001_high_confidence,123대 국정과제의 총론·제도·지원 과제로서 15대 전략 primary를 직접 부여하기 어렵다.
SRD-POL-001-6e487d954c3a,ITM-POL-001-01008,POL-001,123대 국정과제,인재,기대효과 ◦공정한시장질서하에서중소기업이더이상불공정행위로인해좌절하지 않고성장할수있는...,no_strategy,,,high,codex_manual_pol001_high_confidence,시장질서·법집행·제도정비 과제로서 15대 기술전략 primary를 두기 어렵다.
SRD-POL-001-4566f2c9fecf,ITM-POL-001-01011,POL-001,123대 국정과제,인재,농업세대전환,no_strategy,,,high,codex_manual_pol001_high_confidence,123대 국정과제의 총론·제도·지원 과제로서 15대 전략 primary를 직접 부여하기 어렵다.
SRD-POL-001-d12a77b540f8,ITM-POL-001-01024,POL-001,123대 국정과제,인재,변화하는시대에대응하는적극적숙련인력지원으로성장동력확보,no_strategy,,,high,codex_manual_pol001_high_confidence,123대 국정과제의 총론·제도·지원 과제로서 15대 전략 primary를 직접 부여하기 어렵다.
SRD-POL-001-5c7c44818d30,ITM-POL-001-01031,POL-001,123대 국정과제,인재,생물다양성회복,no_strategy,,,high,codex_manual_pol001_high_confidence,123대 국정과제의 총론·제도·지원 과제로서 15대 전략 primary를 직접 부여하기 어렵다.
SRD-POL-001-03945f76247b,ITM-POL-001-01043,POL-001,123대 국정과제,인재,역사교육강화,no_strategy,,,high,codex_manual_pol001_high_confidence,123대 국정과제의 총론·제도·지원 과제로서 15대 전략 primary를 직접 부여하기 어렵다.
SRD-POL-001-92dffd789f12,ITM-POL-001-01048,POL-001,123대 국정과제,인재,융합인재양성,no_strategy,,,high,codex_manual_pol001_high_confidence,123대 국정과제의 총론·제도·지원 과제로서 15대 전략 primary를 직접 부여하기 어렵다.
SRD-POL-001-3f1acb79e492,ITM-POL-001-01055,POL-001,123대 국정과제,인재,전문인력확충,no_strategy,,,high,codex_manual_pol001_high_confidence,복지·교육·안전망 강화 성격의 일반 정책으로 특정 전략기술 primary를 두지 않는다.
SRD-POL-001-bc99ae7101d1,ITM-POL-001-01075,POL-001,123대 국정과제,인재,학령인구의급감및도움이필요한학생이급증하는추세에대응하여 기초학력지원,no_strategy,,,high,codex_manual_pol001_high_confidence,복지·교육·안전망 강화 성격의 일반 정책으로 특정 전략기술 primary를 두지 않는다.
SRD-POL-001-1efa43c3fb24,ITM-POL-001-01076,POL-001,123대 국정과제,인재,학비) 기반이노베이션아카데미확대및AX대학원설립추진(15개),reviewed,STR-001,,high,codex_manual_pol001_high_confidence,이노베이션 아카데미 확대와 AX대학원 설립은 AI·AX 인재 기반 확충 과제로 STR-001에 직접 연결된다.
