exception_id,strategy_id,strategy_label,reference_document_id,reference_table_id,reference_sequence_no,reference_strategy_label,reference_content_summary,alignment_status,resolution_status,decision_key,active_in_queue,decision_status,policy_item_id,policy_id,policy_name,bucket_label,item_label,primary_evidence_id,evidence_preview,tech_domains,suggested_primary_strategy_id,suggested_primary_strategy_label,suggested_primary_strategy_score,alternate_strategy_ids,alternate_strategy_labels,auto_seed_blocked,reviewed_primary_strategy_id,reviewed_secondary_strategy_ids,reviewed_confidence,reviewer_name,reviewer_notes,alignment_exception_notes
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-012-27ab71ee96c3,no,reviewed,ITM-POL-012-00981,POL-012,초혁신경제 15대 프로젝트 추진계획,인프라·제도,◇(연도별 목표) ➊ 기존 ’26~’30 지원 대상·기간 확대 등 ICT 의료시스...,DRV-PAR-DOC-POL-006-00290,◇(연도별 목표) ➊ 기존 ’26~’30 지원 대상·기간 확대 등 ICT 의료시스템 수출 지원 강화 ’26민-관 합동 얼라이언스(추진단)를 통해 정책 패키지 과제화(1/4분기) →’27~’28해외 허브·국내 생태계(기업·의료기관 등) 통합 플랫폼 구축 및 운영 → ’29~’30새로운 수출지원 성공모델 확보·확산,첨단바이오,STR-010,디지털 헬스케어 서비스 혁신,16,STR-003 | STR-011,바이오·헬스 글로벌 중심국가 도약 | 디지털 콘텐츠 및 K-컬처 혁신,yes,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: ICT 의료시스템 수출 지원 연차 목표는 STR-010 로드맵 action이다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-5735e9202368,no,no_strategy,ITM-POL-001-00949,POL-001,123대 국정과제,인프라·제도,콘텐츠+관련상품제조(K-팝+굿즈･화장품),DRV-PAR-DOC-POL-001-00652,"- 콘텐츠+관련상품제조(K-팝+굿즈･화장품), 디지털헬스케어(플랫폼, 진단기기, 치료제등), 관광-뷰티연계등산업간융합및확장지원",,STR-010,디지털 헬스케어 서비스 혁신,13,STR-011 | STR-003,디지털 콘텐츠 및 K-컬처 혁신 | 바이오·헬스 글로벌 중심국가 도약,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: K-팝·디지털헬스·관광-뷰티가 섞인 복합 융합 row라 단일 primary 확정 위험이 크다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-002-7e20c0b580df,no,reviewed,ITM-POL-002-00107,POL-002,AI-바이오 국가전략,인프라·제도,디지털헬스케어법,DRV-PAR-DOC-POL-002-00230,ㅇ (디지털헬스케어법) 디지털-데이터 기반 의료 혁신과 보건의료정보의 안전한 활용을 체계적으로 지원하는 법체계 마련,첨단바이오,STR-010,디지털 헬스케어 서비스 혁신,13,STR-003 | STR-001,바이오·헬스 글로벌 중심국가 도약 | AI G3 도약 및 전 산업 AX 확산,yes,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: 디지털헬스케어법은 STR-010의 제도 기반을 직접 형성한다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-478f225fb7a9,no,reviewed,ITM-POL-001-00821,POL-001,123대 국정과제,인프라·제도,비대면진료확대,DRV-PAR-DOC-POL-001-01536,"ㅇ (비대면진료확대) 사회적합의에기반해비대면진료를제도화하고, 농‧",,STR-010,디지털 헬스케어 서비스 혁신,4,,,yes,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: 비대면진료 제도화는 STR-010의 직접 제도·서비스 확산 과제다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-012-6f87aec3eac5,no,reviewed,ITM-POL-012-01016,POL-012,초혁신경제 15대 프로젝트 추진계획,인프라·제도,현재,DRV-PAR-DOC-POL-006-00336,- (현재) 국내의료인-외국의료인간원격협진만가능→(개선) 원격협진外국내의료인-외국인환자간비대면진료제도화,,STR-010,디지털 헬스케어 서비스 혁신,3,,,yes,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: 원격협진에서 비대면진료 제도화로의 regulatory delta는 STR-010의 핵심 제도 action이다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-012-bd818983dc30,no,reviewed,ITM-POL-012-01001,POL-012,초혁신경제 15대 프로젝트 추진계획,인프라·제도,비대면진료,DRV-PAR-DOC-POL-006-00335,"ㅇ (비대면진료) 해외환자원격협진외에비대면진료활성화를 위한통합플랫폼구축(’26년4억원, 신규)",,STR-010,디지털 헬스케어 서비스 혁신,3,,,yes,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: 비대면진료 통합플랫폼 구축은 STR-010의 직접 실행과제다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-203c558c1073,no,no_strategy,ITM-POL-001-00777,POL-001,123대 국정과제,인프라·제도,디지털자산규율체계마련,DRV-PAR-DOC-POL-001-00907,"ㅇ (디지털자산규율체계마련) 디지털자산상장·공시, 사업자유형별영업 행위규제마련등을 통한건전한시장기반 조성",,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 디지털자산 상장·공시·영업규제는 금융디지털 규율 과제로 STR-010에 둘 수 없다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-35935eac1406,no,no_strategy,ITM-POL-001-00774,POL-001,123대 국정과제,인프라·제도,디지털성범죄강력대응,DRV-PAR-DOC-POL-001-01750,"ㅇ (디지털성범죄강력대응) 중앙·지역디지털성범죄피해자지원센터인력확충등 기능강화및여가부, 경찰청, 방통위, 방심위등원스톱대응협력체계구축",,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 디지털성범죄 대응 협력체계는 사회안전/피해구제 과제로 STR-010과 직접 연결되지 않는다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-788b9c70f440,no,reviewed,ITM-POL-001-00719,POL-001,123대 국정과제,인프라·제도,공급망내기업들과탄소배출정보를주고받는데이터플랫폼을구축 하여디지털제품여권등에도대응,DRV-PAR-DOC-POL-001-00801,- 공급망내기업들과탄소배출정보를주고받는데이터플랫폼을구축 하여디지털제품여권등에도대응,,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,STR-006,,high,codex_manual_exception_review,STX-STR-010-001 reassign_primary: 탄소배출 데이터플랫폼과 디지털제품여권 대응은 탄소중립 공급망 대응으로 STR-006이 타당하다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-b1843c686758,no,no_strategy,ITM-POL-001-00715,POL-001,123대 국정과제,인프라·제도,건전한디지털자산·블록체인생태계조성을 통해디지털자산산업성장및 투자자편익제고,DRV-PAR-DOC-POL-001-00915,ㅇ 건전한디지털자산·블록체인생태계조성을 통해디지털자산산업성장및 투자자편익제고,,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 디지털자산·블록체인 생태계 조성은 금융·산업 총론으로 현재 전략체계 밖이다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-bcb12bc59597,no,no_strategy,ITM-POL-001-00951,POL-001,123대 국정과제,인프라·제도,통신비경감,DRV-PAR-DOC-POL-001-01099,"ㅇ (통신비경감) 전국민이기본적인통신·디지털서비스를부담없이이용할수 있도록모든요금제에데이터안심옵션*(QoS) 전면도입, 최적요금고지제도시행",,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 통신비 경감은 보편 통신복지 과제로 6G·지능형 인프라 전략과는 결이 다르다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-c0a4730849d5,no,reviewed,ITM-POL-001-00815,POL-001,123대 국정과제,인프라·제도,분산된디지털·미디어법제정비를 통해규제의예측가능성제고및 불필요한규제혁파와투자지원을...,DRV-PAR-DOC-POL-001-01920,ㅇ 분산된디지털·미디어법제정비를 통해규제의예측가능성제고및 불필요한규제혁파와투자지원을 통한미디어미래성장동력확보,,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,STR-011,,medium,codex_manual_exception_review,STX-STR-010-001 reassign_primary: 디지털·미디어 법제 정비와 미디어 미래성장동력 확보는 STR-011 콘텐츠/미디어 산업 진흥에 더 가깝다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-c7d9b12d1800,no,no_strategy,ITM-POL-001-00775,POL-001,123대 국정과제,인프라·제도,디지털성범죄물및마약·도박등불법정보의신속한삭제·차단을위한 법·제도개선,DRV-PAR-DOC-POL-001-01916,"- 디지털성범죄물및마약·도박등불법정보의신속한삭제·차단을위한 법·제도개선, 불법스팸규제체계강화, 디지털유산승계절차마련",,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 불법정보 삭제·차단과 법제 개선은 범용 디지털 규율 과제다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-ca534bc20f2a,no,no_strategy,ITM-POL-001-00776,POL-001,123대 국정과제,인프라·제도,디지털자산관련상품제도화,DRV-PAR-DOC-POL-001-00909,"ㅇ (디지털자산관련상품제도화) 금융‧ 디지털자산시장간연계에따른리스크, 실물경제영향, 투자자편익등을감안하여현물ETF 도입추진",,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 디지털자산 현물 ETF 제도화는 금융규제 과제로 STR-010과 직접 연결되지 않는다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-e95b676ce38b,no,reviewed,ITM-POL-001-00880,POL-001,123대 국정과제,인프라·제도,의료데이터상호연계·공동활용기반마련및디지털기반의병원을 활용한연구플랫폼‧,DRV-PAR-DOC-POL-001-00634,- 의료데이터상호연계·공동활용기반마련및디지털기반의병원을 활용한연구플랫폼‧,,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,STR-010,STR-003,medium,codex_manual_exception_review,STX-STR-010-001 reviewed_with_split_flag: 의료데이터 상호연계와 디지털 기반 병원 연구플랫폼은 primary는 STR-010에 두되 바이오 연구 성격이 있어 STR-003 보조 매핑을 남긴다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-f8114d652c9a,no,no_strategy,ITM-POL-001-00778,POL-001,123대 국정과제,인프라·제도,디지털자산규율체계마련및디지털자산현물ETF·토큰증권관련제도정비,DRV-PAR-DOC-POL-001-00904,ㅇ 디지털자산규율체계마련및디지털자산현물ETF·토큰증권관련제도정비,,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 디지털자산 규율·현물 ETF·토큰증권 제도정비는 금융시장 제도 과제다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-b11f4337f715,no,no_strategy,ITM-POL-001-01039,POL-001,123대 국정과제,인재,아동·청소년온라인안전강화,DRV-PAR-DOC-POL-001-01588,"ㅇ (아동·청소년온라인안전강화) 아동·청소년디지털시민교육지원, 미디어과의존청소년치유프로그램및전문상담인력확대",,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 아동·청소년 온라인 안전 강화는 디지털 권익/보호 과제로 전략기술 축 아님.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-bb448dc4a9a5,no,no_strategy,ITM-POL-001-01015,POL-001,123대 국정과제,인재,맞춤형예방교육등학교내신종디지털성범죄예방,DRV-PAR-DOC-POL-001-01822,"- 맞춤형예방교육등학교내신종디지털성범죄예방, 교육활동시간중 외부인출입통제강화가이드라인정비, CCTV 확대등추진",,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 학교 내 신종 디지털성범죄 예방은 교육·안전 정책으로 15대 전략 primary를 두기 어렵다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
