decision_key,active_in_queue,policy_item_id,policy_id,policy_name,bucket_label,item_label,primary_evidence_id,evidence_preview,tech_domains,suggested_primary_strategy_id,suggested_primary_strategy_label,suggested_primary_strategy_score,alternate_strategy_ids,alternate_strategy_labels,alignment_exception_ids,alignment_exception_notes,auto_seed_blocked,decision_status,reviewed_primary_strategy_id,reviewed_secondary_strategy_ids,reviewed_confidence,reviewer_name,reviewer_notes
SRD-POL-001-28538e072e78,no,ITM-POL-001-00267,POL-001,123대 국정과제,기술,매력적인방한관광시장조성으로방한관광객3천만시대개막(’30년),DRV-PAR-DOC-POL-001-01891,ㅇ 매력적인방한관광시장조성으로방한관광객3천만시대개막(’30년),,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-9b057bd4c6f9,no,ITM-POL-001-00269,POL-001,123대 국정과제,기술,명목성장률을감안한연도별가계부채관리목표설정,DRV-PAR-DOC-POL-001-01067,"- 명목성장률을감안한연도별가계부채관리목표설정, 대출공급의 쏠림·중단이없도록월별·분기별계획마련등세심하게관리",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-fa38fc62125a,no,ITM-POL-001-00270,POL-001,123대 국정과제,기술,모두가안전한학교조성,DRV-PAR-DOC-POL-001-01819,ㅇ (모두가안전한학교조성) 학교안팎위기요인을제거하여모두의안전을확보,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-29ba76b1c657,no,ITM-POL-001-00274,POL-001,123대 국정과제,기술,무역구조혁신,DRV-PAR-DOC-POL-001-00714,ㅇ (무역구조혁신) 수출7천억불에서1조불시대로가기위한기반구축,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-77d64567faf8,no,ITM-POL-001-00275,POL-001,123대 국정과제,기술,문화로지역성장,DRV-PAR-DOC-POL-001-01856,"ㅇ (문화로지역성장) 문화환경취약지역지원, 문화선도산단선정및 프로그램지원확대등지역특성에맞는거점형문화시설조성",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7e7dedb21102,no,ITM-POL-001-00276,POL-001,123대 국정과제,기술,문화예술지원체계개선,DRV-PAR-DOC-POL-001-01870,"ㅇ (문화예술지원체계개선) 지역문예회관을지역예술창·제작거점으로육성, 소액정부지원사업자부담폐지, 효율적인예술인정책지원을위한 경력정보통합관리",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-22549f9ab6ae,no,ITM-POL-001-00278,POL-001,123대 국정과제,기술,미국등주요국대상협력을내실화하고,DRV-PAR-DOC-POL-001-02065,"- 미국등주요국대상협력을내실화하고, 재외동포·국제시민사회등으로 평화통일공공외교의외연을확장, 우호적통일환경조성",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-13c228294c63,no,ITM-POL-001-00279,POL-001,123대 국정과제,기술,미래성장산업분야협력확대및유상원조·개발금융등개도국진출지원,DRV-PAR-DOC-POL-001-00723,- 미래성장산업분야협력확대및유상원조·개발금융등개도국진출지원,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c302790c82df,no,ITM-POL-001-00280,POL-001,123대 국정과제,기술,미래형첨단산업육성으로잠재성장률3%를회복하고일자리를창출,DRV-PAR-DOC-POL-001-00582,ㅇ 미래형첨단산업육성으로잠재성장률3%를회복하고일자리를창출,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3099d23b80f3,no,ITM-POL-001-00282,POL-001,123대 국정과제,기술,민간서비스제공기관등록제운영등민간아이돌봄서비스관리체계구축,DRV-PAR-DOC-POL-001-01591,- 민간서비스제공기관등록제운영등민간아이돌봄서비스관리체계구축,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ea3209c47021,no,ITM-POL-001-00283,POL-001,123대 국정과제,기술,민간이주도적·안정적으로남북교류협력을추진할수있는여건조성,DRV-PAR-DOC-POL-001-02036,ㅇ 민간이주도적·안정적으로남북교류협력을추진할수있는여건조성,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3f69995e0578,no,ITM-POL-001-00284,POL-001,123대 국정과제,기술,민간입양기관이아닌국가·지자체가입양절차를수행ㆍ관리하는국가 책임입양체계안착및공공후견제...,DRV-PAR-DOC-POL-001-01570,- 민간입양기관이아닌국가·지자체가입양절차를수행ㆍ관리하는국가 책임입양체계안착및공공후견제* 도입,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7fd3b2a754c4,no,ITM-POL-001-00285,POL-001,123대 국정과제,기술,민간주택공급지원,DRV-PAR-DOC-POL-001-01134,ㅇ (민간주택공급지원) 민간주택사업에 대한신속인허가적극지원,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-bd3d26dfbedb,no,ITM-POL-001-00286,POL-001,123대 국정과제,기술,민관협력지원체계구축,DRV-PAR-DOC-POL-001-01456,ㅇ (민관협력지원체계구축) 기본·시행계획수립을 통한체계적관리·지원과 개별조직이업종·분야별로중요역할을수행할수있도록협력강화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-fcd681fd84ba,no,ITM-POL-001-00290,POL-001,123대 국정과제,기술,민주적학교운영기반마련,DRV-PAR-DOC-POL-001-01816,ㅇ (민주적학교운영기반마련) 교사‧ 학생‧ 학부모가존중‧ 협력하는학교 운영기반마련,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3f2c7e0529f3,no,ITM-POL-001-00291,POL-001,123대 국정과제,기술,민항기국제공동개발,DRV-PAR-DOC-POL-001-00549,"- 민항기국제공동개발, 드론부품·기체국산화, 미래형항공기개발",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-0bc95c38bfc7,no,ITM-POL-001-00292,POL-001,123대 국정과제,기술,밀착지원,DRV-PAR-DOC-POL-001-00709,"ㅇ 밀착지원, 과감한지원, 수출다변화(제품·국가·기업)로수출1조불시대준비",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-d1f1ccf82734,no,ITM-POL-001-00299,POL-001,123대 국정과제,기술,발달장애인돌봄에 대한국가책임확대및장애인권리기반강화,DRV-PAR-DOC-POL-001-01431,ㅇ 발달장애인돌봄에 대한국가책임확대및장애인권리기반강화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-9535d3a54ab3,no,ITM-POL-001-00300,POL-001,123대 국정과제,기술,방산수출,DRV-PAR-DOC-POL-001-01984,"ㅇ (방산수출) 방산수출에대해재정·금융·세제지원, 산업협력등패키지지원을 대폭강화하고방산수출컨트롤타워구축을 통해범정부적총력지원실시",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-030462b7d1fb,no,ITM-POL-001-00302,POL-001,123대 국정과제,기술,방산수출기업과중소벤처기업에 대한집중적지원으로방산4대강국도약,DRV-PAR-DOC-POL-001-01981,ㅇ 방산수출기업과중소벤처기업에 대한집중적지원으로방산4대강국도약,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-758156eeeb85,no,ITM-POL-001-00304,POL-001,123대 국정과제,기술,범부처합동사업재편촉진방안 마련과함께인센티브제공도병행,DRV-PAR-DOC-POL-001-00601,- 범부처합동사업재편촉진방안 마련과함께인센티브제공도병행,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1adfc3e08a3d,no,ITM-POL-001-00305,POL-001,123대 국정과제,기술,범죄피해자지원강화,DRV-PAR-DOC-POL-001-01335,"ㅇ (범죄피해자지원강화) 교제폭력사건판결확정전잠정조치및피해자 보호명령도입, 범죄피해자통합지원고도화및통합지원전산시스템구축을 통한원스톱지원추진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-48143a52cf88,no,ITM-POL-001-00307,POL-001,123대 국정과제,기술,보건의료R&D 강화,DRV-PAR-DOC-POL-001-00630,ㅇ (보건의료R&D 강화) 고령화‧ 헬스유망분야성과 창출을위한R&D 확대,첨단바이오,STR-003,바이오·헬스 글로벌 중심국가 도약,2,,,,,no,reviewed,STR-003,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-bdfdfb96ec29,no,ITM-POL-001-00309,POL-001,123대 국정과제,기술,보장성강화,DRV-PAR-DOC-POL-001-01556,"ㅇ (보장성강화) 임플란트건강보험적용확대를추진하고, 계절독감국가 예방접종지원을13세이하에서14∼18세학령기청소년까지순차적확대",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-76a2849e0b2d,no,ITM-POL-001-00310,POL-001,123대 국정과제,기술,보호무역주의등통상환경변화에흔들리지않는국익우선통상정책추진,DRV-PAR-DOC-POL-001-00707,ㅇ 보호무역주의등통상환경변화에흔들리지않는국익우선통상정책추진,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-71cb3fa47f11,no,ITM-POL-001-00311,POL-001,123대 국정과제,기술,보호지역확대,DRV-PAR-DOC-POL-001-00860,"ㅇ (보호지역확대) 보호지역·자연공존지역확대로보호지역국제목표30% 달성, 훼손된생태계복원사업추진, 국가생태계평가보고서발간",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c5feb04b9d66,no,ITM-POL-001-00312,POL-001,123대 국정과제,기술,보훈으로국격제고,DRV-PAR-DOC-POL-001-00263,ㅇ (보훈으로국격제고) 유엔참전국및 해외독립운동관련국가와의교류·협력확대등을 통해균형잡힌보훈외교기틀확립,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-005b76a624e4,no,ITM-POL-001-00313,POL-001,123대 국정과제,기술,보훈의료·복지사각지대해소,DRV-PAR-DOC-POL-001-00246,"ㅇ (보훈의료·복지사각지대해소) 보훈병원없는지역에준보훈병원운영, 의원급의료기관(동네의원)을 중심으로보훈의료위탁기관대폭확대",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-17a3c09aae2b,no,ITM-POL-001-00314,POL-001,123대 국정과제,기술,복수주소제단계적도입,DRV-PAR-DOC-POL-001-01005,"ㅇ (복수주소제단계적도입) 실생활권기반정책설계를 위해‘생활인구등록제’ 도입, 특별자치도·인구감소지역등대상복수주소제시범실시및전국확대",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-dfcfa1f03baf,no,ITM-POL-001-00315,POL-001,123대 국정과제,기술,복지‧ 돌봄‧ 교통지원등사회임금으로지역정주여건개선,DRV-PAR-DOC-POL-001-01718,복지‧ 돌봄‧ 교통지원등사회임금으로지역정주여건개선,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-f461f981df66,no,ITM-POL-001-00316,POL-001,123대 국정과제,기술,복지멤버십에기반한개인별맞춤형서비스추천으로신청주의에따른 사각지대최소화및복지·돌봄·고...,DRV-PAR-DOC-POL-001-01389,- 복지멤버십에기반한개인별맞춤형서비스추천으로신청주의에따른 사각지대최소화및복지·돌봄·고용·금융등복합지원강화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ef2793b4638a,no,ITM-POL-001-00321,POL-001,123대 국정과제,기술,북한비핵화와한반도평화구조구축프로세스를유기적·병렬적으로진행,DRV-PAR-DOC-POL-001-02150,ㅇ 북한비핵화와한반도평화구조구축프로세스를유기적·병렬적으로진행,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4986330d710d,no,ITM-POL-001-00322,POL-001,123대 국정과제,기술,북한이고립에서벗어나국제사회의구성원이될수있도록북한과국제 사회의인권협력지원,DRV-PAR-DOC-POL-001-02048,- 북한이고립에서벗어나국제사회의구성원이될수있도록북한과국제 사회의인권협력지원,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a17bcbe17560,no,ITM-POL-001-00323,POL-001,123대 국정과제,기술,북한이탈주민이우리사회일원으로안착·통합될 수 있는여건개선,DRV-PAR-DOC-POL-001-02056,ㅇ 북한이탈주민이우리사회일원으로안착·통합될 수 있는여건개선,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-9ab0f3abc9e9,no,ITM-POL-001-00324,POL-001,123대 국정과제,기술,북한주민의인권증진과남북관계발전·평화정착이조화를이루는방향에서 북한인권재단출범추진,DRV-PAR-DOC-POL-001-02047,- 북한주민의인권증진과남북관계발전·평화정착이조화를이루는방향에서 북한인권재단출범추진,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-26f03e459a4b,no,ITM-POL-001-00325,POL-001,123대 국정과제,기술,북한주민인권의실질적증진,DRV-PAR-DOC-POL-001-02046,"ㅇ (북한주민인권의실질적증진) 북한주민의자유권‧ 사회권을통합증진하는 방향에서민간단체활동지원, 민간주도북한주민인권개선추진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-927e65a9be3a,no,ITM-POL-001-00326,POL-001,123대 국정과제,기술,북호응시,DRV-PAR-DOC-POL-001-02082,"- 북호응시, 평화협력벨트의교두보로서인접북한지역과의연계발전추진",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ed14dd2b2b7a,no,ITM-POL-001-00327,POL-001,123대 국정과제,기술,분단으로인한우리국민의고통해소및북한주민삶의실질적개선,DRV-PAR-DOC-POL-001-02055,ㅇ 분단으로인한우리국민의고통해소및북한주민삶의실질적개선,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-74c729880c55,no,ITM-POL-001-00328,POL-001,123대 국정과제,기술,분야별어르신지원강화및고령인구증가로창출되는신시장활성화,DRV-PAR-DOC-POL-001-01634,ㅇ 분야별어르신지원강화및고령인구증가로창출되는신시장활성화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1946f547b13e,no,ITM-POL-001-00332,POL-001,123대 국정과제,기술,블록체인산업지원강화,DRV-PAR-DOC-POL-001-00911,ㅇ (블록체인산업지원강화) 블록체인생태계의안정적성장지원을 위해 ｢,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1434f38daa18,no,ITM-POL-001-00333,POL-001,123대 국정과제,기술,비축품목확대등을 통해수산물수급‧ 가격안정,DRV-PAR-DOC-POL-001-01291,- 비축품목확대등을 통해수산물수급‧ 가격안정,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-2bf9a4af4a9e,no,ITM-POL-001-00334,POL-001,123대 국정과제,기술,비핵화-한반도평화구조구축병행추구,DRV-PAR-DOC-POL-001-02156,"ㅇ (비핵화-한반도평화구조구축병행추구) 남북대화및북미협상을병행 추진하여, 비핵화및한반도평화구조구축프로세스이행여건조성",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-f9bd2858404a,no,ITM-POL-001-00335,POL-001,123대 국정과제,기술,사는곳중심의일차의료체계구축,DRV-PAR-DOC-POL-001-01530,ㅇ (사는곳중심의일차의료체계구축) 다학제팀기반의포괄적건강관리 제공과성과에따라보상하는지역사회주치의모델* 단계적확대,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-e390d5874027,no,ITM-POL-001-00336,POL-001,123대 국정과제,기술,사람･기업이모이는혁신거점조성,DRV-PAR-DOC-POL-001-00921,"ㅇ 사람･기업이모이는혁신거점조성, 마을및중소도시집약거점육성",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-49cd6cba8ffa,no,ITM-POL-001-00337,POL-001,123대 국정과제,기술,사무장병원단속강화,DRV-PAR-DOC-POL-001-01491,"- 사무장병원단속강화, 약가산정체계개선및주기적인약가조정체계 마련등을 통해건강보험재정을악화시키는지출요인억제",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c865e4c1ea3a,no,ITM-POL-001-00338,POL-001,123대 국정과제,기술,사법AI 도입,DRV-PAR-DOC-POL-001-00173,"ㅇ (사법AI 도입) 인공지능기반사법지원·법률구조시스템을구축하여 사법절차의공정성과효율성제고, 취약계층법률지원범위확대및 범죄예방정책고도화",인공지능,STR-001,AI G3 도약 및 전 산업 AX 확산,2,STR-008 | STR-013,피지컬 AI 및 지능형 로봇 산업 육성 | 디지털 트윈 및 가상화 공정 혁신,,,no,reviewed,STR-001,STR-008 | STR-013,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-04b63b55e0a4,no,ITM-POL-001-00339,POL-001,123대 국정과제,기술,사이버위협대응체계공고화,DRV-PAR-DOC-POL-001-01935,"ㅇ (사이버위협대응체계공고화) 범정부사이버안보대응체계를구축하고, 국방차원에서사이버·전자기위협에능동적으로대응",국방,STR-006,탄소중립 및 에너지 안보 (수소·SMR),2,STR-015,감염병 대응 및 공중보건 기술 자립,,,no,reviewed,STR-006,STR-015,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-9e8d292466d8,no,ITM-POL-001-00340,POL-001,123대 국정과제,기술,사회연대경제조직의금융접근성을제고하고성장지원강화,DRV-PAR-DOC-POL-001-01452,ㅇ 사회연대경제조직의금융접근성을제고하고성장지원강화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-9d13a217bc35,no,ITM-POL-001-00341,POL-001,123대 국정과제,기술,사회연대조직이생산한제품·용역에 대한공공부문우선구매촉진의무 신설,DRV-PAR-DOC-POL-001-01464,"- 사회연대조직이생산한제품·용역에 대한공공부문우선구매촉진의무 신설, 국·공유재산임차료인하등경영부담경감",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ef1a87f59323,no,ITM-POL-001-00342,POL-001,123대 국정과제,기술,사회적고립(외로움) 담당차관지정등정책수행체계마련,DRV-PAR-DOC-POL-001-01645,- 사회적고립(외로움) 담당차관지정등정책수행체계마련,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-853297b57d77,no,ITM-POL-001-00345,POL-001,123대 국정과제,기술,사회적대화와근로자참여확대로권리보장및직장내민주주의강화,DRV-PAR-DOC-POL-001-01696,ㅇ 사회적대화와근로자참여확대로권리보장및직장내민주주의강화,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-214ed1f6ea07,no,ITM-POL-001-00347,POL-001,123대 국정과제,기술,사회진출‧ 자산형성및생활밀착지원등으로청년들의자립‧ 도약기반마련,DRV-PAR-DOC-POL-001-01616,ㅇ 사회진출‧ 자산형성및생활밀착지원등으로청년들의자립‧ 도약기반마련,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-723ff098a364,no,ITM-POL-001-00348,POL-001,123대 국정과제,기술,사회통합적고용·취업지원강화,DRV-PAR-DOC-POL-001-01722,"ㅇ (사회통합적고용·취업지원강화) 사회적기업지원예산복원및지원사업혁신, 청년부터생애1회자발적이직구직급여신설추진, 청년미래적금도입(금융위)",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-6b502da06f85,no,ITM-POL-001-00350,POL-001,123대 국정과제,기술,산업AI 전환촉진,DRV-PAR-DOC-POL-001-00426,"ㅇ (산업AI 전환촉진) 제조기업에AI팩토리전환, 중소기업대상AI바우처등을 지원하고, 서비스업(법률·의료등)의AI 전환지원",첨단로봇제조,STR-013,디지털 트윈 및 가상화 공정 혁신,3,STR-001 | STR-008,AI G3 도약 및 전 산업 AX 확산 | 피지컬 AI 및 지능형 로봇 산업 육성,,,no,reviewed,STR-013,STR-001 | STR-008,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-001-7becb7995c05,no,ITM-POL-001-00351,POL-001,123대 국정과제,기술,산업경쟁력강화,DRV-PAR-DOC-POL-001-00765,"ㅇ (산업경쟁력강화) 차세대태양전지조기상용화, 해상풍력터빈·부품·기자재기술개발, 설치선건조및전용항만설치",해양,STR-006,탄소중립 및 에너지 안보 (수소·SMR),3,STR-004,차세대 네트워크(6G) 및 지능형 인프라,,,no,reviewed,STR-006,STR-004,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-001-6d0eb08993ed,no,ITM-POL-001-00352,POL-001,123대 국정과제,기술,산업구조의녹색전환등으로지속가능한성장기반 조성,DRV-PAR-DOC-POL-001-00884,ㅇ 산업구조의녹색전환등으로지속가능한성장기반 조성,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-95bcb748ebdb,no,ITM-POL-001-00353,POL-001,123대 국정과제,기술,산업부문순환경제활성화,DRV-PAR-DOC-POL-001-00804,"ㅇ (산업부문순환경제활성화) 재제조(자동차부품), 재사용(폐배터리), 재자원화 (재생원료) 등순환경제비즈니스모델활성화및기술개발·인증지원",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-bea1a1459032,no,ITM-POL-001-00354,POL-001,123대 국정과제,기술,상권활력제고,DRV-PAR-DOC-POL-001-01120,"ㅇ (상권활력제고) K-관광·산업·문화와접목한상권르네상스2.0을 통해민관 협업으로글로컬상권(대형), 지역대표상권(중형), 소규모골목상권(소형) 육성",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4205bfc0663d,no,ITM-POL-001-00355,POL-001,123대 국정과제,기술,상담·정보제공·무역보험·대체시장발굴,DRV-PAR-DOC-POL-001-00726,"- 상담·정보제공·무역보험·대체시장발굴, 물류비용절감등다각도지원",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-fcad4dc6c019,no,ITM-POL-001-00356,POL-001,123대 국정과제,기술,상대적으로보상수준이낮은대상에 대한보훈급여금추가인상,DRV-PAR-DOC-POL-001-00245,"- 상대적으로보상수준이낮은대상에 대한보훈급여금추가인상, 지자체간 참전수당격차완화를위한가이드라인이행강화방안 마련",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-12a91ad74f8e,no,ITM-POL-001-00357,POL-001,123대 국정과제,기술,상생협력확대,DRV-PAR-DOC-POL-001-00603,ㅇ (상생협력확대) 대·중소기업이함께크는동반성장으로산업생태계혁신,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-19dbcb17839e,no,ITM-POL-001-00358,POL-001,123대 국정과제,기술,상생환경조성,DRV-PAR-DOC-POL-001-01223,"ㅇ (상생환경조성) 납품대금연동제적용대상을에너지비용까지확대및 사각지대차단, 하도급대금지급의안정성제고, 상생금융지수도입",에너지,STR-006,탄소중립 및 에너지 안보 (수소·SMR),2,,,,,no,reviewed,STR-006,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-57982bc5dc3c,no,ITM-POL-001-00359,POL-001,123대 국정과제,기술,상환능력범위내대출관행정착,DRV-PAR-DOC-POL-001-01068,ㅇ (상환능력범위내대출관행정착) 총부채원리금상환비율(DSR) 중심의 대출관리로드맵마련및DSR 적용예외범위의단계적축소,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4bbe6ac8eee2,no,ITM-POL-001-00360,POL-001,123대 국정과제,기술,상환능력상실등으로어려움을겪고있는소상공인·취약계층이채무 조정을 통해경제적재기를위한발판마련,DRV-PAR-DOC-POL-001-01094,ㅇ 상환능력상실등으로어려움을겪고있는소상공인·취약계층이채무 조정을 통해경제적재기를위한발판마련,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7da66d93a799,no,ITM-POL-001-00361,POL-001,123대 국정과제,기술,생애전주기에걸쳐안심하고신뢰할수있는소비환경조성,DRV-PAR-DOC-POL-001-01198,ㅇ 생애전주기에걸쳐안심하고신뢰할수있는소비환경조성,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-cc699801be5d,no,ITM-POL-001-00362,POL-001,123대 국정과제,기술,생애초기건강관리사업단계적확대,DRV-PAR-DOC-POL-001-01568,"- 생애초기건강관리사업단계적확대, 미숙아지속관리단계적확대",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-6ce558b77f1a,no,ITM-POL-001-00363,POL-001,123대 국정과제,기술,생태관광활성화,DRV-PAR-DOC-POL-001-00862,"ㅇ (생태관광활성화) 국립공원지역명소화를위한테마시설확충, 국가휴양공원등 지역특화관광자원개발, 민간참여생태계보전활동에 대한지원근거마련",,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-77ae40124e30,no,ITM-POL-001-00364,POL-001,123대 국정과제,기술,생활,DRV-PAR-DOC-POL-001-00845,- (생활) 오존유발물질·유해대기오염물질배출량인벤토리구축및중점관리,,,,,,,,,no,no_strategy,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
