review_item_id,document_id,source_format,page_no,candidate_source,candidate_id,rows,cols,preview_text,suggested_class,heuristic_reason,keep_for_dashboard,merge_group_hint,canonical_table_id,review_status,reviewer_notes,treat_as_char,text_wrap
TRV-DOC-BMK-006-MD-028,DOC-BMK-006,pdf,64,pymupdf4llm_markdown,PAR-DOC-BMK-006-00281,2,3,|ある状況を踏まえ、基礎研究と応用開<br>発の違いに配慮しつつ、また、国際共<br>同研究の重要性も考慮に入れながら、<br>政府としての対応方針を検討し、2021<br>年に競争的研究費の公募や外国企業<br>との連携に係る指針等必要となるガ<br>イドライン等の整備を進める。特に研<br>究者が有すべき研究の健全性・公正性<br>（研究インテグリティ）の自律的確保<br>を支援すべく、国内外の研究コミュニ<br>ティとも連携して、2021年早期に、政<br>府としての対応の方向性を定める。こ<br>れらのガイドライン等については、各<br>研究機関や研究資金配分機関等の取<br>組状況を踏まえ、必要に応じて見直<br>す。【科技、文、経、関係府省】|に関する取組状況の調査等を実施し、<br>結果を公表。<br>・Ｇ７の情報共有プラットフォーム（バ<br>ーチャルアカデミー）の運用、国内ユ<br>ーザー登録の推進やプラットフォー<br>ムを通じた情報共有等に貢献。<br>・令和６年のＧ７ボローニャ科学技術大<br>臣会合の共同声明において、国際的な<br>協力における研究セキュリティ・イン<br>テグリティの確保の重要性を改めて<br>確認。<br>・安全で開かれた研究のためのG７ベス<br>トプラクティス文書等の日本語訳を<br>公表し、周知を実施。<br>・大学・研究機関等への意見交換会・セ<br>ミナーを通じて、グッドプラクティス<br>の共有や政府の取組の周知等を実施。|を把握した上で、必要な措置を検討。<br>【科技、文、経、関係府省】<br>・Ｇ７各国等との連携を強化するととも<br>に、ＯＥＣＤグローバル・サイエンス・<br>フォーラム専門家会合等の国際的な<br>議論に参加。【科技、文、経、関係府省】<br>・大学・研究機関等への意見交換会・セ<br>ミナーを継続。また 、研究セキュリテ<br>ィ・インテグリティの確保に係る具体<br>的な取組事例の共有や横展開を推進。<br>【科技、文、経、関係府省】|,review_required,needs_manual_review,review,PAGE-64,,review_required,,,
TRV-DOC-BMK-006-MD-029,DOC-BMK-006,pdf,68,pymupdf4llm_markdown,PAR-DOC-BMK-006-00311,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-68,,review_required,,,
TRV-DOC-BMK-006-MD-030,DOC-BMK-006,pdf,70,pymupdf4llm_markdown,PAR-DOC-BMK-006-00324,2,3,|Col1|プ・キャンパス（ＧＳＣ）構想の推進<br>に向けて、令和６年8 月に「基本方針」<br>を策定。また、グローバル・ネットワ<br>ークの構築につなげるべく、先行的な<br>取組として、人材育成・交流を目指し<br>たフェローシップ事業を実施。<br>・ＢＲＩＤＧＥにて社会的解決や新事<br>業創出に向けた重点課題達成のため<br>の各省庁施策を実施。<br>・ＳＢＩＲ建設技術研究開発助成制度<br>及び交通運輸技術開発推進制度にお<br>いて、スタートアップ等による計 57<br>件の技術開発を支援（令和６年度）。|房・内閣府が中心となって関係省庁が<br>連携して推進。【科技、文、経】<br>・ＢＲＩＤＧＥにて政策転換やスター<br>トアップ事業創出等に寄与する各省<br>庁施策を継続。【科技】<br>・引き続きＳＢＩＲ建設技術研究開発<br>助成制度及び交通運輸技術開発推進<br>制度により、スタートアップ等による<br>技術開発を切れ目なく支援。【国】|,review_required,needs_manual_review,review,PAGE-70,,review_required,,,
TRV-DOC-BMK-006-MD-031,DOC-BMK-006,pdf,72,pymupdf4llm_markdown,PAR-DOC-BMK-006-00340,5,3,|Col1|知・広報を実施。エンジェル税制につ<br>いては令和７年度税制改正において<br>拡充した措置内容の周知・広報を実<br>施。|プンイノベーションを促すための政<br>策の在り方等について必要な措置を<br>検討。【経】|,structured_table,markdown_table_detected,yes,PAGE-72,,review_required,,,
TRV-DOC-BMK-006-MD-032,DOC-BMK-006,pdf,72,pymupdf4llm_markdown,PAR-DOC-BMK-006-00341,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-72,,review_required,,,
TRV-DOC-BMK-006-MD-033,DOC-BMK-006,pdf,73,pymupdf4llm_markdown,PAR-DOC-BMK-006-00344,4,3,|Col1|場形成支援プログラム」の採択審査を<br>実施。|Col3|,structured_table,markdown_table_detected,yes,PAGE-73,,review_required,,,
TRV-DOC-BMK-006-MD-034,DOC-BMK-006,pdf,73,pymupdf4llm_markdown,PAR-DOC-BMK-006-00345,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-73,,review_required,,,
TRV-DOC-BMK-006-MD-035,DOC-BMK-006,pdf,74,pymupdf4llm_markdown,PAR-DOC-BMK-006-00346,3,3,|Col1|・「博士人材の民間企業における活躍促<br>進に向けた検討会」を開催し、博士人<br>材の民間企業での活躍を促進するた<br>めに有効な、大学による支援や企業に<br>おける取組について、ガイドブックと<br>して取りまとめを実施。また、企業で<br>働く博士人材のロールモデル事例集<br>を策定。<br>・「研究成果最適展開支援プログラム<br>（Ａ－ＳＴＥＰ）」において、大学等<br>の個々の研究者が創出した成果を産<br>学官共同で実用化するための研究開<br>発を支援。<br>・開放特許情報データベースにおいて<br>検索可能な形式で提供している企業、<br>大学、研究機関等の開放特許情報を一<br>括取得可能に改善したことを民間事<br>業者に周知。また、同データベースの<br>効率的な登録方法や活用可能性を上<br>げるためのヒント、活用例等を盛り込<br>んだマニュアルの作成・公表を登録者<br>に周知。あわせて、マッチング等を通<br>じて、開放意図のある特許ライセンス<br>を受けた事業化を支援。|・検討会で取りまとめたガイドブック<br>と、ロールモデル事例集の周知・普及<br>を行うとともに、博士人材の活躍促進<br>に向けた更なる取組を実施。【文、経】<br>・「Ａ－ＳＴＥＰ」において、大学、国立<br>研究開発法人（以下「国研」という。）<br>等が有するイノベーションの源泉で<br>ある知と社会ニーズとのマッチング<br>の加速に向けて、産学官共同研究の推<br>進や、研究者と産業界とのマッチン<br>グ、専門人材によるハンズオン支援等<br>を継続。【文】<br>・開放特許情報データベースによる開<br>放特許情報の提供を継続するととも<br>に、開放意図のある特許の情報を利活<br>用したマッチング事業を継続。【経】|,structured_table,markdown_table_detected,yes,PAGE-74,,review_required,,,
TRV-DOC-BMK-006-MD-036,DOC-BMK-006,pdf,75,pymupdf4llm_markdown,PAR-DOC-BMK-006-00354,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-75,,review_required,,,
TRV-DOC-BMK-006-MD-037,DOC-BMK-006,pdf,76,pymupdf4llm_markdown,PAR-DOC-BMK-006-00368,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-76,,review_required,,,
TRV-DOC-BMK-006-MD-038,DOC-BMK-006,pdf,77,pymupdf4llm_markdown,PAR-DOC-BMK-006-00370,3,3,|Col1|講機会創出を推進。さらに、指導側へ<br>のＦＤ研修（教員相互による授業の改<br>善等）を実施。<br>・アントレプレナーシップ教育に取り<br>組む全ての高等専門学校に対して「高<br>等専門学校スタートアップ教育環境<br>整備事業」を実施し、試作スペース等<br>の整備を支援。|・高等専門学校生の活動を後押しし、起<br>業コンテスト等へのチャレンジ機会<br>の拡大とともに、高等専門学校型のス<br>タートアップ・エコシステムの構築に<br>向けた取組を推進。【文】|,structured_table,markdown_table_detected,yes,PAGE-77,,review_required,,,
TRV-DOC-BMK-006-MD-039,DOC-BMK-006,pdf,77,pymupdf4llm_markdown,PAR-DOC-BMK-006-00371,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-77,,review_required,,,
TRV-DOC-BMK-006-MD-040,DOC-BMK-006,pdf,79,pymupdf4llm_markdown,PAR-DOC-BMK-006-00385,3,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-79,,review_required,,,
TRV-DOC-BMK-006-MD-041,DOC-BMK-006,pdf,80,pymupdf4llm_markdown,PAR-DOC-BMK-006-00387,2,3,|ービスを他地域に展開できるよう、基<br>盤・サービスの関係性を整理する。【地<br>創、科技、総、経、国】|るとともに、地方公共団体による３Ｄ<br>都市モデルの整備・活用の支援等を実<br>施。|動展開、３Ｄ都市モデルの整備・活用<br>の支援等に取り組み、３Ｄ都市モデル<br>を活用したソリューションの社会実<br>装を図る。【国】|,review_required,needs_manual_review,review,PAGE-80,,review_required,,,
TRV-DOC-BMK-006-MD-042,DOC-BMK-006,pdf,80,pymupdf4llm_markdown,PAR-DOC-BMK-006-00388,5,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-80,,review_required,,,
TRV-DOC-BMK-006-MD-043,DOC-BMK-006,pdf,81,pymupdf4llm_markdown,PAR-DOC-BMK-006-00394,5,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-81,,review_required,,,
TRV-DOC-BMK-006-MD-044,DOC-BMK-006,pdf,82,pymupdf4llm_markdown,PAR-DOC-BMK-006-00396,3,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-82,,review_required,,,
TRV-DOC-BMK-006-MD-045,DOC-BMK-006,pdf,84,pymupdf4llm_markdown,PAR-DOC-BMK-006-00410,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-84,,review_required,,,
TRV-DOC-BMK-006-MD-046,DOC-BMK-006,pdf,85,pymupdf4llm_markdown,PAR-DOC-BMK-006-00411,4,3,|して、基本的な考え方や、戦略的に推<br>進する方策について2021 年度中に取<br>りまとめる。あわせて、人文・社会科<br>学や総合知に関連する指標について<br>2022 年度までに検討を行い、2023 年<br>度以降モニタリングを実施する。【科<br>技、文】|ルサイト」やＳＮＳで総合知の基本的<br>考え方や活用事例を発信。総合知に関<br>する指標のモニタリングを実施。<br>・令和６年度のＮＩＳＴＥＰ定点調査に<br>おいて、異分野の協働の側面から総合<br>知の活用状況についての調査を実施。|・異分野の協働の側面から総合知の活用<br>状況について調査を実施し、回答者の<br>認識の変化を分析。【文】|,structured_table,markdown_table_detected,yes,PAGE-85,,review_required,,,
TRV-DOC-BMK-006-MD-047,DOC-BMK-006,pdf,86,pymupdf4llm_markdown,PAR-DOC-BMK-006-00414,4,3,|旨、目標の中に位置づける。【科技、関<br>係府省】|Col2|携強化により総合知の積極的な活用<br>を推進。【文】|,structured_table,markdown_table_detected,yes,PAGE-86,,review_required,,,
TRV-DOC-BMK-006-MD-048,DOC-BMK-006,pdf,86,pymupdf4llm_markdown,PAR-DOC-BMK-006-00415,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-86,,review_required,,,
TRV-DOC-BMK-006-MD-049,DOC-BMK-006,pdf,87,pymupdf4llm_markdown,PAR-DOC-BMK-006-00416,4,3,|て、国内外のニーズを取り込み、継続<br>的に観測・収集される様々なデータの<br>分析に基づき、市民をはじめとする多<br>様なセクターの参加を得ながら課題<br>解決に向けた具体的なミッションを<br>定め、次期ＳＩＰをはじめとする様々<br>な枠組みで研究開発を推進する。【科<br>技、関係府省庁】|Col2|Col3|,structured_table,markdown_table_detected,yes,PAGE-87,,review_required,,,
TRV-DOC-BMK-006-MD-050,DOC-BMK-006,pdf,88,pymupdf4llm_markdown,PAR-DOC-BMK-006-00418,6,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-88,,review_required,,,
TRV-DOC-BMK-006-MD-051,DOC-BMK-006,pdf,89,pymupdf4llm_markdown,PAR-DOC-BMK-006-00423,3,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-89,,review_required,,,
TRV-DOC-BMK-006-MD-052,DOC-BMK-006,pdf,90,pymupdf4llm_markdown,PAR-DOC-BMK-006-00425,2,3,|も通じて、標準の活用に係る企業行動<br>の変容を促す環境を整備する。また、<br>政府系機関等が協働して、民間企業等<br>による実践的な活動を支援する、プラ<br>ットフォーム体制を整備する。【知財、<br>科技、総、経、関係府省】|・政府の研究開発プロジェクトにおい<br>て民間企業による国際標準の戦略的<br>活用を担保する仕組みを、グリーンイ<br>ノベーション基金事業、革新的情報通<br>信技術（Beyond ５G（６Ｇ））基金事<br>業等で先行的に導入。<br>・民間による国際標準戦略活動等を支<br>援する有識者の人材ネットワーク体<br>制やアドバイザリ体制の整備を推進。|・政府の研究開発プロジェクトにおい<br>て民間企業による国際標準の戦略的<br>活用を担保する仕組みについて、関係<br>省庁の研究開発事業への横展開によ<br>る導入を更に拡大。【知財、科技、関係<br>府省】<br>・有識者の人材ネットワーク体制やア<br>ドバイザリ体制を引き続き整備。【知<br>財、科技、総、文、厚、農、経、国、<br>環】|,review_required,needs_manual_review,review,PAGE-90,,review_required,,,
TRV-DOC-BMK-006-MD-053,DOC-BMK-006,pdf,90,pymupdf4llm_markdown,PAR-DOC-BMK-006-00426,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-90,,review_required,,,
TRV-DOC-BMK-006-MD-054,DOC-BMK-006,pdf,91,pymupdf4llm_markdown,PAR-DOC-BMK-006-00427,4,3,|Col1|・日米豪印による共同プロジェクト（Ａ<br>Ｉ－ＥＮＧＡＧＥ）に係る公募を開始<br>し、審査中。<br>・国連開発計画(ＵＮＤＰ)への拠出を通<br>じ、途上国のＳＤＧｓ課題に取り組む<br>日本企業の支援を実施。<br>・地球規模課題対応国際科学技術協力プ<br>ログラム（ＳＡＴＲＥＰＳ）により<br>「STI for SDGs」を着実に推進。ＳＡ<br>ＴＲＥＰＳにおいて戦略地域である<br>アフリカ、中央アジア、太平洋島嶼国<br>等との連携強化に資するため、ワーク<br>ショップ等を開催し、効果的な取組等<br>を議論。<br>・地球システムという人類の共有財産<br>（グローバル・コモンズ）の保全に向<br>けて、理研においてポツダム気候影響<br>研究所を含む国内外関係機関との連<br>携に着手。|・ＡＩ－ＥＮＧＡＧＥを推進する。（再<br>掲）【科技、文、農、関係府省】<br>・成果事例の共有・展開フレームワーク<br>を構築するとともに、途上国のＳＤＧ<br>ｓ課題解決の取組を拡大。【科技】<br>・ＳＡＴＲＥＰＳにおいて、研究成果の<br>社会実装を一層進めるための方策や、<br>企業とのマッチング強化するための<br>方策を検討するとともに、若手研究者<br>の参画強化のための方策を検討。地球<br>規模課題解決に向けた発展途上国と<br>の国際共同研究を着実に推進。【文】<br>・グローバル・コモンズの保全に向けて、<br>理研においてポツダム気候影響研究<br>所を含む国内外関係機関との共同研<br>究を進める。【文】|,structured_table,markdown_table_detected,yes,PAGE-91,,review_required,,,
TRV-DOC-BMK-006-MD-055,DOC-BMK-006,pdf,92,pymupdf4llm_markdown,PAR-DOC-BMK-006-00428,2,3,|うなど、科学技術外交の戦略的な展開<br>を支える基盤の強化を図る。【科技、<br>外、文、経、関係府省】|・インド、イスラエル、スウェーデン、<br>英国、ＥＵ、サンフランシスコに設置<br>した在外公館科学技術フェローを活<br>用。<br>・積極的な科学技術外交推進のための<br>在外公館の体制・機能を強化。<br>・G７科学技術大臣会合、Ｇ20 研究・イ<br>ノベーション大臣会合、ＯＥＣＤ Ｃ<br>ＳＴＰ閣僚級会合等に出席し、多国間<br>枠組みを活用した科学技術外交を推<br>進。<br>・G７各ＷＧにおいてオープンサイエン<br>ス等の取組を推進するとともに、科学<br>コミュニケーションＷＧの付託事項<br>書に合意し、活動を開始。|・在外公館科学技術フェローの効果的<br>な活用、同制度の広報の強化等を実<br>施。【外、関係府省】<br>・科学技術によるグローバルな課題解<br>決へ向けて、令和７年のＧ７科学技術<br>大臣会合等の多国間枠組みにおいて<br>引き続き議論を深め、必要な取組を推<br>進。【科技、関係府省】<br>・Ｇ７各ＷＧにおいてオープンサイエ<br>ンス、科学コミュニケーション等の取<br>組を推進。【科技、関係府省】|,review_required,needs_manual_review,review,PAGE-92,,review_required,,,
TRV-DOC-BMK-006-MD-056,DOC-BMK-006,pdf,98,pymupdf4llm_markdown,PAR-DOC-BMK-006-00470,3,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-98,,review_required,,,
TRV-DOC-BMK-006-MD-057,DOC-BMK-006,pdf,99,pymupdf4llm_markdown,PAR-DOC-BMK-006-00472,3,3,|〇博士の学位審査の透明性・公平性を確<br>保するとともに、博士後期課程学生の<br>修了後のポストや社会的活躍の結果<br>等が大学や担当教員評価としても活<br>用されるような方策を「大学支援フォ<br>ーラムＰＥＡＫＳ139」等の場で検討<br>し、指導教員は博士後期課程学生を次<br>世代の研究者等として育成していく<br>ことが責務であり、それが自身の評価<br>に還元されるという抜本的な意識改<br>革を促す。【科技、文】|・博士後期課程学生の修了後の社会的<br>活躍の促進等について、大学支援フォ<br>ーラムＰＥＡＫＳ「産学人材流動<br>WG」にて、企業・大学が取り組む事<br>項（アクション・プラン）を取りまと<br>め、その実行促進のために「博士人材<br>の活躍に向けた産学官連携プラット<br>フォーム」を設置。|・引き続き「博士人材の活躍に向けた産<br>学官連携プラットフォーム」の活動を<br>通じ、アクション・プランのフォロー<br>アップや博士人材活躍のモデルケー<br>ス創出等を進める。【科技、文】|,structured_table,markdown_table_detected,yes,PAGE-99,,review_required,,,
TRV-DOC-BMK-006-MD-058,DOC-BMK-006,pdf,100,pymupdf4llm_markdown,PAR-DOC-BMK-006-00474,4,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-100,,review_required,,,
TRV-DOC-BMK-006-MD-059,DOC-BMK-006,pdf,101,pymupdf4llm_markdown,PAR-DOC-BMK-006-00477,2,3,|Col1|の施策の方向性について、令和７年２<br>月に報告書を作成。|発が両輪として進む環境の構築に向<br>けて、必要な施策を推進。【文】|,review_required,needs_manual_review,review,PAGE-101,,review_required,,,
TRV-DOC-BMK-006-MD-060,DOC-BMK-006,pdf,101,pymupdf4llm_markdown,PAR-DOC-BMK-006-00478,4,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-101,,review_required,,,
TRV-DOC-BMK-006-MD-061,DOC-BMK-006,pdf,102,pymupdf4llm_markdown,PAR-DOC-BMK-006-00480,2,3,|付金の配分に反映する。また、私立大<br>学等経常費補助金において、女性研究<br>者をはじめ子育て世代の研究者を支<br>援することとしており、柔軟な勤務体<br>制の構築等、女性研究者への支援を行<br>う私立大学等の取組を支援する。【文】|・私立大学等経常費補助金において、女<br>性研究者を始め子育て世代の研究者<br>のための環境整備を促進するため、保<br>育支援体制の整備やライフサイクル<br>に対応した研究環境の整備を進める<br>大学を支援。|・引き続き私立大学等経常費補助金に<br>おいて、女性研究者を始め子育て世代<br>の研究者のための環境整備を促進す<br>るため、保育支援体制の整備やライフ<br>サイクルに対応した研究環境の整備<br>を進める大学を支援。【文】|,review_required,needs_manual_review,review,PAGE-102,,review_required,,,
TRV-DOC-BMK-006-MD-062,DOC-BMK-006,pdf,102,pymupdf4llm_markdown,PAR-DOC-BMK-006-00481,3,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-102,,review_required,,,
TRV-DOC-BMK-006-MD-063,DOC-BMK-006,pdf,103,pymupdf4llm_markdown,PAR-DOC-BMK-006-00482,4,3,|学を含めた幅広い分野の研究者の結<br>集と融合により、ポストコロナ時代を<br>見据えた基礎研究を推進する。また、<br>新興・融合領域への挑戦、海外挑戦の<br>促進、国際共同研究の強化へ向け充<br>実・改善を行う。【文】|令和７年度に新規公募を行う新たな<br>目標としても、新興・融合研究を推進<br>する戦略目標を設定。<br>・戦略的創造研究推進事業における令<br>和７年度戦略目標の策定において、精<br>緻なエビデンスベースの分析を活用<br>し、有識者の意見も取り入れ、策定プ<br>ロセスを改善。|標、研究領域を設定し、幅広い分野の<br>融合に資する基礎研究を推進。【文】<br>・引き続き優れた成果につながる基礎<br>研究を推進すべく、最先端の研究開発<br>の潮流やその変遷を含む国内外の動<br>向等に係るエビデンスの分析を踏ま<br>え、異分野融合や新領域創出を促す分<br>野横断的な戦略目標を設定。【文】|,structured_table,markdown_table_detected,yes,PAGE-103,,review_required,,,
TRV-DOC-BMK-006-MD-064,DOC-BMK-006,pdf,104,pymupdf4llm_markdown,PAR-DOC-BMK-006-00484,4,3,|Col1|・Ｊ－ＰＡＲＣについて、共用ビームラ<br>インの増設や次世代機に向けた要素<br>開発等、将来計画の実現に向けた取組<br>を具体的に進める必要性が科学技術・<br>学術審議会大強度陽子加速器施設評<br>価作業部会にて指摘。<br>・ＳＰｒｉｎｇ-８-Ⅱに向けたプロトタ<br>イプ製作、技術実証等を行うととも<br>に、高解像かつ大量のデータの取得を<br>可能とする、ＳＰｒｉｎｇ-８-Ⅱの整<br>備に着手。<br>・量子ビーム施設の横断的な窓口機能<br>の必要性や研究の国際化・オープン化<br>に伴い必要な仕組みについて議論。<br>・将来の高性能加速器開発に資する要<br>素技術開発を継続。<br>・文部科学省が、内閣府と合同で、将来<br>の高性能加速器に関する情報共有を<br>目的とする連絡会を継続。|・Ｊ－ＰＡＲＣについて、共用ビームラ<br>インの増設や利用環境整備を始めと<br>した既存施設の機能強化等の将来計<br>画を見据え、産学官の研究開発を加<br>速。【文】<br>・令和11 年度の共用開始に向けて、Ｓ<br>Ｐｒｉｎｇ-８-Ⅱの整備を推進。【文】<br>・放射光、中性子施設といった量子ビー<br>ム施設の一元的な窓口を設置するな<br>ど、産学の利用者ニーズに応えるとと<br>もに、国際化を踏まえた必要な体制整<br>備を行うことで先端的な大型施設の<br>活用を推進。【文】<br>・文部科学省が、内閣府との連絡会を開<br>催し情報共有を継続。<br>・将来の高性能加速器開発に資する要<br>素技術開発を着実に推進。【文】|,structured_table,markdown_table_detected,yes,PAGE-104,,review_required,,,
TRV-DOC-BMK-006-MD-065,DOC-BMK-006,pdf,105,pymupdf4llm_markdown,PAR-DOC-BMK-006-00487,3,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-105,,review_required,,,
TRV-DOC-BMK-006-MD-066,DOC-BMK-006,pdf,106,pymupdf4llm_markdown,PAR-DOC-BMK-006-00488,2,3,|Col1|国等との連携強化に資するため、ワー<br>クショップ等を開催し、効果的な取組<br>等を議論。<br>・ＮＥＸＵＳにおいて、ＡＳＥＡＮ諸国<br>と協力して、相手国のニーズ等を踏ま<br>えつつ、共通重点領域での国際共同研<br>究を実施するとともに、若手人材交<br>流・育成を実施。既存の研究拠点の活<br>用・機能強化を含め、ＮＥＸＵＳでの<br>協力促進や日ＡＳＥＡＮ間のネット<br>ワーク強化を目的としたプログラム<br>拠点の設置に向けた準備を実施。<br>・研究力が急成長するインドとの連携を<br>強化するために、日印の大学間での先<br>端分野での共同研究で来日する若手<br>研究者・大学院生等を支援する予算を<br>確保。<br>・科学技術・イノベーション分野での海<br>外の青少年招へいによる我が国との<br>交流・関係深化を平成26 年より継続・<br>推進し、累計約4.3 万人（89 か国・地<br>域）を招へい。<br>・国際頭脳循環に関する実態把握と課題<br>の分析に基づく数値目標のための調<br>査やヒアリングを実施。<br>・アジア・太平洋総合研究センターにお<br>いて、日韓ＡＩワークショップ及びＡ<br>ＳＥＡＮとのバイオものづくりに関<br>するワークショップ等、アジア・太平<br>洋地域の相互理解促進や科学技術協<br>力加速のための基盤整備として、調査<br>研究、情報発信、交流推進活動を実施。|究者の参画強化のための方策を検討<br>地球規模課題解決に向けた発展途上<br>国との国際共同研究を着実に推進。<br>（再掲）【文】<br>・ＮＥＸＵＳにおいて、プログラム拠点<br>の設置・整備を進めるとともに、ＡＳ<br>ＥＡＮ地域全体と我が国に成果が益<br>するような国際共同研究の実施及び<br>優秀な若手人材交流・育成を戦略的に<br>推進。（再掲）【文】<br>・インドとの先端分野での国際共同研究<br>を通じた研究人材交流を効率的に推<br>進。（再掲）【文】<br>・科学技術・イノベーション分野での<br>海外の青少年招へいによる我が国と<br>の交流・関係深化を継続・推進。（再<br>掲）【文】<br>・引き続き国際頭脳循環に関する実態<br>把握と課題の分析に基づく数値目標<br>を検討。【文】<br>・引き続きアジア・太平洋地域における<br>科学技術分野の連携・協力の拡大・深<br>化に資する基盤を整備。（再掲）【文】|,review_required,needs_manual_review,review,PAGE-106,,review_required,,,
TRV-DOC-BMK-006-MD-067,DOC-BMK-006,pdf,108,pymupdf4llm_markdown,PAR-DOC-BMK-006-00510,2,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,review_required,needs_manual_review,review,PAGE-108,,review_required,,,
TRV-DOC-BMK-006-MD-068,DOC-BMK-006,pdf,109,pymupdf4llm_markdown,PAR-DOC-BMK-006-00512,2,3,|〇大学のスマートラボラトリ化や、研究<br>時間の確保に資する民間事業者のサ<br>ービスの普及、大学運営業務の効率化<br>に関する好事例の横展開、国立大学に<br>おける事務処理の簡素化、デジタル化<br>等を2021 年度より促進する。【文】|・研究時間の確保や研究環境の向上に資<br>する民間事業者のサービスについて、<br>認定制度を通してその普及を促進す<br>べく、利活用促進のための周知活動を<br>実施。また、令和６年度は公募及び認<br>定を実施。|・研究時間の確保や研究環境の向上に資<br>する民間事業者のサービスについて、<br>認定制度を通してその普及を促進す<br>るため、令和７年度に公募を継続。<br>【文】|,review_required,needs_manual_review,review,PAGE-109,,review_required,,,
TRV-DOC-BMK-006-MD-069,DOC-BMK-006,pdf,109,pymupdf4llm_markdown,PAR-DOC-BMK-006-00513,5,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-109,,review_required,,,
TRV-DOC-BMK-006-MD-070,DOC-BMK-006,pdf,110,pymupdf4llm_markdown,PAR-DOC-BMK-006-00514,4,3,|は、2021 年度から、人文・社会科学を<br>含めた「総合知」の活用を主眼とした<br>目標設定を積極的に検討し、研究を推<br>進する。また、「総合知」の創出の積極<br>的な推進に向けて、世界最先端の国際<br>的研究拠点において、高次の分野融合<br>による「総合知」の創出も構想の対象<br>に含むこととする。【科技、文】|標、研究領域の下で研究を推進すると<br>ともに、令和７年度に新規公募を行う<br>新たな目標を設定。<br>・未来社会創造事業において、経済・社<br>会的にインパクトある出口を見据え<br>て、チャレンジングな目標を設定し、<br>人文・社会系の研究者を巻き込みつ<br>つ、ＰＯＣを目指した研究開発を実<br>施。<br>・ＳＩＰ第３期の成果の社会実装に向<br>けて、ワーキンググループにおいて総<br>合知の活用について、点検・整理を継<br>続。|出につなげられるよう基礎研究を戦<br>略的に推進。【文】<br>・引き続き未来社会創造事業において、<br>テーマに応じて「総合知」を効果的に<br>活用した研究プログラムを推進。【文】<br>・引き続きＳＩＰ第３期の成果の社会<br>実装に向けて総合知の活用の取組内<br>容、進捗、効果を検証。（再掲）【科技】|,structured_table,markdown_table_detected,yes,PAGE-110,,review_required,,,
TRV-DOC-BMK-006-MD-071,DOC-BMK-006,pdf,111,pymupdf4llm_markdown,PAR-DOC-BMK-006-00517,5,3,|基本計画における具体的な取組|実施状況・現状分析|今後の取組方針|,structured_table,markdown_table_detected,yes,PAGE-111,,review_required,,,
