merge_candidate_id,document_id,page_no,review_priority,suggested_reviewer_action,review_status,reviewer_decision,reviewer_role_override,reviewer_resource_type_override,reviewer_strategy_override,reviewer_tech_domain_override,reviewer_tech_subdomain_override,merge_into_candidate_id,split_required,final_item_label,final_item_statement,reviewer_notes,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,merge_confidence,item_label_draft,item_statement_draft,primary_seed_id,member_seed_ids,supporting_review_seed_ids,member_count,supporting_review_count,primary_text
PMD-DOC-POL-006-0045,DOC-POL-006,16,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_soft_problem_but_action_overrides,infrastructure_policy,STR-003,,,medium,한계및향후추진방향 분야 한계 추진 방향･1조원 메가 펀드,"□ 한계및향후추진방향 분야 한계 추진 방향･1조원 메가 펀드, 임상 3상 ･바이오 투자시장 위축* 특화 펀드 조성으로 R&D 이후 임상 단계에 대규모 투자 유치･기술이전에서 자력 글로벌 진출 지원",CLS-SEED-DOC-POL-006-00202,CLS-SEED-DOC-POL-006-00202 | CLS-SEED-DOC-POL-006-00203,CLS-SEED-DOC-POL-006-00204,2,1,"□ 한계및향후추진방향 분야 한계 추진 방향･1조원 메가 펀드, 임상 3상"
PMD-DOC-POL-006-0046,DOC-POL-006,16,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,STR-003,TD-001,TSD-001-001,medium,･핵심인재 11만명 양성 및 해외,⇨ ･핵심인재 11만명 양성 및 해외 인재 30명 유치 등 우수인재 확보･AI 등 첨단기술 활용 및 AX･AI 활용 신약개발 모델 초기･바이오헬스 신기술 접목 미흡･기술개발 소요비용 증가 기술개발·스케일업 대전환을 위한 R&D 지원 확대･민간투자 연계한 신속한,CLS-SEED-DOC-POL-006-00207,CLS-SEED-DOC-POL-006-00207 | CLS-SEED-DOC-POL-006-00208 | CLS-SEED-DOC-POL-006-00209,,3,0,⇨ ･핵심인재 11만명 양성 및 해외
PMD-DOC-POL-006-0047,DOC-POL-006,16,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,스케일업 체계 구축･글로벌 네트워킹 기회 부족･해외 진출,"⇨ 스케일업 체계 구축･글로벌 네트워킹 기회 부족･해외 진출, 판매 사례 부족",CLS-SEED-DOC-POL-006-00210,CLS-SEED-DOC-POL-006-00210,,1,0,"⇨ 스케일업 체계 구축･글로벌 네트워킹 기회 부족･해외 진출, 판매 사례 부족"
PMD-DOC-POL-006-0048,DOC-POL-006,16,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,･글로벌 오픈이노베이션 활성화로 글로벌 진출 지원,⇨ ･글로벌 오픈이노베이션 활성화로 글로벌 진출 지원 글로벌 진출 기회 확대,CLS-SEED-DOC-POL-006-00211,CLS-SEED-DOC-POL-006-00211 | CLS-SEED-DOC-POL-006-00212,,2,0,⇨ ･글로벌 오픈이노베이션 활성화로 글로벌 진출 지원
PMD-DOC-POL-006-0049,DOC-POL-006,17,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_need_phrase_but_action_overrides,infrastructure_policy,,,,medium,자금지원,"- (자금지원) 임상 3상특화펀드의성공적조성을 위해관계기관, 투자사들과협력하여자금조성·지원등 방안 마련필요",CLS-SEED-DOC-POL-006-00214,CLS-SEED-DOC-POL-006-00214,CLS-SEED-DOC-POL-006-00215 | CLS-SEED-DOC-POL-006-00218,1,2,"- (자금지원) 임상 3상특화펀드의성공적조성을 위해관계기관, 투자사들과협력하여자금조성·지원등 방안 마련필요"
PMD-DOC-POL-006-0050,DOC-POL-006,17,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,B협회,"▪ B협회: 최근 애틀랜타 사태를 보면서 한국에 돌아가고 싶어 하는 인재들이 많을 것 같아, 유치 정책들을 관계 부처(외교부 등)와 잘 협의해서 최 대한 해외 브레인을 유치할 수 있으면 좋겠음",CLS-SEED-DOC-POL-006-00219,CLS-SEED-DOC-POL-006-00219,CLS-SEED-DOC-POL-006-00221,1,1,"▪ B협회: 최근 애틀랜타 사태를 보면서 한국에 돌아가고 싶어 하는 인재들이 많을 것 같아, 유치 정책들을 관계 부처(외교부 등)와 잘 협의해서 최 대한 해외 브레인을 유치할 수 있으면 좋겠음"
PMD-DOC-POL-006-0051,DOC-POL-006,17,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,STR-003,TD-011,TSD-011-001,medium,C대학,"▪ C대학: 소요 시간과 예산이 막대했던 바이오 신약 개발에 AI가 접목됨으로써 혁명적 변화가 일어나고 있고, 한국에도 좋은 기회",CLS-SEED-DOC-POL-006-00222,CLS-SEED-DOC-POL-006-00222,CLS-SEED-DOC-POL-006-00224,1,1,"▪ C대학: 소요 시간과 예산이 막대했던 바이오 신약 개발에 AI가 접목됨으로써 혁명적 변화가 일어나고 있고, 한국에도 좋은 기회"
PMD-DOC-POL-006-0052,DOC-POL-006,18,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,지원체계,"- (지원체계) 펀드등투자확대방안, 인력양성및글로벌 진출등 관련주관부처, 유관기업, 전문가등참여추진단구성*",CLS-SEED-DOC-POL-006-00227,CLS-SEED-DOC-POL-006-00227,CLS-SEED-DOC-POL-006-00228 | CLS-SEED-DOC-POL-006-00229,1,2,"- (지원체계) 펀드등투자확대방안, 인력양성및글로벌 진출등 관련주관부처, 유관기업, 전문가등참여추진단구성*"
PMD-DOC-POL-006-0053,DOC-POL-006,18,low,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,TD-011,TSD-011-001,medium,추진목표,- (추진목표) ’26년기반마련및’27년부터K-바이오글로벌상업화 본격성과 창출을 통해’30년바이오의약글로벌5대강국도약,CLS-SEED-DOC-POL-006-00230,CLS-SEED-DOC-POL-006-00230,,1,0,- (추진목표) ’26년기반마련및’27년부터K-바이오글로벌상업화 본격성과 창출을 통해’30년바이오의약글로벌5대강국도약
PMD-DOC-POL-006-0054,DOC-POL-006,18,low,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,STR-003,,,medium,지원방안,"- (지원방안) 1조메가펀드, 임상 3상특화펀드통한자금지원및R&D, 글로벌 진출지원등신약개발부터사업화까지전영역지원강화",CLS-SEED-DOC-POL-006-00232,CLS-SEED-DOC-POL-006-00232,,1,0,"- (지원방안) 1조메가펀드, 임상 3상특화펀드통한자금지원및R&D, 글로벌 진출지원등신약개발부터사업화까지전영역지원강화"
PMD-DOC-POL-006-0055,DOC-POL-006,18,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,배경,"ㅇ (배경) 제약산업육성, 글로벌경쟁력강화위해글로벌제약펀드(’13.9) 시작으로K-바이오·백신펀드조성(’23.11~) 등보건계정펀드확대",CLS-SEED-DOC-POL-006-00235,CLS-SEED-DOC-POL-006-00235,,1,0,"ㅇ (배경) 제약산업육성, 글로벌경쟁력강화위해글로벌제약펀드(’13.9) 시작으로K-바이오·백신펀드조성(’23.11~) 등보건계정펀드확대"
PMD-DOC-POL-006-0056,DOC-POL-006,18,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-003 | STR-010,TD-011,TSD-011-003,medium,투자 대상,ㅇ (투자 대상) 바이오헬스全분야및백신관련혁신기술개발기업,CLS-SEED-DOC-POL-006-00236,CLS-SEED-DOC-POL-006-00236,CLS-SEED-DOC-POL-006-00237 | CLS-SEED-DOC-POL-006-00238,1,2,ㅇ (투자 대상) 바이오헬스全분야및백신관련혁신기술개발기업
PMD-DOC-POL-006-0057,DOC-POL-006,19,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,조성 현황,"ㅇ (조성 현황) 1기펀드(1~7호, ’13~’21년조성)는1,310억원출자액을 마중물로7개자조합, 6,950억원규모조성 →최고수익률(2호, 3.05배) 및바이오벤처상장기반마련",CLS-SEED-DOC-POL-006-00242,CLS-SEED-DOC-POL-006-00242,,1,0,"ㅇ (조성 현황) 1기펀드(1~7호, ’13~’21년조성)는1,310억원출자액을 마중물로7개자조합, 6,950억원규모조성 →최고수익률(2호, 3.05배) 및바이오벤처상장기반마련"
PMD-DOC-POL-006-0058,DOC-POL-006,19,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,투자 실적,"ㅇ (투자 실적) 170건(111개社) 5,837억원투자, 19개기업신규상장(’25.10)",CLS-SEED-DOC-POL-006-00243,CLS-SEED-DOC-POL-006-00243,CLS-SEED-DOC-POL-006-00244,1,1,"ㅇ (투자 실적) 170건(111개社) 5,837억원투자, 19개기업신규상장(’25.10)"
PMD-DOC-POL-006-0059,DOC-POL-006,19,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,조성 현황,"ㅇ (조성 현황) 2기펀드(K-바이오·백신펀드, ’23년~)는1,200억원출자액을 마중물로4개자조합, 4,666억원규모조성(2개추가조성중)",CLS-SEED-DOC-POL-006-00246,CLS-SEED-DOC-POL-006-00246,,1,0,"ㅇ (조성 현황) 2기펀드(K-바이오·백신펀드, ’23년~)는1,200억원출자액을 마중물로4개자조합, 4,666억원규모조성(2개추가조성중)"
PMD-DOC-POL-006-0060,DOC-POL-006,19,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,투자 실적,"ㅇ (투자 실적) 1~2호펀드로, 37건(28개社) 1,358억원투자(’25.10)",CLS-SEED-DOC-POL-006-00247,CLS-SEED-DOC-POL-006-00247,CLS-SEED-DOC-POL-006-00251,1,1,"ㅇ (투자 실적) 1~2호펀드로, 37건(28개社) 1,358억원투자(’25.10)"
PMD-DOC-POL-006-0061,DOC-POL-006,19,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,STR-003,TD-011,TSD-011-001 | TSD-011-003,medium,임상 3상펀드조성시공공출자비율상향(40 →60%)을위한 국책은행출자협조관련지속협의추진 < 임상 3상 특...,"- 임상 3상펀드조성시공공출자비율상향(40 →60%)을위한 국책은행출자협조관련지속협의추진 < 임상 3상 특화펀드 조성 계획(안) > ▸(투자대상(안)) 혁신 신약 및 바이오베터에 대한 파이프라인을 보유한 임상 3상 추진 중 또는 추진 예정인 기업 ▸(투자규모) 1,500억원 (’26년 정부 출자금 600억원 정부안 반영)",CLS-SEED-DOC-POL-006-00253,CLS-SEED-DOC-POL-006-00253,CLS-SEED-DOC-POL-006-00256,1,1,"- 임상 3상펀드조성시공공출자비율상향(40 →60%)을위한 국책은행출자협조관련지속협의추진 < 임상 3상 특화펀드 조성 계획(안) > ▸(투자대상(안)) 혁신 신약 및 바이오베터에 대한 파이프라인을 보유한 임상 3상 추진 중 또는 추진 예정인 기업 ▸(투자규모) 1,500억원 (’26년 정부 출자금 600억원 정부안 반영)"
PMD-DOC-POL-006-0062,DOC-POL-006,20,low,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,TD-011,TSD-011-006,medium,블록버스터급신약창출및혁신생태계조성을 위해K-바이오·백신펀드1조원규모목표로지속조성추진,ㅇ 블록버스터급신약창출및혁신생태계조성을 위해K-바이오·백신펀드1조원규모목표로지속조성추진,CLS-SEED-DOC-POL-006-00258,CLS-SEED-DOC-POL-006-00258,,1,0,ㅇ 블록버스터급신약창출및혁신생태계조성을 위해K-바이오·백신펀드1조원규모목표로지속조성추진
PMD-DOC-POL-006-0063,DOC-POL-006,20,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,복지부펀드의경험및노하우가실제성과로이어질수있도록 국민성장펀드를 통해끝까지지원하는투자생태계구축,ㅇ 복지부펀드의경험및노하우가실제성과로이어질수있도록 국민성장펀드를 통해끝까지지원하는투자생태계구축,CLS-SEED-DOC-POL-006-00259,CLS-SEED-DOC-POL-006-00259,CLS-SEED-DOC-POL-006-00263,1,1,ㅇ 복지부펀드의경험및노하우가실제성과로이어질수있도록 국민성장펀드를 통해끝까지지원하는투자생태계구축
PMD-DOC-POL-006-0064,DOC-POL-006,20,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,STR-003,TD-011,TSD-011-002,medium,현장맞춤형공정전문인력을양성(K-NIBRT,"- 현장맞춤형공정전문인력을양성(K-NIBRT, 연2천명)하여 CDMO 기업등에바이오의약품생산인력적기공급추진",CLS-SEED-DOC-POL-006-00264,CLS-SEED-DOC-POL-006-00264,CLS-SEED-DOC-POL-006-00265,1,1,"- 현장맞춤형공정전문인력을양성(K-NIBRT, 연2천명)하여 CDMO 기업등에바이오의약품생산인력적기공급추진"
PMD-DOC-POL-006-0065,DOC-POL-006,20,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-003,TD-011,TSD-011-001,medium,신약개발,"- 신약개발, AI 바이오 등 해외전문인재의 전략적 확보를 통해 글로벌 탑티어 해외석학 30명 유치 추진(연6명, ~’30)",CLS-SEED-DOC-POL-006-00266,CLS-SEED-DOC-POL-006-00266,CLS-SEED-DOC-POL-006-00268 | CLS-SEED-DOC-POL-006-00269,1,2,"- 신약개발, AI 바이오 등 해외전문인재의 전략적 확보를 통해 글로벌 탑티어 해외석학 30명 유치 추진(연6명, ~’30)"
PMD-DOC-POL-006-0066,DOC-POL-006,20,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,TD-011,TSD-011-001,medium,과기부,"- 과기부, 산업부등과부처협업신약개발R&D 추진을 통해 블록버스터급신약창출가속화",CLS-SEED-DOC-POL-006-00270,CLS-SEED-DOC-POL-006-00270,CLS-SEED-DOC-POL-006-00271,1,1,"- 과기부, 산업부등과부처협업신약개발R&D 추진을 통해 블록버스터급신약창출가속화"
PMD-DOC-POL-006-0067,DOC-POL-006,21,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-003,,,medium,중기부 협업하여“스케일업 팁스 플랫폼”을 통해 공동으로 유망기업 선정하고 지원사업 집중*하여 사업화 성...,- 중기부 협업하여“스케일업 팁스 플랫폼”을 통해 공동으로 유망기업 선정하고 지원사업 집중*하여 사업화 성공률 제고,CLS-SEED-DOC-POL-006-00272,CLS-SEED-DOC-POL-006-00272,CLS-SEED-DOC-POL-006-00273 | CLS-SEED-DOC-POL-006-00274 | CLS-SEED-DOC-POL-006-00276 | CLS-SEED-DOC-POL-006-00278 | CLS-SEED-DOC-POL-006-00279,1,5,- 중기부 협업하여“스케일업 팁스 플랫폼”을 통해 공동으로 유망기업 선정하고 지원사업 집중*하여 사업화 성공률 제고
PMD-DOC-POL-006-0068,DOC-POL-006,21,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,글로벌 액셀러레이팅 플랫폼 등을 통한 컨설팅,"- 글로벌 액셀러레이팅 플랫폼 등을 통한 컨설팅, 투자유치, 글로벌 제약사 네트워크 구축 등 제공 고속화를 통해‘30년까지블록버스터급 신약 3건 창출",CLS-SEED-DOC-POL-006-00280,CLS-SEED-DOC-POL-006-00280 | CLS-SEED-DOC-POL-006-00286,CLS-SEED-DOC-POL-006-00281 | CLS-SEED-DOC-POL-006-00282,2,2,"- 글로벌 액셀러레이팅 플랫폼 등을 통한 컨설팅, 투자유치, 글로벌 제약사 네트워크 구축 등 제공"
PMD-DOC-POL-006-0069,DOC-POL-006,21,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,글로벌사우스등신흥시장진출다양화지원,- 글로벌사우스등신흥시장진출다양화지원,CLS-SEED-DOC-POL-006-00288,CLS-SEED-DOC-POL-006-00288,,1,0,- 글로벌사우스등신흥시장진출다양화지원
PMD-DOC-POL-006-0070,DOC-POL-006,22,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,STR-010,,,medium,각국제도개선및인프라확충으로디지털헬스혁신경쟁가속화,- 각국제도개선및인프라확충으로디지털헬스혁신경쟁가속화,CLS-SEED-DOC-POL-006-00295,CLS-SEED-DOC-POL-006-00295,CLS-SEED-DOC-POL-006-00296,1,1,- 각국제도개선및인프라확충으로디지털헬스혁신경쟁가속화
PMD-DOC-POL-006-0071,DOC-POL-006,22,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,해외수요확대,"ㅇ (해외수요확대) 고령화․만성질환증가등으로의료 AI․의료기기 수요가폭발적으로증가(북미, 유럽, 중동시장고성장중)",CLS-SEED-DOC-POL-006-00298,CLS-SEED-DOC-POL-006-00298,,1,0,"ㅇ (해외수요확대) 고령화․만성질환증가등으로의료 AI․의료기기 수요가폭발적으로증가(북미, 유럽, 중동시장고성장중)"
PMD-DOC-POL-006-0072,DOC-POL-006,22,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_soft_problem_but_action_overrides,,STR-010,,,medium,국내시장성장한계,"ㅇ (국내시장성장한계) 국내시장만으로는디지털헬스기업의매출 확대가제한적, 이에따라해외진출기업*도증가중",CLS-SEED-DOC-POL-006-00299,CLS-SEED-DOC-POL-006-00299,CLS-SEED-DOC-POL-006-00300,1,1,"ㅇ (국내시장성장한계) 국내시장만으로는디지털헬스기업의매출 확대가제한적, 이에따라해외진출기업*도증가중"
PMD-DOC-POL-006-0073,DOC-POL-006,23,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,수출경쟁력강화를 위해전주기 지원강화하는한편,"⇨ 수출경쟁력강화를 위해전주기 지원강화하는한편, 해외거점 기관및병원을임상실증테스트베드로활용(신규모델)",CLS-SEED-DOC-POL-006-00304,CLS-SEED-DOC-POL-006-00304,,1,0,"⇨ 수출경쟁력강화를 위해전주기 지원강화하는한편, 해외거점 기관및병원을임상실증테스트베드로활용(신규모델)"
PMD-DOC-POL-006-0074,DOC-POL-006,23,high,attach_as_case_example,reviewed,attach_as_case_example,,,,,,,,,,sample attach case example,case_example,detected_case_example_quote,technology,STR-010,,,medium,디지털헬스기업B,"▪ 디지털헬스기업B: “해외 현지의 의료기기 인허가 획득을 위한 임상시험, 실증을 위해서는 이게 가능한 현지 의료기관을 찾아야 하는데, 현지 CRO나 전문컨설턴트 등 전문가에 대한 정보도 부족하고, 현지 의료기관에 대한 정보나 여건 확인도 어렵고, 현지 의료기관과 네트워크 구축도 어려움”",CLS-SEED-DOC-POL-006-00309,CLS-SEED-DOC-POL-006-00309,,1,0,"▪ 디지털헬스기업B: “해외 현지의 의료기기 인허가 획득을 위한 임상시험, 실증을 위해서는 이게 가능한 현지 의료기관을 찾아야 하는데, 현지 CRO나 전문컨설턴트 등 전문가에 대한 정보도 부족하고, 현지 의료기관에 대한 정보나 여건 확인도 어렵고, 현지 의료기관과 네트워크 구축도 어려움”"
PMD-DOC-POL-006-0075,DOC-POL-006,23,high,attach_as_case_example,reviewed,attach_as_case_example,,,,,,,,,,sample attach case example,case_example,detected_case_example_quote,technology,STR-010,,,medium,디지털헬스기업C,"▪ 디지털헬스기업C: “국내 개발 AI 의료기기 S/W를 가지고 해외 진출 시 Heterogeneous 데이터가 필요한데 한국에서는 거의 Homogeneous 데이터만 확보할 수 있어서 다양성에 한계가 있음. 해결책으로 미국 데이터 업체로부터 비식별화된 다인종, 다인구 데이터를 구매하여 학습 또는 테스트 데이터로 활용하고 있는데 데이터 요구사항을 특정하고 확보하는 데까지 상당한 기간과 비용이 소요됨”",CLS-SEED-DOC-POL-006-00311,CLS-SEED-DOC-POL-006-00311,,1,0,"▪ 디지털헬스기업C: “국내 개발 AI 의료기기 S/W를 가지고 해외 진출 시 Heterogeneous 데이터가 필요한데 한국에서는 거의 Homogeneous 데이터만 확보할 수 있어서 다양성에 한계가 있음. 해결책으로 미국 데이터 업체로부터 비식별화된 다인종, 다인구 데이터를 구매하여 학습 또는 테스트 데이터로 활용하고 있는데 데이터 요구사항을 특정하고 확보하는 데까지 상당한 기간과 비용이 소요됨”"
PMD-DOC-POL-006-0076,DOC-POL-006,23,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,해외거점 확보,"- (해외거점 확보) 해외거점기관을 통한 R&D, 컨설팅, 네트워킹 등 지원",CLS-SEED-DOC-POL-006-00312,CLS-SEED-DOC-POL-006-00312,,1,0,"- (해외거점 확보) 해외거점기관을 통한 R&D, 컨설팅, 네트워킹 등 지원"
PMD-DOC-POL-006-0077,DOC-POL-006,24,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-010,TD-011,TSD-011-003,medium,K-디지털헬스 해외거점 확보 추진단,"- (K-디지털헬스 해외거점 확보 추진단) 디지털헬스기업을 중심으로 관계부처 및 유관협회 및 기관을 포함하여 구성*·운영(9.25, 11.28 2차례)",CLS-SEED-DOC-POL-006-00315,CLS-SEED-DOC-POL-006-00315,CLS-SEED-DOC-POL-006-00316 | CLS-SEED-DOC-POL-006-00317 | CLS-SEED-DOC-POL-006-00319,1,3,"- (K-디지털헬스 해외거점 확보 추진단) 디지털헬스기업을 중심으로 관계부처 및 유관협회 및 기관을 포함하여 구성*·운영(9.25, 11.28 2차례)"
PMD-DOC-POL-006-0078,DOC-POL-006,24,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,지원방안,"- (지원방안) ①기존「ICT 기반 의료시스템해외진출」확대․강화,",CLS-SEED-DOC-POL-006-00320,CLS-SEED-DOC-POL-006-00320,,1,0,"- (지원방안) ①기존「ICT 기반 의료시스템해외진출」확대․강화,"
PMD-DOC-POL-006-0079,DOC-POL-006,24,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,사업목적,ㅇ (사업목적) ICT 기반 의료시스템 해외진출 기반 조성 및 해외성공사례 발굴‧ 확산을 위해 최신 정보통신기술이 결합된 의료시스템의 해외진출 지원(’16∼),CLS-SEED-DOC-POL-006-00323,CLS-SEED-DOC-POL-006-00323,,1,0,ㅇ (사업목적) ICT 기반 의료시스템 해외진출 기반 조성 및 해외성공사례 발굴‧ 확산을 위해 최신 정보통신기술이 결합된 의료시스템의 해외진출 지원(’16∼)
PMD-DOC-POL-006-0080,DOC-POL-006,25,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,지원대상,ㅇ (지원대상) ICT 기반 의료시스템을보유하고있는기업또는의료기관,CLS-SEED-DOC-POL-006-00325,CLS-SEED-DOC-POL-006-00325,CLS-SEED-DOC-POL-006-00328,1,1,ㅇ (지원대상) ICT 기반 의료시스템을보유하고있는기업또는의료기관
PMD-DOC-POL-006-0081,DOC-POL-006,25,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,실증지원,ㅇ (실증지원) ICT 의료시스템진출타겟국시장및규제·인증 환경을고려한인허가획득등현지실증지원,CLS-SEED-DOC-POL-006-00332,CLS-SEED-DOC-POL-006-00332,CLS-SEED-DOC-POL-006-00333,1,1,ㅇ (실증지원) ICT 의료시스템진출타겟국시장및규제·인증 환경을고려한인허가획득등현지실증지원
PMD-DOC-POL-006-0082,DOC-POL-006,25,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,3개 트랙(모델개발,"- 3개 트랙(모델개발, 진출지원, 판로개척)에 대해 ①지원대상 7개소→ 15개소, ②지원 기간 1년 → 최대 2년(1+1)) 등 확대",CLS-SEED-DOC-POL-006-00334,CLS-SEED-DOC-POL-006-00334,,1,0,"- 3개 트랙(모델개발, 진출지원, 판로개척)에 대해 ①지원대상 7개소→ 15개소, ②지원 기간 1년 → 최대 2년(1+1)) 등 확대"
PMD-DOC-POL-006-0083,DOC-POL-006,25,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,비대면진료,"ㅇ (비대면진료) 해외환자원격협진외에비대면진료활성화를 위한통합플랫폼구축(’26년4억원, 신규)",CLS-SEED-DOC-POL-006-00335,CLS-SEED-DOC-POL-006-00335,,1,0,"ㅇ (비대면진료) 해외환자원격협진외에비대면진료활성화를 위한통합플랫폼구축(’26년4억원, 신규)"
PMD-DOC-POL-006-0084,DOC-POL-006,25,medium,keep_as_regulatory_delta,reviewed,keep_as_regulatory_delta,,,,,,,,,,sample keep regulatory delta,regulatory_delta,detected_current_to_improvement_pattern,infrastructure_policy,,,,medium,현재,- (현재) 국내의료인-외국의료인간원격협진만가능→(개선) 원격협진外국내의료인-외국인환자간비대면진료제도화,CLS-SEED-DOC-POL-006-00336,CLS-SEED-DOC-POL-006-00336,CLS-SEED-DOC-POL-006-00337,1,1,- (현재) 국내의료인-외국의료인간원격협진만가능→(개선) 원격협진外국내의료인-외국인환자간비대면진료제도화
PMD-DOC-POL-006-0085,DOC-POL-006,25,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,컨설팅,ㅇ (컨설팅) 성공사례창출를 위해컨설팅및정보공유강화(‘26년4억원),CLS-SEED-DOC-POL-006-00338,CLS-SEED-DOC-POL-006-00338,,1,0,ㅇ (컨설팅) 성공사례창출를 위해컨설팅및정보공유강화(‘26년4억원)
PMD-DOC-POL-006-0086,DOC-POL-006,25,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,컨설팅,- (컨설팅) 규제·인허가복잡성대응컨설팅* 지원,CLS-SEED-DOC-POL-006-00339,CLS-SEED-DOC-POL-006-00339,CLS-SEED-DOC-POL-006-00340,1,1,- (컨설팅) 규제·인허가복잡성대응컨설팅* 지원
PMD-DOC-POL-006-0087,DOC-POL-006,25,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,정보공유,"- (정보공유) 후발기업에게성공노하우를공유하기위해벤치마킹 선도사례(성공․우수사례) 선정, 해외진출실무등정보공유* 활성화",CLS-SEED-DOC-POL-006-00341,CLS-SEED-DOC-POL-006-00341,CLS-SEED-DOC-POL-006-00342,1,1,"- (정보공유) 후발기업에게성공노하우를공유하기위해벤치마킹 선도사례(성공․우수사례) 선정, 해외진출실무등정보공유* 활성화"
PMD-DOC-POL-006-0088,DOC-POL-006,26,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,ICT 성과 창출,ㅇ (ICT 성과 창출) ICT 기반 의료시스템 해외수출 전주기 지원 확대 및 성공사례 확산을 통해 AI·디지탈 분야 성과 창출,CLS-SEED-DOC-POL-006-00345,CLS-SEED-DOC-POL-006-00345,,1,0,ㅇ (ICT 성과 창출) ICT 기반 의료시스템 해외수출 전주기 지원 확대 및 성공사례 확산을 통해 AI·디지탈 분야 성과 창출
PMD-DOC-POL-006-0089,DOC-POL-006,26,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,국내외실증과성과사례를 중심으로기술력과신뢰에기반한 Medical Korea 브랜드확산을 위해온․오프홍보* 연계,- 국내외실증과성과사례를 중심으로기술력과신뢰에기반한 Medical Korea 브랜드확산을 위해온․오프홍보* 연계,CLS-SEED-DOC-POL-006-00348,CLS-SEED-DOC-POL-006-00348,CLS-SEED-DOC-POL-006-00349,1,1,- 국내외실증과성과사례를 중심으로기술력과신뢰에기반한 Medical Korea 브랜드확산을 위해온․오프홍보* 연계
