merge_candidate_id,document_id,page_no,review_priority,suggested_reviewer_action,review_status,reviewer_decision,reviewer_role_override,reviewer_resource_type_override,reviewer_strategy_override,reviewer_tech_domain_override,reviewer_tech_subdomain_override,merge_into_candidate_id,split_required,final_item_label,final_item_statement,reviewer_notes,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,merge_confidence,item_label_draft,item_statement_draft,primary_seed_id,member_seed_ids,supporting_review_seed_ids,member_count,supporting_review_count,primary_text
PMD-DOC-POL-010-0045,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,기관출연금 전환을 통한 인건비 전액 지원,매년 종료되는 정부수탁과제를 기관출연금으로 전환해 기관출연금과 계속과제로 인건비를 전액 지원한다.,starter keep core financing reform,policy_action,,infrastructure_policy,,,,medium,인건비 전액 지원,"ㅇ (인건비 전액 지원) 매년 종료되는 정부수탁과제(연 4천억원, 총 2조원)을 기관출연금으로 전환, 기관출연금과 계속과제로 인건비 전액 지원 ’26년~",CLS-SEED-DOC-POL-010-00098,CLS-SEED-DOC-POL-010-00098,CLS-SEED-DOC-POL-010-00099 | CLS-SEED-DOC-POL-010-00101 | CLS-SEED-DOC-POL-010-00103,1,3,"ㅇ (인건비 전액 지원) 매년 종료되는 정부수탁과제(연 4천억원, 총 2조원)을 기관출연금으로 전환, 기관출연금과 계속과제로 인건비 전액 지원 ’26년~"
PMD-DOC-POL-010-0046,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,인건비·간접비 편성,"ㅇ (인건비·간접비 편성) 인건비 운영의 유연성*, 과제중심 인센티브 체계**를 고려하여 전략연구사업에서 인건비·간접비를 계상 ’26년~",CLS-SEED-DOC-POL-010-00104,CLS-SEED-DOC-POL-010-00104,CLS-SEED-DOC-POL-010-00105 | CLS-SEED-DOC-POL-010-00106,1,2,"ㅇ (인건비·간접비 편성) 인건비 운영의 유연성*, 과제중심 인센티브 체계**를 고려하여 전략연구사업에서 인건비·간접비를 계상 ’26년~"
PMD-DOC-POL-010-0047,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,기관출연금이 충분히 확보되고,"- 기관출연금이 충분히 확보되고, 인센티브 체계 개편이 이루어진 후 인건비, 간접비를 기관운영비로 분리 편성 중장기",CLS-SEED-DOC-POL-010-00107,CLS-SEED-DOC-POL-010-00107,CLS-SEED-DOC-POL-010-00109,1,1,"- 기관출연금이 충분히 확보되고, 인센티브 체계 개편이 이루어진 후 인건비, 간접비를 기관운영비로 분리 편성 중장기"
PMD-DOC-POL-010-0048,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,기관출연금 기본·전략연구사업 체계화,기관출연금을 기본연구사업과 전략연구사업으로 유형화해 운영한다.,starter keep funding structure reform,policy_action,,,,,,medium,기관출연금 체계화,ㅇ (기관출연금 체계화) 기관출연금을 기관 자체 수요에 따른 ’기본연구사업‘과 정부·기업수요 기반으로 운영하는 ’전략연구사업‘으로 유형화 ’26년~,CLS-SEED-DOC-POL-010-00110,CLS-SEED-DOC-POL-010-00110,,1,0,ㅇ (기관출연금 체계화) 기관출연금을 기관 자체 수요에 따른 ’기본연구사업‘과 정부·기업수요 기반으로 운영하는 ’전략연구사업‘으로 유형화 ’26년~
PMD-DOC-POL-010-0049,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,기본연구사업은 안정적인 규모를 유지하며,"- 기본연구사업은 안정적인 규모를 유지하며, 기관별 ’기본연구사업(자체수요)‘와 ’전략연구사업+외부수탁(외부수요)‘을 균형있게 지원",CLS-SEED-DOC-POL-010-00111,CLS-SEED-DOC-POL-010-00111,,1,0,"- 기본연구사업은 안정적인 규모를 유지하며, 기관별 ’기본연구사업(자체수요)‘와 ’전략연구사업+외부수탁(외부수요)‘을 균형있게 지원"
PMD-DOC-POL-010-0050,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,산·연·정 전략연구사업 운영위원회 신설,"출연연, 산업계, 관계부처가 참여하는 전략연구사업 운영위원회를 신설한다.",starter keep governance action,policy_action,,infrastructure_policy,,,,medium,산-연-정 협의체 신설,"ㅇ (산-연-정 협의체 신설) 출연(연), 산업계, 관계부처가 모여 전략연구사업 주요사항을 심의·의결하는 ‘전략연구사업 운영위원회’ 신설 ’26년~",CLS-SEED-DOC-POL-010-00113,CLS-SEED-DOC-POL-010-00113,CLS-SEED-DOC-POL-010-00114,1,1,"ㅇ (산-연-정 협의체 신설) 출연(연), 산업계, 관계부처가 모여 전략연구사업 주요사항을 심의·의결하는 ‘전략연구사업 운영위원회’ 신설 ’26년~"
PMD-DOC-POL-010-0051,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,연구회 내 전략연구지원단 설치,"전략연구사업의 기획조정, 점검평가, 성과확산을 지원하는 전략연구지원단을 연구회 내에 설치한다.",starter keep support organization action,policy_action,,,,,,medium,전략연구 지원기구 신설,ㅇ (전략연구 지원기구 신설) 전략연구사업의 ‘기획조정·보완 → 점검·평가 → 성과확산’을 지원하는 ‘전략연구지원단’을 연구회 내 설치 ’26년~,CLS-SEED-DOC-POL-010-00115,CLS-SEED-DOC-POL-010-00115,,1,0,ㅇ (전략연구 지원기구 신설) 전략연구사업의 ‘기획조정·보완 → 점검·평가 → 성과확산’을 지원하는 ‘전략연구지원단’을 연구회 내 설치 ’26년~
PMD-DOC-POL-010-0052,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,개방형 운영을 통해 분야별 외부 전문가 중심으로 운영하며,"- 개방형 운영을 통해 분야별 외부 전문가 중심으로 운영하며, 각 출연(연)이 기획·수행하는 사업에 대한 조정·보완에 집중",CLS-SEED-DOC-POL-010-00116,CLS-SEED-DOC-POL-010-00116,CLS-SEED-DOC-POL-010-00117,1,1,"- 개방형 운영을 통해 분야별 외부 전문가 중심으로 운영하며, 각 출연(연)이 기획·수행하는 사업에 대한 조정·보완에 집중"
PMD-DOC-POL-010-0053,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,수요기반 전략연구사업 기획절차 운영,"운영위원회, 지원단, 출연연을 연계한 수요기반 기획절차로 차년도 전략연구사업 예산요구 과제를 결정한다.",starter keep planning procedure action,policy_action,,infrastructure_policy,,,,medium,수요기반 기획절차 운영,ㅇ (수요기반 기획절차 운영) 수요를 바탕으로 운영위-지원단-출연(연) 간 유기적 연계를 통해 차년도 전략연구사업 예산요구과제 결정 ’26년~,CLS-SEED-DOC-POL-010-00118,CLS-SEED-DOC-POL-010-00118,,1,0,ㅇ (수요기반 기획절차 운영) 수요를 바탕으로 운영위-지원단-출연(연) 간 유기적 연계를 통해 차년도 전략연구사업 예산요구과제 결정 ’26년~
PMD-DOC-POL-010-0054,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,현재 기관운영평가(3년),"- 현재 기관운영평가(3년), 연구사업평가(6년)로 이원화된 평가방식을 단일 평가체계(매년)로 통합",CLS-SEED-DOC-POL-010-00120,CLS-SEED-DOC-POL-010-00120,,1,0,"- 현재 기관운영평가(3년), 연구사업평가(6년)로 이원화된 평가방식을 단일 평가체계(매년)로 통합"
PMD-DOC-POL-010-0055,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,계획에 대한 별도 평가는 폐지하고,"- 계획에 대한 별도 평가는 폐지하고, 대외 공개(경영공시 항목에 포함)하는 것으로 대체하여 관계 전문가·일반 국민의 개방형 검증 유도",CLS-SEED-DOC-POL-010-00121,CLS-SEED-DOC-POL-010-00121,,1,0,"- 계획에 대한 별도 평가는 폐지하고, 대외 공개(경영공시 항목에 포함)하는 것으로 대체하여 관계 전문가·일반 국민의 개방형 검증 유도"
PMD-DOC-POL-010-0056,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,통합평가 결과 환류 강화,"통합평가 결과를 성과급, 우수연구자 상여금, 경상경비 증가율 등에 연계해 평가 환류를 강화한다.",starter keep evaluation feedback action,policy_action,,talent,,,,medium,평가결과 환류강화,"ㅇ (평가결과 환류강화) 내실있는 평가를 위해 통합평가 성과급 및 우수연구자 상여금 연계, 경상경비 증가율* 및 업무추진비 등 차등 적용 ’26년~",CLS-SEED-DOC-POL-010-00123,CLS-SEED-DOC-POL-010-00123,CLS-SEED-DOC-POL-010-00124,1,1,"ㅇ (평가결과 환류강화) 내실있는 평가를 위해 통합평가 성과급 및 우수연구자 상여금 연계, 경상경비 증가율* 및 업무추진비 등 차등 적용 ’26년~"
PMD-DOC-POL-010-0057,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,기관평가와 기관장 재선임 연계 폐지,기관평가 결과와 기관장 재선임 요건의 연계를 폐지하고 연임 희망 시 차기 기관장 공모를 통해 재선임하도록 한다.,starter keep governance incentive action,policy_action,,infrastructure_policy,,,,medium,기관장 연임연계 폐지,ㅇ (기관장 연임연계 폐지) 기관평가 결과와 기관장 재선임 요건 간 연계를 폐지하고 연임 희망 시 차기 기관장 공모 참여를 통해 재선임 ’26년~ [ 통합평가 연계 인센티브 신설(안) ],CLS-SEED-DOC-POL-010-00126,CLS-SEED-DOC-POL-010-00126 | CLS-SEED-DOC-POL-010-00129,CLS-SEED-DOC-POL-010-00127 | CLS-SEED-DOC-POL-010-00128,2,2,ㅇ (기관장 연임연계 폐지) 기관평가 결과와 기관장 재선임 요건 간 연계를 폐지하고 연임 희망 시 차기 기관장 공모 참여를 통해 재선임 ’26년~
PMD-DOC-POL-010-0058,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,통합평가 성과급,ㅇ (통합평가 성과급) 평가 결과에 따라 차등 지급되는 전 직원 대상 성과급을 신설하여 전직원 동기부여 강화 ’27년~,CLS-SEED-DOC-POL-010-00130,CLS-SEED-DOC-POL-010-00130,,1,0,ㅇ (통합평가 성과급) 평가 결과에 따라 차등 지급되는 전 직원 대상 성과급을 신설하여 전직원 동기부여 강화 ’27년~
PMD-DOC-POL-010-0059,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,평가 결과에 따른 기관별 성과급 소요를 차년도 예산 등에 반영하고 평가결과 통보 차년도에 지급,- 평가 결과에 따른 기관별 성과급 소요를 차년도 예산 등에 반영하고 평가결과 통보 차년도에 지급,CLS-SEED-DOC-POL-010-00131,CLS-SEED-DOC-POL-010-00131,,1,0,- 평가 결과에 따른 기관별 성과급 소요를 차년도 예산 등에 반영하고 평가결과 통보 차년도에 지급
PMD-DOC-POL-010-0060,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,talent,,,,,,우수 연구자·연구팀 상여금 신설,성과 기여도가 높은 우수 연구자와 연구팀을 대상으로 파격적 상여금을 신설한다.,starter keep talent reward action,policy_action,,talent,,,,medium,우수 연구진 상여금,ㅇ (우수 연구진 상여금) 평가 결과에 따라 성과 기여도가 높은 우수 연구자 또는 연구팀 대상 파격적 상여금(가칭STAR* 상여금) 신설 ’26년~,CLS-SEED-DOC-POL-010-00132,CLS-SEED-DOC-POL-010-00132,CLS-SEED-DOC-POL-010-00133,1,1,ㅇ (우수 연구진 상여금) 평가 결과에 따라 성과 기여도가 높은 우수 연구자 또는 연구팀 대상 파격적 상여금(가칭STAR* 상여금) 신설 ’26년~
PMD-DOC-POL-010-0061,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,기술료 수입 활용,ㅇ (기술료 수입 활용) 기술료 수입 사용용도 중 ‘연구개발 재투자 및 기관운영경비’*의 일부를 상여금** 및 우수연구자 유치수당*** 등으로 활용 ’26년~,CLS-SEED-DOC-POL-010-00135,CLS-SEED-DOC-POL-010-00135,CLS-SEED-DOC-POL-010-00136 | CLS-SEED-DOC-POL-010-00137 | CLS-SEED-DOC-POL-010-00138,1,3,ㅇ (기술료 수입 활용) 기술료 수입 사용용도 중 ‘연구개발 재투자 및 기관운영경비’*의 일부를 상여금** 및 우수연구자 유치수당*** 등으로 활용 ’26년~
PMD-DOC-POL-010-0062,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,기존 인센티브 재편,ㅇ (기존 인센티브 재편) 성과와 관계없이 연구과제 수탁규모에 연동되어 있는 현행 인센티브(연구수당·연구개발능률성과급) 재편 추진 ’26년~,CLS-SEED-DOC-POL-010-00140,CLS-SEED-DOC-POL-010-00140,CLS-SEED-DOC-POL-010-00141,1,1,ㅇ (기존 인센티브 재편) 성과와 관계없이 연구과제 수탁규모에 연동되어 있는 현행 인센티브(연구수당·연구개발능률성과급) 재편 추진 ’26년~
PMD-DOC-POL-010-0063,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,talent,,,,,,출연연 구성원 처우 지속 개선,출연연 구성원의 전반적 처우 수준을 지속적으로 개선한다.,starter keep treatment improvement action,policy_action,,,,,,medium,처우개선,ㅇ (처우개선) 출연(연) 구성원의 전반적인 처우 수준을 지속 개선 ’26년~,CLS-SEED-DOC-POL-010-00142,CLS-SEED-DOC-POL-010-00142,,1,0,ㅇ (처우개선) 출연(연) 구성원의 전반적인 처우 수준을 지속 개선 ’26년~
PMD-DOC-POL-010-0064,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,외부강의료 상향,ㅇ (외부강의료 상향) 대학교수 등 외부 전문직군과 동일하게 외부 강의료 기준 상향 추진 ’26년~,CLS-SEED-DOC-POL-010-00143,CLS-SEED-DOC-POL-010-00143,CLS-SEED-DOC-POL-010-00144,1,1,ㅇ (외부강의료 상향) 대학교수 등 외부 전문직군과 동일하게 외부 강의료 기준 상향 추진 ’26년~
PMD-DOC-POL-010-0065,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,talent,,,,,,연구인력 특별채용 확대,박사후연구원 등 연구인력에 대한 수시 특별채용을 허용해 우수 인력을 적재적소에 활용한다.,starter keep special recruitment action,policy_action,,talent,,,,medium,연구인력 특별채용 확대,ㅇ (연구인력 특별채용 확대) 박사후연구원 등 연구인력에 대한 수시 특별채용을 허용하여 우수 인력을 적재적소에 활용 ’26년~,CLS-SEED-DOC-POL-010-00145,CLS-SEED-DOC-POL-010-00145,CLS-SEED-DOC-POL-010-00146,1,1,ㅇ (연구인력 특별채용 확대) 박사후연구원 등 연구인력에 대한 수시 특별채용을 허용하여 우수 인력을 적재적소에 활용 ’26년~
PMD-DOC-POL-010-0066,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,talent,,,,,,블라인드채용 탄력 운영,심사위원에게 채용서류 원문을 제공해 블라인드채용 제도를 합리적이고 탄력적으로 운영한다.,starter keep hiring flexibility action,policy_action,,talent,,,,medium,블라인드채용 탄력적 운영,ㅇ (블라인드채용 탄력적 운영) 출연(연) 블라인드 채용제도가 합리적 ·탄력적으로 운영되도록 심사위원에게 채용서류 원문 제공 ’26년~,CLS-SEED-DOC-POL-010-00147,CLS-SEED-DOC-POL-010-00147,CLS-SEED-DOC-POL-010-00148 | CLS-SEED-DOC-POL-010-00149 | CLS-SEED-DOC-POL-010-00150,1,3,ㅇ (블라인드채용 탄력적 운영) 출연(연) 블라인드 채용제도가 합리적 ·탄력적으로 운영되도록 심사위원에게 채용서류 원문 제공 ’26년~
PMD-DOC-POL-010-0067,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,고경력연구자 지원,"ㅇ (고경력연구자 지원) 임금피크제* 폐지 검토, 기 운영중인 ‘우수연구원 제도’ 대상확대 등 추진 ’26년~",CLS-SEED-DOC-POL-010-00151,CLS-SEED-DOC-POL-010-00151,CLS-SEED-DOC-POL-010-00152,1,1,"ㅇ (고경력연구자 지원) 임금피크제* 폐지 검토, 기 운영중인 ‘우수연구원 제도’ 대상확대 등 추진 ’26년~"
PMD-DOC-POL-010-0068,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,보수체계 표준화,ㅇ (보수체계 표준화) 23개 출연(연) 보수‧직급체계 전수조사·분석을 기반으로 全 기관 보수체계 표준안 마련 (인센티브 재편 연계) ’26년~,CLS-SEED-DOC-POL-010-00154,CLS-SEED-DOC-POL-010-00154,,1,0,ㅇ (보수체계 표준화) 23개 출연(연) 보수‧직급체계 전수조사·분석을 기반으로 全 기관 보수체계 표준안 마련 (인센티브 재편 연계) ’26년~
PMD-DOC-POL-010-0069,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,talent,,,,,,연구행정·지원직 전문화,"연구행정·지원직의 가치를 인정하고 전문직에 상응하는 직종, 처우, 성장사다리를 마련한다.",starter keep admin talent action,policy_action,,,,,,medium,연구행정 전문화,"ㅇ (연구행정 전문화) 연구직의 파트너로서 연구행정·지원직의 가치를 인정하여 전문직에 상응하는 직종, 처우 및 성장사다리 마련 ’26년~",CLS-SEED-DOC-POL-010-00155,CLS-SEED-DOC-POL-010-00155,,1,0,"ㅇ (연구행정 전문화) 연구직의 파트너로서 연구행정·지원직의 가치를 인정하여 전문직에 상응하는 직종, 처우 및 성장사다리 마련 ’26년~"
PMD-DOC-POL-010-0070,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,직종별 직무 분석을 거쳐 전문 연구행정 직종*·칭호 개발,"- 직종별 직무 분석을 거쳐 전문 연구행정 직종*·칭호 개발, 경력경로 설정 등 연구행정·지원직의 전문직화로 자긍심 고취",CLS-SEED-DOC-POL-010-00156,CLS-SEED-DOC-POL-010-00156,CLS-SEED-DOC-POL-010-00157,1,1,"- 직종별 직무 분석을 거쳐 전문 연구행정 직종*·칭호 개발, 경력경로 설정 등 연구행정·지원직의 전문직화로 자긍심 고취"
PMD-DOC-POL-010-0071,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,전산인프라 통합 운영,전산인프라를 통합 운영해 시설 운영비를 효율화하고 데이터 보안과 인프라 안정성을 강화한다.,starter keep infra integration action,policy_action,,infrastructure_policy,,,,medium,전산인프라 통합 운영,ㅇ (전산인프라 통합 운영) 전산인프라 통합 운영으로 시설 운영비용 효율화 및 데이터 보안･인프라 안정성 등 필수 기능 강화 ’26년~,CLS-SEED-DOC-POL-010-00158,CLS-SEED-DOC-POL-010-00158,,1,0,ㅇ (전산인프라 통합 운영) 전산인프라 통합 운영으로 시설 운영비용 효율화 및 데이터 보안･인프라 안정성 등 필수 기능 강화 ’26년~
PMD-DOC-POL-010-0072,DOC-POL-010,section7,low,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,TD-001,TSD-001-005,medium,장기적으로 GPU 등 연구장비 공동활용·통합관리,"- 장기적으로 GPU 등 연구장비 공동활용·통합관리, 연구데이터 통합 분석·활용 등 AI 연구기반 구축·활성화",CLS-SEED-DOC-POL-010-00159,CLS-SEED-DOC-POL-010-00159,,1,0,"- 장기적으로 GPU 등 연구장비 공동활용·통합관리, 연구데이터 통합 분석·활용 등 AI 연구기반 구축·활성화"
PMD-DOC-POL-010-0073,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,공통행정 전문화,ㅇ (공통행정 전문화) 기관별 공통행정 기능을 연구회 중심으로 전문화 → 공통행정 역량 제고 및 전문화된 서비스 제공 ’26년~,CLS-SEED-DOC-POL-010-00161,CLS-SEED-DOC-POL-010-00161,CLS-SEED-DOC-POL-010-00162,1,1,ㅇ (공통행정 전문화) 기관별 공통행정 기능을 연구회 중심으로 전문화 → 공통행정 역량 제고 및 전문화된 서비스 제공 ’26년~
PMD-DOC-POL-010-0074,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,인력교류 활성화,ㅇ (인력교류 활성화) 연구회-출연(연) 행정직 간 인력교류를 활성화하여 출연(연) 전반의 행정역량 제고 ’26년~,CLS-SEED-DOC-POL-010-00163,CLS-SEED-DOC-POL-010-00163,,1,0,ㅇ (인력교류 활성화) 연구회-출연(연) 행정직 간 인력교류를 활성화하여 출연(연) 전반의 행정역량 제고 ’26년~
PMD-DOC-POL-010-0075,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,조직·인사·예산 자율 운영 원칙 명시,공공기관 지정해제 유보 취지를 반영해 조직·인사·예산 운영의 자율성 원칙을 명시한다.,starter keep autonomy principle action,policy_action,,infrastructure_policy,,,,medium,운영체계,ㅇ (운영체계) 공공기관 지정해제(유보) 취지를 반영하여 조직·인사·예산 운영의 자율성 원칙 명시,CLS-SEED-DOC-POL-010-00164,CLS-SEED-DOC-POL-010-00164,,1,0,ㅇ (운영체계) 공공기관 지정해제(유보) 취지를 반영하여 조직·인사·예산 운영의 자율성 원칙 명시
PMD-DOC-POL-010-0076,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,talent,,,,,,우수인재 유치와 개방형 혁신 지원 법적 기반 마련,"인력개발, 우수인재 유치, 개방형 혁신 등 적극적 출연연 육성·지원을 위한 법적 기반을 마련한다.",starter keep legal talent support action,policy_action,,talent,,,,medium,육성·지원,"ㅇ (육성·지원) 인력개발·우수인재 유치, 개방형 혁신 등 적극적 출연(연) 육성·지원을 위한 법적 기틀 마련",CLS-SEED-DOC-POL-010-00165,CLS-SEED-DOC-POL-010-00165,,1,0,"ㅇ (육성·지원) 인력개발·우수인재 유치, 개방형 혁신 등 적극적 출연(연) 육성·지원을 위한 법적 기틀 마련"
PMD-DOC-POL-010-0077,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,과기정통부-연구회-출연연 협력 거버넌스 명확화,"과기정통부, 연구회, 출연연 간 유기적 협력체계를 명확화한다.",starter keep governance clarity action,policy_action,,infrastructure_policy,,,,medium,거버넌스,ㅇ (거버넌스) 과기정통부(정책방향 제시)-연구회(출연(연) 간 협력 지원)-출연(연)(임무·역할 수행) 간 유기적 협력체계 명확화,CLS-SEED-DOC-POL-010-00166,CLS-SEED-DOC-POL-010-00166,,1,0,ㅇ (거버넌스) 과기정통부(정책방향 제시)-연구회(출연(연) 간 협력 지원)-출연(연)(임무·역할 수행) 간 유기적 협력체계 명확화
PMD-DOC-POL-010-0078,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,유휴부지 개발,"ㅇ (유휴부지 개발) 공동관리아파트 부지* 개발을 통해 해외 연구자 정주, 과학문화 공간, 연구회 운영공간 확보 등 종합 개발 ’26년~",CLS-SEED-DOC-POL-010-00167,CLS-SEED-DOC-POL-010-00167,CLS-SEED-DOC-POL-010-00168 | CLS-SEED-DOC-POL-010-00169,1,2,"ㅇ (유휴부지 개발) 공동관리아파트 부지* 개발을 통해 해외 연구자 정주, 과학문화 공간, 연구회 운영공간 확보 등 종합 개발 ’26년~"
PMD-DOC-POL-010-0079,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,일·가정 양립지원,ㅇ (일·가정 양립지원) 육아휴직 결원을 보충하기 위한 정규직 채용 적극 권고* ’26년~,CLS-SEED-DOC-POL-010-00170,CLS-SEED-DOC-POL-010-00170,CLS-SEED-DOC-POL-010-00171 | CLS-SEED-DOC-POL-010-00173 | CLS-SEED-DOC-POL-010-00174,1,3,ㅇ (일·가정 양립지원) 육아휴직 결원을 보충하기 위한 정규직 채용 적극 권고* ’26년~
PMD-DOC-POL-010-0080,DOC-POL-010,section7,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,연구회 기능과 집행체계 정비,법률에 명시된 기능과 책무를 중심으로 연구회의 기능을 보완하고 의결기구와 집행기구를 분리한다.,starter keep nst function action,policy_action,,,,,,medium,연구회 기능 정비,"ㅇ (연구회 기능 정비) 법률에 명시된 기능과 책무 중심으로 연구회의 기능 보완*, 의결기구(이사회) - 집행기구(사무기구) 간 분리 추진 ’26년~",CLS-SEED-DOC-POL-010-00175,CLS-SEED-DOC-POL-010-00175,CLS-SEED-DOC-POL-010-00176,1,1,"ㅇ (연구회 기능 정비) 법률에 명시된 기능과 책무 중심으로 연구회의 기능 보완*, 의결기구(이사회) - 집행기구(사무기구) 간 분리 추진 ’26년~"
PMD-DOC-POL-010-0081,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,주요 추진과제별 세부 이행계획 마련 (~’26.상반기),□ 주요 추진과제별 세부 이행계획 마련 (~’26.상반기),CLS-SEED-DOC-POL-010-00177,CLS-SEED-DOC-POL-010-00177,,1,0,□ 주요 추진과제별 세부 이행계획 마련 (~’26.상반기)
PMD-DOC-POL-010-0082,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,전략연구사업 운영방안 (기획절차,"ㅇ 전략연구사업 운영방안 (기획절차, 산-연-정 협의체 운영)",CLS-SEED-DOC-POL-010-00178,CLS-SEED-DOC-POL-010-00178,,1,0,"ㅇ 전략연구사업 운영방안 (기획절차, 산-연-정 협의체 운영)"
PMD-DOC-POL-010-0083,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,추진과제 이행 (’26~),□ 추진과제 이행 (’26~),CLS-SEED-DOC-POL-010-00180,CLS-SEED-DOC-POL-010-00180,,1,0,□ 추진과제 이행 (’26~)
PMD-DOC-POL-010-0084,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,전략연구사업 기획절차 착수 (’26.1~) 및 협의체 구성 (’26.1분기),ㅇ 전략연구사업 기획절차 착수 (’26.1~) 및 협의체 구성 (’26.1분기),CLS-SEED-DOC-POL-010-00181,CLS-SEED-DOC-POL-010-00181,,1,0,ㅇ 전략연구사업 기획절차 착수 (’26.1~) 및 협의체 구성 (’26.1분기)
PMD-DOC-POL-010-0085,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,연도별 기본연구사업,"ㅇ 연도별 기본연구사업, 전략연구사업 예산 반영 (계속)",CLS-SEED-DOC-POL-010-00182,CLS-SEED-DOC-POL-010-00182,,1,0,"ㅇ 연도별 기본연구사업, 전략연구사업 예산 반영 (계속)"
PMD-DOC-POL-010-0086,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,보수체계 표준화 및 인센티브 개편 추진 (’26),ㅇ 보수체계 표준화 및 인센티브 개편 추진 (’26),CLS-SEED-DOC-POL-010-00183,CLS-SEED-DOC-POL-010-00183,,1,0,ㅇ 보수체계 표준화 및 인센티브 개편 추진 (’26)
