merge_candidate_id,document_id,page_no,review_priority,suggested_reviewer_action,review_status,reviewer_decision,reviewer_role_override,reviewer_resource_type_override,reviewer_strategy_override,reviewer_tech_domain_override,reviewer_tech_subdomain_override,merge_into_candidate_id,split_required,final_item_label,final_item_statement,reviewer_notes,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,merge_confidence,item_label_draft,item_statement_draft,primary_seed_id,member_seed_ids,supporting_review_seed_ids,member_count,supporting_review_count,primary_text
PMD-DOC-POL-005-0046,DOC-POL-005,section5,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,talent,,,,medium,대학 연구기반 미흡,"□ (대학 연구기반 미흡) 대학은 지식 창출 및 인재 양성의 요람이나, 안정적‧지속적 연구 및 연구 역량 강화를 위한 기반 미흡",CLS-SEED-DOC-POL-005-00103,CLS-SEED-DOC-POL-005-00103,CLS-SEED-DOC-POL-005-00105,1,1,"□ (대학 연구기반 미흡) 대학은 지식 창출 및 인재 양성의 요람이나, 안정적‧지속적 연구 및 연구 역량 강화를 위한 기반 미흡"
PMD-DOC-POL-005-0047,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,대학의 연구역량* 강화를 위한 재원 확보를 개별 연구과제에 의존하고 있어,"ㅇ 대학의 연구역량* 강화를 위한 재원 확보를 개별 연구과제에 의존하고 있어, 대학 차원의 안정적인 연구기반 마련이 어려운 구조",CLS-SEED-DOC-POL-005-00106,CLS-SEED-DOC-POL-005-00106,CLS-SEED-DOC-POL-005-00107 | CLS-SEED-DOC-POL-005-00108,1,2,"ㅇ 대학의 연구역량* 강화를 위한 재원 확보를 개별 연구과제에 의존하고 있어, 대학 차원의 안정적인 연구기반 마련이 어려운 구조"
PMD-DOC-POL-005-0048,DOC-POL-005,section5,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,talent,,,,medium,임무달성이 어려운 출연연 체계,"□ (임무달성이 어려운 출연연 체계) 출연연은 파편화된 재정구조, 우수인재 유입 약화 등으로 인해 본연의 역할인 국가적 임무의 수행에 제한",CLS-SEED-DOC-POL-005-00109,CLS-SEED-DOC-POL-005-00109,,1,0,"□ (임무달성이 어려운 출연연 체계) 출연연은 파편화된 재정구조, 우수인재 유입 약화 등으로 인해 본연의 역할인 국가적 임무의 수행에 제한"
PMD-DOC-POL-005-0049,DOC-POL-005,section5,high,attach_as_background,review_required,,,,,,,,,,,,background_context,detected_background_keyword,,,,,medium,PBS 제도 하 인건비 확보를 위한 다수‧소액 수탁과제의 수주에 매몰되어 연구 몰입도 저하 및 대형성과...,ㅇ PBS 제도 하 인건비 확보를 위한 다수‧소액 수탁과제의 수주에 매몰되어 연구 몰입도 저하 및 대형성과 창출에 한계,CLS-SEED-DOC-POL-005-00110,CLS-SEED-DOC-POL-005-00110,,1,0,ㅇ PBS 제도 하 인건비 확보를 위한 다수‧소액 수탁과제의 수주에 매몰되어 연구 몰입도 저하 및 대형성과 창출에 한계
PMD-DOC-POL-005-0050,DOC-POL-005,section5,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,,,,,medium,출연연은 대학·기업 대비 매력도 저하*,"ㅇ 출연연은 대학·기업 대비 매력도 저하*, 정책변동에 따른 불안정한 연구 환경이 지속되며 우수 인재의 확보가 어려움**",CLS-SEED-DOC-POL-005-00112,CLS-SEED-DOC-POL-005-00112,CLS-SEED-DOC-POL-005-00113 | CLS-SEED-DOC-POL-005-00114,1,2,"ㅇ 출연연은 대학·기업 대비 매력도 저하*, 정책변동에 따른 불안정한 연구 환경이 지속되며 우수 인재의 확보가 어려움**"
PMD-DOC-POL-005-0051,DOC-POL-005,section5,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,technology,,,,medium,기술-시장 연결 미흡,"□ (기술-시장 연결 미흡) 개발된 기술이 효과적으로 시장에 공급되기 위한 체계적인 시스템이 부재하고, 현장의 요구에 대한 정부의 지원책도 미흡",CLS-SEED-DOC-POL-005-00115,CLS-SEED-DOC-POL-005-00115,CLS-SEED-DOC-POL-005-00116 | CLS-SEED-DOC-POL-005-00118,1,2,"□ (기술-시장 연결 미흡) 개발된 기술이 효과적으로 시장에 공급되기 위한 체계적인 시스템이 부재하고, 현장의 요구에 대한 정부의 지원책도 미흡"
PMD-DOC-POL-005-0052,DOC-POL-005,section5,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,,,,,medium,연구자의 창업 활동 및 창업기업에 대한 투자를 제한하는 제도와 미비한 지원으로 인해 자율적 창업 생태계...,ㅇ 연구자의 창업 활동 및 창업기업에 대한 투자를 제한하는 제도와 미비한 지원으로 인해 자율적 창업 생태계 조성이 미흡,CLS-SEED-DOC-POL-005-00119,CLS-SEED-DOC-POL-005-00119,,1,0,ㅇ 연구자의 창업 활동 및 창업기업에 대한 투자를 제한하는 제도와 미비한 지원으로 인해 자율적 창업 생태계 조성이 미흡
PMD-DOC-POL-005-0053,DOC-POL-005,section5,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,,,,,medium,현장과 괴리된 지원,"□ (현장과 괴리된 지원) 그간 공급자(정부) 중심 정책 지원으로, 경제 성장의 핵심 주체인 기업들이 실제로 체감할 수 있는 혜택-지원 부재",CLS-SEED-DOC-POL-005-00120,CLS-SEED-DOC-POL-005-00120,CLS-SEED-DOC-POL-005-00122,1,1,"□ (현장과 괴리된 지원) 그간 공급자(정부) 중심 정책 지원으로, 경제 성장의 핵심 주체인 기업들이 실제로 체감할 수 있는 혜택-지원 부재"
PMD-DOC-POL-005-0054,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_soft_problem_but_action_overrides,infrastructure_policy,,,,medium,세제지원은 기업의 지출에 비례한 공제 형식으로 이루어지고 있고,"ㅇ 세제지원은 기업의 지출에 비례한 공제 형식으로 이루어지고 있고, 실질적 수혜를 받지 못하는 경우가 발생하여 현장 체감 제한",CLS-SEED-DOC-POL-005-00123,CLS-SEED-DOC-POL-005-00123,,1,0,"ㅇ 세제지원은 기업의 지출에 비례한 공제 형식으로 이루어지고 있고, 실질적 수혜를 받지 못하는 경우가 발생하여 현장 체감 제한"
PMD-DOC-POL-005-0055,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,각 기업의 혁신역량 진단,"ㅇ 각 기업의 혁신역량 진단, 기술성·사업성 사전검증(PoC, PoM) 없이 정부 R&D를 지원함에 따라 R&D 이후 사업화로 연결되지 않는 경우 다수",CLS-SEED-DOC-POL-005-00124,CLS-SEED-DOC-POL-005-00124,CLS-SEED-DOC-POL-005-00125,1,1,"ㅇ 각 기업의 혁신역량 진단, 기술성·사업성 사전검증(PoC, PoM) 없이 정부 R&D를 지원함에 따라 R&D 이후 사업화로 연결되지 않는 경우 다수"
PMD-DOC-POL-005-0056,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,지역 R&D는 지역별 산업 발전의 원동력이 되어야 하나,"ㅇ 지역 R&D는 지역별 산업 발전의 원동력이 되어야 하나, 지역 기업의 실제 수요와 단절되고 파편적으로 지원되어 지역산업으로의 성과확산 미미",CLS-SEED-DOC-POL-005-00126,CLS-SEED-DOC-POL-005-00126,CLS-SEED-DOC-POL-005-00127,1,1,"ㅇ 지역 R&D는 지역별 산업 발전의 원동력이 되어야 하나, 지역 기업의 실제 수요와 단절되고 파편적으로 지원되어 지역산업으로의 성과확산 미미"
PMD-DOC-POL-005-0057,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,평가등급 폐지,"ㅇ (평가등급 폐지) 연구자가 목표달성 실패에 대한 걱정 없이 보다 도전적인 목표를 설정할 수 있도록 평가 등급 폐지 및 유인책 추진 → (개선) 목표달성도를 평가항목에서 제외, 수행 성실도에 따라 완료/미완료 평가",CLS-SEED-DOC-POL-005-00129,CLS-SEED-DOC-POL-005-00129 | CLS-SEED-DOC-POL-005-00132,CLS-SEED-DOC-POL-005-00131 | CLS-SEED-DOC-POL-005-00133,2,2,ㅇ (평가등급 폐지) 연구자가 목표달성 실패에 대한 걱정 없이 보다 도전적인 목표를 설정할 수 있도록 평가 등급 폐지 및 유인책 추진
PMD-DOC-POL-005-0058,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,단계-최종,"- (단계-최종)목표 달성도 평가 없이, 보고서 미제출 등 수행과정이 매우 부적절한 경우는 기존 ‘극히불량’ 등급과 같이 연구자 제재",CLS-SEED-DOC-POL-005-00136,CLS-SEED-DOC-POL-005-00136,CLS-SEED-DOC-POL-005-00139,1,1,"- (단계-최종)목표 달성도 평가 없이, 보고서 미제출 등 수행과정이 매우 부적절한 경우는 기존 ‘극히불량’ 등급과 같이 연구자 제재"
PMD-DOC-POL-005-0059,DOC-POL-005,section5,high,attach_as_background,review_required,,,,,,,,,,,,background_context,detected_background_keyword,,,,,medium,집행 저조 우려로 인한 미흡 과제 선정을 방지하고 기술환경 변화에 적시 대응할 수 있도록 연구목표 조정...,- 집행 저조 우려로 인한 미흡 과제 선정을 방지하고 기술환경 변화에 적시 대응할 수 있도록 연구목표 조정(Moving target) 활성화,CLS-SEED-DOC-POL-005-00140,CLS-SEED-DOC-POL-005-00140,CLS-SEED-DOC-POL-005-00141,1,1,- 집행 저조 우려로 인한 미흡 과제 선정을 방지하고 기술환경 변화에 적시 대응할 수 있도록 연구목표 조정(Moving target) 활성화
PMD-DOC-POL-005-0060,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,평가방식 간소화-다양화,"ㅇ (평가방식 간소화-다양화) (단계-최종)기초연구분야 등 소규모과제는 원칙적으로 단계평가를 면제*하고, 일부 최종평가는 학회-세미나 등 공개발표로 대체",CLS-SEED-DOC-POL-005-00142,CLS-SEED-DOC-POL-005-00142,CLS-SEED-DOC-POL-005-00143 | CLS-SEED-DOC-POL-005-00144,1,2,"ㅇ (평가방식 간소화-다양화) (단계-최종)기초연구분야 등 소규모과제는 원칙적으로 단계평가를 면제*하고, 일부 최종평가는 학회-세미나 등 공개발표로 대체"
PMD-DOC-POL-005-0061,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,범국가적-전략적으로 보다 면밀한 선정평가가 필요한 대형 과제의 경우 합숙평가(Evaluation Wee...,- 범국가적-전략적으로 보다 면밀한 선정평가가 필요한 대형 과제의 경우 합숙평가(Evaluation Week) 등 심층적 평가 도입-확대,CLS-SEED-DOC-POL-005-00145,CLS-SEED-DOC-POL-005-00145,,1,0,- 범국가적-전략적으로 보다 면밀한 선정평가가 필요한 대형 과제의 경우 합숙평가(Evaluation Week) 등 심층적 평가 도입-확대
PMD-DOC-POL-005-0062,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,평가지표 개편,"ㅇ (평가지표 개편) 단기적-정량적-보여주기식 성과의 평가가 아닌, 연구의 진짜 내실을 평가하기 위한 평가 지표의 개선",CLS-SEED-DOC-POL-005-00146,CLS-SEED-DOC-POL-005-00146,CLS-SEED-DOC-POL-005-00148,1,1,"ㅇ (평가지표 개편) 단기적-정량적-보여주기식 성과의 평가가 아닌, 연구의 진짜 내실을 평가하기 위한 평가 지표의 개선"
PMD-DOC-POL-005-0063,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,특별평가 강화,ㅇ (특별평가 강화) 단계-최종평가 시기 도래 전 과제의 부적절성을 사전에 발굴-개선하기 위한 특별평가 가능 사유 확대,CLS-SEED-DOC-POL-005-00149,CLS-SEED-DOC-POL-005-00149,CLS-SEED-DOC-POL-005-00150,1,1,ㅇ (특별평가 강화) 단계-최종평가 시기 도래 전 과제의 부적절성을 사전에 발굴-개선하기 위한 특별평가 가능 사유 확대
PMD-DOC-POL-005-0064,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,평가의 전문성,ㅇ (평가의 전문성) 국내-외 우수한 연구자들이 자부심을 가지고 국가 R&D 평가위원으로 참여하도록 적극 유도하여 전문성 강화,CLS-SEED-DOC-POL-005-00153,CLS-SEED-DOC-POL-005-00153,,1,0,ㅇ (평가의 전문성) 국내-외 우수한 연구자들이 자부심을 가지고 국가 R&D 평가위원으로 참여하도록 적극 유도하여 전문성 강화
PMD-DOC-POL-005-0065,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,해외 과협 연계,"- 해외 과협 연계, 주요 과제 연구책임자의 평가위원 후보단 등록 의무화, 참여강화 등을 통한 국내-외 우수평가위원 풀* 대폭 확충-활용",CLS-SEED-DOC-POL-005-00154,CLS-SEED-DOC-POL-005-00154,CLS-SEED-DOC-POL-005-00155 | CLS-SEED-DOC-POL-005-00156,1,2,"- 해외 과협 연계, 주요 과제 연구책임자의 평가위원 후보단 등록 의무화, 참여강화 등을 통한 국내-외 우수평가위원 풀* 대폭 확충-활용"
PMD-DOC-POL-005-0066,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,책임성-투명성 강화,ㅇ (책임성-투명성 강화) 평가 결과를 피평가자가 신뢰할 수 있도록 평가위원의 책임성과 평가의 공정성-투명성 제고,CLS-SEED-DOC-POL-005-00157,CLS-SEED-DOC-POL-005-00157,,1,0,ㅇ (책임성-투명성 강화) 평가 결과를 피평가자가 신뢰할 수 있도록 평가위원의 책임성과 평가의 공정성-투명성 제고
PMD-DOC-POL-005-0067,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,각 기관 내 기준에 따라 일부 시행 중인 평가위원 실명제와 전체 평가의견 공개의 전면 시행을 통해 평가...,- 각 기관 내 기준에 따라 일부 시행 중인 평가위원 실명제와 전체 평가의견 공개의 전면 시행을 통해 평가 책임성 제고,CLS-SEED-DOC-POL-005-00160,CLS-SEED-DOC-POL-005-00160,CLS-SEED-DOC-POL-005-00161,1,1,- 각 기관 내 기준에 따라 일부 시행 중인 평가위원 실명제와 전체 평가의견 공개의 전면 시행을 통해 평가 책임성 제고
PMD-DOC-POL-005-0068,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_soft_problem_but_action_overrides,technology,,,,medium,전문성-성실성-공정성 문제가 지속 지적되는 평가자는 향후 정부 위원에서 배제*할 수 있도록 하는 공통...,- 전문성-성실성-공정성 문제가 지속 지적되는 평가자는 향후 정부 위원에서 배제*할 수 있도록 하는 공통 기준 마련,CLS-SEED-DOC-POL-005-00162,CLS-SEED-DOC-POL-005-00162,CLS-SEED-DOC-POL-005-00163,1,1,- 전문성-성실성-공정성 문제가 지속 지적되는 평가자는 향후 정부 위원에서 배제*할 수 있도록 하는 공통 기준 마련
PMD-DOC-POL-005-0069,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,책임에 걸맞는 보상,"ㅇ (책임에 걸맞는 보상) 평가위원 수당 현실화, 우수 평가위원 포상 등 강화된 전문성-책임성에 상응하는 보상체계 마련",CLS-SEED-DOC-POL-005-00164,CLS-SEED-DOC-POL-005-00164,,1,0,"ㅇ (책임에 걸맞는 보상) 평가위원 수당 현실화, 우수 평가위원 포상 등 강화된 전문성-책임성에 상응하는 보상체계 마련"
PMD-DOC-POL-005-0070,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_need_phrase_but_action_overrides,technology,,TD-005,,medium,서식 간소화,"ㅇ (서식 간소화) 연차보고서* 및 계획서의 불필요 항목을 삭제하여 간소화하고, 보고서 분량 상한의 신설-통일로 작성 부담 완화* → (개선) 분량 상한을 두어 연차보고서 작성 부담을 완화",CLS-SEED-DOC-POL-005-00167,CLS-SEED-DOC-POL-005-00167 | CLS-SEED-DOC-POL-005-00169,CLS-SEED-DOC-POL-005-00168 | CLS-SEED-DOC-POL-005-00170,2,2,"ㅇ (서식 간소화) 연차보고서* 및 계획서의 불필요 항목을 삭제하여 간소화하고, 보고서 분량 상한의 신설-통일로 작성 부담 완화*"
PMD-DOC-POL-005-0071,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,간략한 제안서 바탕으로 1단계 평가 후,"- 간략한 제안서 바탕으로 1단계 평가 후, 통과 과제만 자세한 연구개발계획서 작성 및 2단계 평가를 실시하는 방식 시범도입-확대",CLS-SEED-DOC-POL-005-00171,CLS-SEED-DOC-POL-005-00171,,1,0,"- 간략한 제안서 바탕으로 1단계 평가 후, 통과 과제만 자세한 연구개발계획서 작성 및 2단계 평가를 실시하는 방식 시범도입-확대"
PMD-DOC-POL-005-0072,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,평가결과 신속통보,ㅇ (평가결과 신속통보) 사업심의위 개최 및 통보 기한 등의 기준을 마련하여 연구자가 선정 결과를 빠르게 지득할 수 있도록 개선 → (개선) 심의위 미개최 평가 결과의 즉시 통보 확대,CLS-SEED-DOC-POL-005-00172,CLS-SEED-DOC-POL-005-00172 | CLS-SEED-DOC-POL-005-00174,CLS-SEED-DOC-POL-005-00173,2,1,ㅇ (평가결과 신속통보) 사업심의위 개최 및 통보 기한 등의 기준을 마련하여 연구자가 선정 결과를 빠르게 지득할 수 있도록 개선
PMD-DOC-POL-005-0073,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,정부는 연구자를 신뢰하고,"□ 정부는 연구자를 신뢰하고, 연구자는 책임감 있게 연구비 집행",CLS-SEED-DOC-POL-005-00175,CLS-SEED-DOC-POL-005-00175,,1,0,"□ 정부는 연구자를 신뢰하고, 연구자는 책임감 있게 연구비 집행"
PMD-DOC-POL-005-0074,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,집행 자율성,ㅇ (집행 자율성) 연구비 집행의 유연성을 높여 연구에 집중할 수 있도록 연구비 사용용도를 네거티브 규제 방식(사용 불가 항목만 규정)으로 전환,CLS-SEED-DOC-POL-005-00176,CLS-SEED-DOC-POL-005-00176,,1,0,ㅇ (집행 자율성) 연구비 집행의 유연성을 높여 연구에 집중할 수 있도록 연구비 사용용도를 네거티브 규제 방식(사용 불가 항목만 규정)으로 전환
PMD-DOC-POL-005-0075,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,간접비,"- (간접비) 사용용도 전체에 네거티브 방식을 도입하여, R&D에 필요한 비용을 적극적으로 연구 지원 등에 활용할 수 있도록 개선",CLS-SEED-DOC-POL-005-00177,CLS-SEED-DOC-POL-005-00177,,1,0,"- (간접비) 사용용도 전체에 네거티브 방식을 도입하여, R&D에 필요한 비용을 적극적으로 연구 지원 등에 활용할 수 있도록 개선"
PMD-DOC-POL-005-0076,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,직접비,- (직접비) 일정 부분(예: 10%)은 연구자가 자율적으로 활용하도록 네거티브 용도를 적용하고 증빙자료 제출 등 행정절차를 최소화,CLS-SEED-DOC-POL-005-00178,CLS-SEED-DOC-POL-005-00178,CLS-SEED-DOC-POL-005-00179,1,1,- (직접비) 일정 부분(예: 10%)은 연구자가 자율적으로 활용하도록 네거티브 용도를 적용하고 증빙자료 제출 등 행정절차를 최소화
PMD-DOC-POL-005-0077,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_soft_problem_but_action_overrides,,,,,medium,제재 강화,"ㅇ (제재 강화) 네거티브 사용용도 위반 적발시 (간접비)기관 간접비 비율 삭감 확대, (직접비)참여제한 기간 및 제재부가금 가중-합산* 등 제재 강화* 검토",CLS-SEED-DOC-POL-005-00181,CLS-SEED-DOC-POL-005-00181,CLS-SEED-DOC-POL-005-00182,1,1,"ㅇ (제재 강화) 네거티브 사용용도 위반 적발시 (간접비)기관 간접비 비율 삭감 확대, (직접비)참여제한 기간 및 제재부가금 가중-합산* 등 제재 강화* 검토"
PMD-DOC-POL-005-0078,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,정산 간소화,ㅇ (정산 간소화) 연구자 행정부담 및 정부 관리비용에 비해 실익이 적은 정산행위는 증빙 최소화 또는 샘플 정산을 통해 간소화 추진,CLS-SEED-DOC-POL-005-00184,CLS-SEED-DOC-POL-005-00184,,1,0,ㅇ (정산 간소화) 연구자 행정부담 및 정부 관리비용에 비해 실익이 적은 정산행위는 증빙 최소화 또는 샘플 정산을 통해 간소화 추진
PMD-DOC-POL-005-0079,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,연구자의 책임 하에,"- 연구자의 책임 하에, 소액연구비 사용건(과제 연차별 총 1,000만원, 건당 100만원 한도)의 경우 과도한 증빙자료 제출을 최소화*",CLS-SEED-DOC-POL-005-00185,CLS-SEED-DOC-POL-005-00185,CLS-SEED-DOC-POL-005-00186,1,1,"- 연구자의 책임 하에, 소액연구비 사용건(과제 연차별 총 1,000만원, 건당 100만원 한도)의 경우 과도한 증빙자료 제출을 최소화*"
PMD-DOC-POL-005-0080,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,연구비 5천만원 미만의 소액과제(전체 과제 중 22.7%)는 일부만 추출하여 정산,"- 연구비 5천만원 미만의 소액과제(전체 과제 중 22.7%)는 일부만 추출하여 정산, 점진적 확대 추진",CLS-SEED-DOC-POL-005-00187,CLS-SEED-DOC-POL-005-00187,,1,0,"- 연구비 5천만원 미만의 소액과제(전체 과제 중 22.7%)는 일부만 추출하여 정산, 점진적 확대 추진"
PMD-DOC-POL-005-0081,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,현장에서 체감할 수 있는 제도개선 체계 구축,□ 현장에서 체감할 수 있는 제도개선 체계 구축,CLS-SEED-DOC-POL-005-00188,CLS-SEED-DOC-POL-005-00188,,1,0,□ 현장에서 체감할 수 있는 제도개선 체계 구축
PMD-DOC-POL-005-0082,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,행정부담가중 방지,ㅇ (행정부담가중 방지) 연구개발과제 관리 및 연구비 정산 등의 과정에서 증빙자료 등 행정 업무가 누적되지 않도록 관리 체계 마련,CLS-SEED-DOC-POL-005-00189,CLS-SEED-DOC-POL-005-00189,CLS-SEED-DOC-POL-005-00191,1,1,ㅇ (행정부담가중 방지) 연구개발과제 관리 및 연구비 정산 등의 과정에서 증빙자료 등 행정 업무가 누적되지 않도록 관리 체계 마련
PMD-DOC-POL-005-0083,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,기 개선제도 보완,"ㅇ (기 개선제도 보완) 혁신법에 따른 제도개선의 일환으로 ‘기 개선제도 점검’ 트랙을 신설하여, 현장착근을 저해하는 원인 파악 및 보완",CLS-SEED-DOC-POL-005-00192,CLS-SEED-DOC-POL-005-00192,CLS-SEED-DOC-POL-005-00193,1,1,"ㅇ (기 개선제도 보완) 혁신법에 따른 제도개선의 일환으로 ‘기 개선제도 점검’ 트랙을 신설하여, 현장착근을 저해하는 원인 파악 및 보완"
PMD-DOC-POL-005-0084,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,부처,"- 부처, 전문기관 및 연구기관 연구자-연구행정인력으로 점검단을 구성, 행정 전달 단계별 병목 사항*을 발굴하고 보완 방안 마련",CLS-SEED-DOC-POL-005-00194,CLS-SEED-DOC-POL-005-00194,CLS-SEED-DOC-POL-005-00195,1,1,"- 부처, 전문기관 및 연구기관 연구자-연구행정인력으로 점검단을 구성, 행정 전달 단계별 병목 사항*을 발굴하고 보완 방안 마련"
PMD-DOC-POL-005-0085,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,개별 전문기관-연구기관의 제도개선 노력 및 반영 정도에 따라 기관별 인센티브/페널티를 부여하여 개선제도...,- 개별 전문기관-연구기관의 제도개선 노력 및 반영 정도에 따라 기관별 인센티브/페널티를 부여하여 개선제도의 현장착근 유도,CLS-SEED-DOC-POL-005-00196,CLS-SEED-DOC-POL-005-00196,CLS-SEED-DOC-POL-005-00197,1,1,- 개별 전문기관-연구기관의 제도개선 노력 및 반영 정도에 따라 기관별 인센티브/페널티를 부여하여 개선제도의 현장착근 유도
PMD-DOC-POL-005-0086,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,관리 중심의 회계연도 일치제를 연구자 중심 과제관리로 전환,□ 관리 중심의 회계연도 일치제를 연구자 중심 과제관리로 전환,CLS-SEED-DOC-POL-005-00198,CLS-SEED-DOC-POL-005-00198,,1,0,□ 관리 중심의 회계연도 일치제를 연구자 중심 과제관리로 전환
PMD-DOC-POL-005-0087,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,관리원칙 전환,"ㅇ (관리원칙 전환) R&D 사업-과제에 대하여 회계연도 일치제도를 폐지하고, 예산 운영-관리 유연성을 높이는 신규 관리체계 마련",CLS-SEED-DOC-POL-005-00199,CLS-SEED-DOC-POL-005-00199,CLS-SEED-DOC-POL-005-00200,1,1,"ㅇ (관리원칙 전환) R&D 사업-과제에 대하여 회계연도 일치제도를 폐지하고, 예산 운영-관리 유연성을 높이는 신규 관리체계 마련"
PMD-DOC-POL-005-0088,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,연구자 접점 통합 연구지원시스템(IRIS) 구축,□ 연구자 접점 통합 연구지원시스템(IRIS) 구축,CLS-SEED-DOC-POL-005-00202,CLS-SEED-DOC-POL-005-00202,,1,0,□ 연구자 접점 통합 연구지원시스템(IRIS) 구축
PMD-DOC-POL-005-0089,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,All-in-One 연구지원시스템,ㅇ (All-in-One 연구지원시스템) IRIS 접속 시 동일한 규정/집행기준/입력서식/DB 등을 사용하는 연구자 중심의 연구비시스템으로 연구 행정 부담 해소,CLS-SEED-DOC-POL-005-00203,CLS-SEED-DOC-POL-005-00203,CLS-SEED-DOC-POL-005-00204 | CLS-SEED-DOC-POL-005-00205 | CLS-SEED-DOC-POL-005-00206,1,3,ㅇ (All-in-One 연구지원시스템) IRIS 접속 시 동일한 규정/집행기준/입력서식/DB 등을 사용하는 연구자 중심의 연구비시스템으로 연구 행정 부담 해소
PMD-DOC-POL-005-0090,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,연구지원 + IT 역량을 확보한 전담조직이 운영(민간 참여도 확대*),- 연구지원 + IT 역량을 확보한 전담조직이 운영(민간 참여도 확대*),CLS-SEED-DOC-POL-005-00207,CLS-SEED-DOC-POL-005-00207,CLS-SEED-DOC-POL-005-00208,1,1,- 연구지원 + IT 역량을 확보한 전담조직이 운영(민간 참여도 확대*)
