merge_candidate_id,document_id,page_no,primary_seed_id,primary_source_object_id,primary_block_type,item_label_draft,item_statement_draft,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,resource_type_candidates,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,member_seed_ids,member_source_object_ids,member_count,supporting_review_seed_ids,supporting_review_count,primary_text,continuation_texts,supporting_review_texts,merge_confidence,merge_status,merge_notes
PMD-DOC-POL-009-0039,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00073,PAR-DOC-POL-009-00073,bullet,투자,"ㅇ (투자) 기초연구 예산은 지속 확대(’20-‘25, 연평균 7.9% 증가)되었고, 정부 R&D 투자 대비 기초연구 비중은 9% 내외 수준으로 유지 중",policy_action,,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-009-00073,PAR-DOC-POL-009-00073,1,CLS-SEED-DOC-POL-009-00074,1,"ㅇ (투자) 기초연구 예산은 지속 확대(’20-‘25, 연평균 7.9% 증가)되었고, 정부 R&D 투자 대비 기초연구 비중은 9% 내외 수준으로 유지 중",,※ (참고) 우리나라의 기초연구 투자 규모는 2020년대에 들어서면서 일본을 넘어서는 추세,medium,review_required,attached_review_support
PMD-DOC-POL-009-0040,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00075,PAR-DOC-POL-009-00075,bullet,지원과제 수,"ㅇ (지원과제 수) 기초연구 예산 증가에도 불구, 수월성 강조에 따른 과제당 연구비 상향으로 전체 지원과제 수는 ’22년부터 축소 추세로 전환",policy_action,,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-009-00075,PAR-DOC-POL-009-00075,1,,0,"ㅇ (지원과제 수) 기초연구 예산 증가에도 불구, 수월성 강조에 따른 과제당 연구비 상향으로 전체 지원과제 수는 ’22년부터 축소 추세로 전환",,,medium,review_required,
PMD-DOC-POL-009-0041,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00076,PAR-DOC-POL-009-00076,bullet,인력,"ㅇ (인력) 대학 전임 교원은 안정적으로 유지되고 있으나, 비전임 교원의 급격한 증가(’20-‘25, 연평균 4.5% ↑)로 대학의 연구인력은 지속 증가",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00076,PAR-DOC-POL-009-00076,1,CLS-SEED-DOC-POL-009-00077 | CLS-SEED-DOC-POL-009-00080,2,"ㅇ (인력) 대학 전임 교원은 안정적으로 유지되고 있으나, 비전임 교원의 급격한 증가(’20-‘25, 연평균 4.5% ↑)로 대학의 연구인력은 지속 증가",,"* [출처] (전임) 대학연구활동실태조사 분석보고서(’24-‘25년 수치는 추정치), (비전임) 교육통계서비스 || * ’24년 이공 분야 전임교원 수는 ‘21~’23년 추세를 반영한 추정치로 계산",medium,review_required,attached_review_support
PMD-DOC-POL-009-0042,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00081,PAR-DOC-POL-009-00081,bullet,학술성과,"ㅇ (학술성과) 기초연구 사업을 통한 우수 논문 수(상위 10%, 피인용 1% 등)는 지속 증가하고 있으나, 투자금액 대비 논문 수는 감소하는 추세",background_context,detected_background_keyword,,,,,,CLS-SEED-DOC-POL-009-00081,PAR-DOC-POL-009-00081,1,CLS-SEED-DOC-POL-009-00082 | CLS-SEED-DOC-POL-009-00083 | CLS-SEED-DOC-POL-009-00085,3,"ㅇ (학술성과) 기초연구 사업을 통한 우수 논문 수(상위 10%, 피인용 1% 등)는 지속 증가하고 있으나, 투자금액 대비 논문 수는 감소하는 추세",,"* JCR 상위 10% 저널: Clarivate社가 특정 분야별로 Impact Factor를 기준으로 순위를 매긴 상위 10% 저널 (’23년 Clarivate JCR 정책이 변경됨에 따라, AHCI, ESCI 저널이 추가로 포함되어 분야 내 학술지 모수가 확대되어 SCIE 학술지의 순위가 대체로 상승하는 효과 발생 ☞ ‘23년 수치는 제외하고 분석) || ** NSP 저널: Nature, Science, PNAS(미국국립과학원회보, Proceedings of the National Academy of Science) || * 우수 학술지에 게재되는 논문 수와 영향력 등을 바탕으로 평가해 지수화한 순위",medium,review_required,attached_review_support
PMD-DOC-POL-009-0043,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00086,PAR-DOC-POL-009-00086,bullet,학술 영예,"ㅇ (학술 영예) 세계 최고 권위의 학술상(노벨상, 필즈상, 튜링상, 래스커상, 울프상 등) 수상자는 현재까지 全無 ※ 필즈상: 한국계 미국인 1명(’22년)",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00086,PAR-DOC-POL-009-00086,1,,0,"ㅇ (학술 영예) 세계 최고 권위의 학술상(노벨상, 필즈상, 튜링상, 래스커상, 울프상 등) 수상자는 현재까지 全無 ※ 필즈상: 한국계 미국인 1명(’22년)",,,medium,review_required,
PMD-DOC-POL-009-0044,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00087,PAR-DOC-POL-009-00087,bullet,과학 분야 최고의 영예로 여겨지는 미국국립과학원(NAS),"- 과학 분야 최고의 영예로 여겨지는 미국국립과학원(NAS), 영국왕립학회(Royal Society)에 등록된 석학회원 중 우리 연구자는 총 4명에 그치고,",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00087,PAR-DOC-POL-009-00087,1,CLS-SEED-DOC-POL-009-00088 | CLS-SEED-DOC-POL-009-00090 | CLS-SEED-DOC-POL-009-00092 | CLS-SEED-DOC-POL-009-00093,4,"- 과학 분야 최고의 영예로 여겨지는 미국국립과학원(NAS), 영국왕립학회(Royal Society)에 등록된 석학회원 중 우리 연구자는 총 4명에 그치고,",,"※ (참고) [NAS] 日 28명, 中 34명, 獨 65명 등 / [Royal Society] 日 10명, 中 10명 등 || ※ (참고) [IEEE] 韓 101명, 日 425명, 中 192명 / [ACM] 韓 3명, 日 7명, 中 28명 || * Clarivate Analytics社가 피인용 기반으로 발표한 세계에서 가장 영향력 있는 연구자 || ** 우리나라보다 인구수가 적은 호주(2.7천만), 캐나다(4천만), 홍콩(0.7천만) 등 대비 저조",medium,review_required,attached_review_support
PMD-DOC-POL-009-0045,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00096,PAR-DOC-POL-009-00096,bullet,안전망,"ㅇ (안전망) 신진, 지방 연구자 등을 중점 지원하던 ’기본연구‘ 사업의 폐지(‘24년)로 연구 기반이 취약한 집단을 중심으로 연구 단절 현상 가속화",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00096,PAR-DOC-POL-009-00096,1,,0,"ㅇ (안전망) 신진, 지방 연구자 등을 중점 지원하던 ’기본연구‘ 사업의 폐지(‘24년)로 연구 기반이 취약한 집단을 중심으로 연구 단절 현상 가속화",,,medium,review_required,
PMD-DOC-POL-009-0046,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00098,PAR-DOC-POL-009-00098,bullet,☞ ’생애기본연구‘의 신진·지역 연구자 지원 비중이 ’우수연구‘ 대비 약 10%p 가량 높음,☞ ’생애기본연구‘의 신진·지역 연구자 지원 비중이 ’우수연구‘ 대비 약 10%p 가량 높음,policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00098,PAR-DOC-POL-009-00098,1,,0,☞ ’생애기본연구‘의 신진·지역 연구자 지원 비중이 ’우수연구‘ 대비 약 10%p 가량 높음,,,medium,review_required,
PMD-DOC-POL-009-0047,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00099,PAR-DOC-POL-009-00099,bullet,지속·안정성,ㅇ (지속·안정성) 3년 이하의 단기과제 비중이 높아* 잦은 재신청 및 평가로 인한 연구자들의 안정적 연구 활동 저해,policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00099,PAR-DOC-POL-009-00099,1,CLS-SEED-DOC-POL-009-00100,1,ㅇ (지속·안정성) 3년 이하의 단기과제 비중이 높아* 잦은 재신청 및 평가로 인한 연구자들의 안정적 연구 활동 저해,,"* 개인기초연구 기간별 과제 비중(%, ’24): [3년 이하] 48.6, [4~5년] 50.2, [5년 초과] 1.2",medium,review_required,attached_review_support
PMD-DOC-POL-009-0048,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00101,PAR-DOC-POL-009-00101,bullet,심화연구 수행을 위해 후속연구의 연구비·기간을 확대하고,"- 심화연구 수행을 위해 후속연구의 연구비·기간을 확대하고, 재신청 시 평가 등 행정 부담을 축소해달라는 현장 의견 다수 존재",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00101,PAR-DOC-POL-009-00101,1,CLS-SEED-DOC-POL-009-00102,1,"- 심화연구 수행을 위해 후속연구의 연구비·기간을 확대하고, 재신청 시 평가 등 행정 부담을 축소해달라는 현장 의견 다수 존재",,※ (참고) ‘24-’25년 도약형(후속연구) 사업에 대한 연구자 만족도 조사 결과,medium,review_required,attached_review_support
PMD-DOC-POL-009-0049,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00103,PAR-DOC-POL-009-00103,bullet,수혜자 규모,"ㅇ (수혜자 규모) 과제 수 감소와 비전임 교원 수 증가는 수혜율을 하락*시켰고, 연구 현장의 불안감 조성을 초래하여 경쟁률도 급상승**",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00103,PAR-DOC-POL-009-00103,1,CLS-SEED-DOC-POL-009-00104 | CLS-SEED-DOC-POL-009-00105,2,"ㅇ (수혜자 규모) 과제 수 감소와 비전임 교원 수 증가는 수혜율을 하락*시켰고, 연구 현장의 불안감 조성을 초래하여 경쟁률도 급상승**",,* 수혜율(%): (‘21) 26.1 → (’22) 25.9 → (‘23) 23.5 → (’24) 19.3 || ** 중견연구 경쟁률: (‘22) 3.11 → (‘23) 4.60 → (‘24) 7.35 → (‘25) 6.03,medium,review_required,attached_review_support
PMD-DOC-POL-009-0050,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00106,PAR-DOC-POL-009-00106,bullet,기초연구 본연의 목적과 특성에 부합하는 투자시스템 구축,⇒ 기초연구 본연의 목적과 특성에 부합하는 투자시스템 구축,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00106,PAR-DOC-POL-009-00106,1,,0,⇒ 기초연구 본연의 목적과 특성에 부합하는 투자시스템 구축,,,medium,review_required,
PMD-DOC-POL-009-0051,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00107,PAR-DOC-POL-009-00107,bullet,청년,"ㅇ (청년) 학위 취득 직후가 연구에 몰입하여 성과를 창출하기 가장 좋은 시기임에도, 신진 교원 수혜율은 60%대(‘23년)로 하락*",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00107,PAR-DOC-POL-009-00107,1,CLS-SEED-DOC-POL-009-00108,1,"ㅇ (청년) 학위 취득 직후가 연구에 몰입하여 성과를 창출하기 가장 좋은 시기임에도, 신진 교원 수혜율은 60%대(‘23년)로 하락*",,* 신진 전임교원 수혜율(%): (‘19) 74.9 → (’20) 71.3 → (‘21) 74.6 → (’22) 77.0 → (‘23) 64.3,medium,review_required,attached_review_support
PMD-DOC-POL-009-0052,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00109,PAR-DOC-POL-009-00109,bullet,또한,"- 또한, 초기 연구실 구축, 고용 불안정으로 애로를 겪는 신진 연구자 多",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00109,PAR-DOC-POL-009-00109,1,,0,"- 또한, 초기 연구실 구축, 고용 불안정으로 애로를 겪는 신진 연구자 多",,,medium,review_required,
PMD-DOC-POL-009-0053,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00110,PAR-DOC-POL-009-00110,bullet,최우수 석학,ㅇ (최우수 석학) 상위 1% 논문 창출 등 연구 생산성이 가장 뛰어난* 리더 연구자 육성을 위한 지원 규모는 제자리**,policy_action,,talent,talent | infrastructure_policy,,,,CLS-SEED-DOC-POL-009-00110,PAR-DOC-POL-009-00110,1,CLS-SEED-DOC-POL-009-00111 | CLS-SEED-DOC-POL-009-00112,2,ㅇ (최우수 석학) 상위 1% 논문 창출 등 연구 생산성이 가장 뛰어난* 리더 연구자 육성을 위한 지원 규모는 제자리**,,* 리더연구자의 NSP 저널 논문실적(투자규모 대비)이 他 집단의 4배 이상 || ** 개인기초연구 중 리더연구 예산 비중(%): ’19) 5.8 → ‘22) 4.6 → ‘25) 3.4,medium,review_required,attached_review_support
PMD-DOC-POL-009-0054,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00114,PAR-DOC-POL-009-00114,bullet,리더 연구자의 연구 심화·확장 등 지속 혁신을 위한 도전과제가 부족하고,"- 리더 연구자의 연구 심화·확장 등 지속 혁신을 위한 도전과제가 부족하고, 이들의 역량을 국가·사회적으로 활용할 수 있는 지원시스템 미비",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00114,PAR-DOC-POL-009-00114,1,,0,"- 리더 연구자의 연구 심화·확장 등 지속 혁신을 위한 도전과제가 부족하고, 이들의 역량을 국가·사회적으로 활용할 수 있는 지원시스템 미비",,,medium,review_required,
PMD-DOC-POL-009-0055,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00115,PAR-DOC-POL-009-00115,bullet,학문 특성,"ㅇ (학문 특성) 학문 분야별로 필요한 연구비 규모·기간이 다름에도, 분야별 지원체계를 종료(~’23년)하고 일률적인 지원 중",policy_action,,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-009-00115,PAR-DOC-POL-009-00115,1,CLS-SEED-DOC-POL-009-00116,1,"ㅇ (학문 특성) 학문 분야별로 필요한 연구비 규모·기간이 다름에도, 분야별 지원체계를 종료(~’23년)하고 일률적인 지원 중",,"※ (참고) 기초연구사업 분야별 지원체계 운영에 만족도 조사(‘23년): 만족(51%), 불만족(16%)",medium,review_required,attached_review_support
PMD-DOC-POL-009-0056,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00118,PAR-DOC-POL-009-00118,bullet,우수 학술성과를 창출하는 연구자 맞춤형 지원체계 확충,⇒ 우수 학술성과를 창출하는 연구자 맞춤형 지원체계 확충,meta_program_frame,detected_short_meta_bullet,,,,,,CLS-SEED-DOC-POL-009-00118,PAR-DOC-POL-009-00118,1,,0,⇒ 우수 학술성과를 창출하는 연구자 맞춤형 지원체계 확충,,,medium,review_required,
PMD-DOC-POL-009-0057,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00119,PAR-DOC-POL-009-00119,bullet,대학,"ㅇ (대학) Nature Index 상위 30 대학 중 국내 대학은 부재하며, 상위 200개 대학에 포함된 국내 대학 수도 6개에서 정체(’25년, 세계 6위)",problem_or_requirement,detected_problem_keyword,,,,,,CLS-SEED-DOC-POL-009-00119,PAR-DOC-POL-009-00119,1,CLS-SEED-DOC-POL-009-00120,1,"ㅇ (대학) Nature Index 상위 30 대학 중 국내 대학은 부재하며, 상위 200개 대학에 포함된 국내 대학 수도 6개에서 정체(’25년, 세계 6위)",,"※ 국내 대학 Nature Index 순위: 서울대 47위, KAIST 76위, 연세대 117위 등",medium,review_required,attached_review_support
PMD-DOC-POL-009-0058,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00121,PAR-DOC-POL-009-00121,bullet,수도권 대학(연구비 수혜 상위 9곳)의 평균 논문실적은 ‘22년 이후 지속 감소하고 있으며,"- 수도권 대학(연구비 수혜 상위 9곳)의 평균 논문실적은 ‘22년 이후 지속 감소하고 있으며, 지방거점국립대와의 격차는 여전히 큰 상황(약 1.7배)",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00121,PAR-DOC-POL-009-00121,1,,0,"- 수도권 대학(연구비 수혜 상위 9곳)의 평균 논문실적은 ‘22년 이후 지속 감소하고 있으며, 지방거점국립대와의 격차는 여전히 큰 상황(약 1.7배)",,,medium,review_required,
PMD-DOC-POL-009-0059,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00122,PAR-DOC-POL-009-00122,bullet,출연기관,"ㅇ (출연기관) 기초과학연구원(IBS)은 안정적 연구 지원을 바탕으로 학술성과는 탁월*한 편이나, 글로벌 연구경쟁력은 정체**",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00122,PAR-DOC-POL-009-00122,1,CLS-SEED-DOC-POL-009-00123 | CLS-SEED-DOC-POL-009-00124,2,"ㅇ (출연기관) 기초과학연구원(IBS)은 안정적 연구 지원을 바탕으로 학술성과는 탁월*한 편이나, 글로벌 연구경쟁력은 정체**",,"* 상위 1% 논문 비중: 3.17% (RIKEN 1.88%), 논문당 피인용 수: 37.19회 (RIKEN 25.17) || ** IBS Nature Index 순위: (’18) 207위 → (‘20) 172위 → (‘22) 178위 → (‘24) 226위",medium,review_required,attached_review_support
PMD-DOC-POL-009-0060,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00125,PAR-DOC-POL-009-00125,bullet,세계적 석학 등 글로벌 인재 유치 확대를 위해 노력 중이나,"- 세계적 석학 등 글로벌 인재 유치 확대를 위해 노력 중이나, 영입 둔화*",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00125,PAR-DOC-POL-009-00125,1,CLS-SEED-DOC-POL-009-00126,1,"- 세계적 석학 등 글로벌 인재 유치 확대를 위해 노력 중이나, 영입 둔화*",,"* 해외 석학 단장(12명) 영입 정체, 최종 협상 단계에서 인재 유치 결렬 사례 증가 중",medium,review_required,attached_review_support
PMD-DOC-POL-009-0061,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00127,PAR-DOC-POL-009-00127,bullet,민간기업,ㅇ (민간기업) 글로벌 빅테크 기업에서 노벨과학상 등 혁신적 기초연구 성과를 배출*하는 등 기초연구 생태계에서 민간의 역할은 지속 확대,policy_action,,,,STR-007,TD-010,TSD-010-004,CLS-SEED-DOC-POL-009-00127,PAR-DOC-POL-009-00127,1,CLS-SEED-DOC-POL-009-00128,1,ㅇ (민간기업) 글로벌 빅테크 기업에서 노벨과학상 등 혁신적 기초연구 성과를 배출*하는 등 기초연구 생태계에서 민간의 역할은 지속 확대,,"* Google 2년 연속 노벨상: ’25년 물리학상(양자역학), ‘24년 화학상(단백질 구조예측 AI)",medium,review_required,attached_review_support
PMD-DOC-POL-009-0062,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00129,PAR-DOC-POL-009-00129,bullet,우리 민간기업의 기초연구 투자 규모·비중은 높은 편*이나,"- 우리 민간기업의 기초연구 투자 규모·비중은 높은 편*이나, 학계와의 협력 강화, 도전적 연구 지원 등 투자 방식의 혁신 요구",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00129,PAR-DOC-POL-009-00129,1,CLS-SEED-DOC-POL-009-00130 | CLS-SEED-DOC-POL-009-00131,2,"- 우리 민간기업의 기초연구 투자 규모·비중은 높은 편*이나, 학계와의 협력 강화, 도전적 연구 지원 등 투자 방식의 혁신 요구",,"* 민간의 기초연구 단계 투자 규모: 10.2조 원, 기업 R&D투자 대비 10.8% 차지 || ※ 우리나라 주요 기업의 Nature Index 순위(’25년): 삼성 13위, LG 73위, 현대 94위 등",medium,review_required,attached_review_support
PMD-DOC-POL-009-0063,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00132,PAR-DOC-POL-009-00132,bullet,세계 유수 연구기관과 경쟁할 수 있는 기초연구 기관 육성,⇒ 세계 유수 연구기관과 경쟁할 수 있는 기초연구 기관 육성,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00132,PAR-DOC-POL-009-00132,1,,0,⇒ 세계 유수 연구기관과 경쟁할 수 있는 기초연구 기관 육성,,,medium,review_required,
PMD-DOC-POL-009-0064,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00133,PAR-DOC-POL-009-00133,bullet,AI 활용 환경,"ㅇ (AI 활용 환경) 대학 연구자들의 AI + 기초연구 수요가 지속 증가*하고 있음에도, AI 활용 환경이 미흡하여 애로 호소**",background_context,detected_background_keyword,talent,talent,,,,CLS-SEED-DOC-POL-009-00133,PAR-DOC-POL-009-00133,1,CLS-SEED-DOC-POL-009-00134 | CLS-SEED-DOC-POL-009-00135,2,"ㅇ (AI 활용 환경) 대학 연구자들의 AI + 기초연구 수요가 지속 증가*하고 있음에도, AI 활용 환경이 미흡하여 애로 호소**",,"* ’AI 키워드‘가 포함된 기초연구 과제 비중(%): ’21) 8.4 → ’23) 9.4 → ’25) 12.7 || ** 대학의 AI 자원 사용 만족도: [일반대학] 불만족 53.1%, [과기원] 불만족 65.5%",medium,review_required,attached_review_support
PMD-DOC-POL-009-0065,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00137,PAR-DOC-POL-009-00137,bullet,연구지원체계,"ㅇ (연구지원체계) 연구 행정*, 연구장비 운용 등 연구 外 업무를 뒷받침할 연구지원인력 부족은 연구자들의 연구 몰입을 방해",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00137,PAR-DOC-POL-009-00137,1,CLS-SEED-DOC-POL-009-00138 | CLS-SEED-DOC-POL-009-00141,2,"ㅇ (연구지원체계) 연구 행정*, 연구장비 운용 등 연구 外 업무를 뒷받침할 연구지원인력 부족은 연구자들의 연구 몰입을 방해",,"* 연구계획서 작성, 연구비 정산, 진도 관리, 연구 윤리·보안 지식재산권 관리·활용 등 || * 평가대상 과제 수(만개): ’22년) 1.98 → ‘23년) 2.35 → ’24년) 3.29 → ‘25년) 3.94",medium,review_required,attached_review_support
PMD-DOC-POL-009-0066,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00143,PAR-DOC-POL-009-00143,bullet,창의성을 마음껏 펼치고 연구에 몰입할 수 있는 제반 환경 조성,⇒ 창의성을 마음껏 펼치고 연구에 몰입할 수 있는 제반 환경 조성,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00143,PAR-DOC-POL-009-00143,1,,0,⇒ 창의성을 마음껏 펼치고 연구에 몰입할 수 있는 제반 환경 조성,,,medium,review_required,
PMD-DOC-POL-009-0067,DOC-POL-009,section8,CLS-SEED-DOC-POL-009-00144,PAR-DOC-POL-009-00144,bullet,기초연구 생태계의 저변 확대를 위해 ’23년 폐지된 ’기본연구‘를 복원하고 ’22년 수준(약 6,"ㅇ 기초연구 생태계의 저변 확대를 위해 ’23년 폐지된 ’기본연구‘를 복원하고 ’22년 수준(약 6,000개) 이상으로 지원 규모를 점진적 확대",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00144,PAR-DOC-POL-009-00144,1,CLS-SEED-DOC-POL-009-00145,1,"ㅇ 기초연구 생태계의 저변 확대를 위해 ’23년 폐지된 ’기본연구‘를 복원하고 ’22년 수준(약 6,000개) 이상으로 지원 규모를 점진적 확대",,"※ 생애기본연구 지원과제 수(개): ‘22) 6,390 → ‘23) 5,193 → ‘24) 2,737 → ‘25) 802",medium,review_required,attached_review_support
PMD-DOC-POL-009-0068,DOC-POL-009,section8,CLS-SEED-DOC-POL-009-00146,PAR-DOC-POL-009-00146,bullet,이를 통해 他 과제 참여기회를 확보하지 못한 연구자들에게 최소 규모의 연구비를 지원함으로써 연구 중단...,- 이를 통해 他 과제 참여기회를 확보하지 못한 연구자들에게 최소 규모의 연구비를 지원함으로써 연구 중단 방지 및 재도약 지원,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00146,PAR-DOC-POL-009-00146,1,CLS-SEED-DOC-POL-009-00147,1,- 이를 통해 他 과제 참여기회를 확보하지 못한 연구자들에게 최소 규모의 연구비를 지원함으로써 연구 중단 방지 및 재도약 지원,,"※ (예) ‘핵심연구’ 과제 未선정(‘26.2월) → ‘기본연구’(1년) 과제 신청(‘26.3월) 및 착수(’26.9월~) → ‘핵심연구’ 과제 再신청(‘26.12월, 연구기간 6개월 중복 가능)",medium,review_required,attached_review_support
PMD-DOC-POL-009-0069,DOC-POL-009,section8,CLS-SEED-DOC-POL-009-00148,PAR-DOC-POL-009-00148,bullet,기본연구 과제의 부처 간 역할 분담*을 통해 빈틈없는 지원체계 확립,ㅇ 기본연구 과제의 부처 간 역할 분담*을 통해 빈틈없는 지원체계 확립,policy_action,,infrastructure_policy,infrastructure_policy | talent,,,,CLS-SEED-DOC-POL-009-00148,PAR-DOC-POL-009-00148,1,CLS-SEED-DOC-POL-009-00149,1,ㅇ 기본연구 과제의 부처 간 역할 분담*을 통해 빈틈없는 지원체계 확립,,* 과기정통부: 전임 교원 / 교육부: 비전임 교원,medium,review_required,attached_review_support
PMD-DOC-POL-009-0070,DOC-POL-009,section8,CLS-SEED-DOC-POL-009-00152,PAR-DOC-POL-009-00152,bullet,후속연구 연계,"ㅇ (후속연구 연계) 기존 과제에서 우수한 성과를 창출한 경우, 성과 결과에 기반하여 후속연구(3년)를 즉시 연계하도록 ’도약형‘ 사업 정비 및 강화",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00152,PAR-DOC-POL-009-00152,1,,0,"ㅇ (후속연구 연계) 기존 과제에서 우수한 성과를 창출한 경우, 성과 결과에 기반하여 후속연구(3년)를 즉시 연계하도록 ’도약형‘ 사업 정비 및 강화",,,medium,review_required,
PMD-DOC-POL-009-0071,DOC-POL-009,section8,CLS-SEED-DOC-POL-009-00153,PAR-DOC-POL-009-00153,bullet,더욱 도전적 목표의 심화 연구를 수행하도록 종료 과제의 20%를 ’도약형‘ 신규과제로 확보하고 기존 단...,"- 더욱 도전적 목표의 심화 연구를 수행하도록 종료 과제의 20%를 ’도약형‘ 신규과제로 확보하고 기존 단가의 최대 120% 규모로, 총 2회까지 지원*",policy_action,,technology,technology,,,,CLS-SEED-DOC-POL-009-00153,PAR-DOC-POL-009-00153,1,CLS-SEED-DOC-POL-009-00154,1,"- 더욱 도전적 목표의 심화 연구를 수행하도록 종료 과제의 20%를 ’도약형‘ 신규과제로 확보하고 기존 단가의 최대 120% 규모로, 총 2회까지 지원*",,"* 2회까지 지원 시, 최대 11년(5+3+3년)까지 장기연구 가능",medium,review_required,attached_review_support
PMD-DOC-POL-009-0072,DOC-POL-009,section8,CLS-SEED-DOC-POL-009-00155,PAR-DOC-POL-009-00155,bullet,추가 서류 제출을 최소화*하고,"- 추가 서류 제출을 최소화*하고, 성과검토위원회(PM 중심)를 통해 연구 목표 달성도, 성과 우수성 등**을 검토하여 우선순위 도출",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00155,PAR-DOC-POL-009-00155,1,CLS-SEED-DOC-POL-009-00156 | CLS-SEED-DOC-POL-009-00157,2,"- 추가 서류 제출을 최소화*하고, 성과검토위원회(PM 중심)를 통해 연구 목표 달성도, 성과 우수성 등**을 검토하여 우선순위 도출",,"* 기존 과제의 연구 성과 5P 이내, 후속 과제 계획 2P 이내 작성토록 하여 부담 경감 || ** 기존 연구와 후속연구의 연계성, 기존 연구의 심화·발전 가능성, 후속연구의 목표 등",medium,review_required,attached_review_support
PMD-DOC-POL-009-0073,DOC-POL-009,section8,CLS-SEED-DOC-POL-009-00159,PAR-DOC-POL-009-00159,bullet,연구기간 확대,ㅇ (연구기간 확대) 개인연구의 지원기간을 연장하여 연구자들이 과제 再신청 등 행정 부담 없이 장기적으로 연구할 수 있는 환경 조성,policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00159,PAR-DOC-POL-009-00159,1,,0,ㅇ (연구기간 확대) 개인연구의 지원기간을 연장하여 연구자들이 과제 再신청 등 행정 부담 없이 장기적으로 연구할 수 있는 환경 조성,,,medium,review_required,
PMD-DOC-POL-009-0074,DOC-POL-009,section8,CLS-SEED-DOC-POL-009-00160,PAR-DOC-POL-009-00160,bullet,한우물파기,ㅇ (한우물파기) 장기간 한 분야에서 도전적인 연구를 꾸준히 수행할 수 있도록 ’한우물파기 기초연구(10년/연 2억원 내외)‘도 지속 확대,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00160,PAR-DOC-POL-009-00160,1,,0,ㅇ (한우물파기) 장기간 한 분야에서 도전적인 연구를 꾸준히 수행할 수 있도록 ’한우물파기 기초연구(10년/연 2억원 내외)‘도 지속 확대,,,medium,review_required,
