paragraph_id,document_id,page_no,page_block_order,block_type,text,source_line_count,merged_block_count,normalization_actions,source_mode
PAR-DOC-POL-006-HWPX-00139,DOC-POL-006-HWPX,section0,139,bullet,"ㅇ 초전도체 분야 양질의 연구데이터가 도출되고, 안정적 고온초전도 자석 제작 기반이 형성되고 있어 지속적인 R&D 지원 필요",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00140,DOC-POL-006-HWPX,section0,140,bullet,"- (지원체계) 고온초전도 자석 원천기술 개발사업에 참여하는 컨소시엄 연구단, 유관 연구기관 학회 등으로 추진단 구성",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00141,DOC-POL-006-HWPX,section0,141,paragraph,"(구성) [산] ㈜수퍼제닉스, ㈜파워닉스, ㈜서남",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00142,DOC-POL-006-HWPX,section0,142,paragraph,"[학] 서울대, 포항공대, 한국초전도저온학회",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00143,DOC-POL-006-HWPX,section0,143,paragraph,"[연] 전기(연), 기초과학지원(연), 핵융합에너지(연) [관] (주관) 과기정통부",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00144,DOC-POL-006-HWPX,section0,144,bullet,"ㅇ 과기정통부 중심으로 고온초전도자석 원천기술개발, 프로토 타입 자석 제작 및 응용시스템 적용 기술 확보 지원",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00145,DOC-POL-006-HWPX,section0,145,bullet,"- 핵융합 분야의 경우, 고성능 초전도 선재의 시험 평가를 위한 초전도 도체 시험설비 구축 지원",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00146,DOC-POL-006-HWPX,section0,146,paragraph,"T(Tesla) : 자기장의 강도를 나타내는 단위로, ITER의 경우 5~6T 정도임",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00147,DOC-POL-006-HWPX,section0,147,bullet,- (지원방안) 고온초전도 자석용 선재 저비용화․대량 생산화 및 시제품 원천기술의 실용화 등 응용분야별* 특화기술 개발,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00148,DOC-POL-006-HWPX,section0,148,note,"* 바이오‧소재(핵자기공명장치), 에너지(핵융합로), 교통(항공), 의료(가속기) 등",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00149,DOC-POL-006-HWPX,section0,149,heading,< 4대 고온초전도자석 유형별 응용분야(예) >,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00150,DOC-POL-006-HWPX,section0,150,paragraph,솔레노이드 토로이드 레이스트랙 새들,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00151,DOC-POL-006-HWPX,section0,151,paragraph,자석 형상,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00152,DOC-POL-006-HWPX,section0,152,paragraph,"응용 분야 [NMR(핵자기공명장치)] [핵융합, 전력기기 등] [항공, 선박, 전기차 등] [암치료 가속기 등]",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00153,DOC-POL-006-HWPX,section0,153,bullet,"☞ NMR 자기장 강화*로 분해능 고성능화(세포 단백질 정밀분석 가능), 소형화(1/20 크기)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00154,DOC-POL-006-HWPX,section0,154,note,* 20T → 30T,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00155,DOC-POL-006-HWPX,section0,155,bullet,"☞ 핵융합 자기장 강화, 동일 핵융합e 이득 대비 소형화((1/20 크기)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00156,DOC-POL-006-HWPX,section0,156,note,"* 5T(부피 20,000㎥)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00157,DOC-POL-006-HWPX,section0,157,paragraph,→ 20T (부피 1000㎥ ),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00158,DOC-POL-006-HWPX,section0,158,bullet,"☞ 모터 자기장, 출력밀도 향상 및 추진 시스템 경량화(1/10 무게), 전력 손실 50% 저감",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00159,DOC-POL-006-HWPX,section0,159,note,* 20ton → 2ton,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00160,DOC-POL-006-HWPX,section0,160,bullet,"☞ 입자가속기 자기장 강화로 10배 고성 능화, 소형화((1/5 크기)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00161,DOC-POL-006-HWPX,section0,161,note,"* 1~1.5T, 10m 직경",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00162,DOC-POL-006-HWPX,section0,162,paragraph,"→ 20T, 2m 직경",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00163,DOC-POL-006-HWPX,section0,163,heading,< ’26년 예산(안) 반영 내용 >,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00164,DOC-POL-006-HWPX,section0,164,bullet,➊ (기술개발) 고온초전도자석의 응용시스템별 적용을 위한 기 개발 원천기술 검증 및 고도화(’26년 160억),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00165,DOC-POL-006-HWPX,section0,165,note,"※ 고온초전도마그넷기술개발(‘22~’26, ‘26년 93억원), 고온초전도자석실용화기술개발(‘26~’30, ‘26년 45억원), 핵융합로용 고온초전도마그넷제작기술개발(‘25~’29, ‘26년 22억원, 핵융합연)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00166,DOC-POL-006-HWPX,section0,166,bullet,➋ (인프라) 고온초전도 실용화를 위한 선재 자석 냉각의 공정 측정 시험 평가 장비 개발 (’26년 35억원),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00167,DOC-POL-006-HWPX,section0,167,note,"※ 고온초전도자석실용화기술개발사업(‘26~’30년, ‘26년 35억원)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00168,DOC-POL-006-HWPX,section0,168,bullet,"- 더불어, 선재․도체 분야의 경우 세계 최고 사양인 16T급 초전도 도체 시험시설*을 위한 인프라 구축(’26년 120억원)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00169,DOC-POL-006-HWPX,section0,169,note,"* 건물 1동 (연면적 1,935.45㎡), 13종의 특수설비·연구 장비 구축",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00170,DOC-POL-006-HWPX,section0,170,note,"※ 초전도 도체 시험설비 구축(’22~‘28년, ’26년 120억)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00171,DOC-POL-006-HWPX,section0,171,bullet,"➌ (국제협력) 핵융합 실증로․가속기용 선재 제조 기술 확보를 위한 국제공동연구(’25~’26년 8억원, 핵융합연(KFE)-유럽입자물리연구소(CERN))",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00172,DOC-POL-006-HWPX,section0,172,note,※ 국제공동연구 신속지원사업,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00173,DOC-POL-006-HWPX,section0,173,heading,< ’27년 이후 추진계획 >,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00174,DOC-POL-006-HWPX,section0,174,bullet,"➊ (기술개발) 고온초전도자석 응용 분야별 시스템 연계 기술을 개발하고, 응용 분야별 프로토타입 제작을 통해 기술 재현성 확보",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00175,DOC-POL-006-HWPX,section0,175,bullet,"➋ (인프라) 극한 환경(극저온, 16T급 고자장, 대전류 등)에서의 초전도 도체 시험설비 구축(’26년 시험동 건설, ’28년 시운전)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00176,DOC-POL-006-HWPX,section0,176,bullet,- 구축된 초전도 도체 시험설비 활용․보완을 통해 고성능 초전도 선재․도체의 공정·측정·시험·평가를 추진,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00177,DOC-POL-006-HWPX,section0,177,bullet,➌ (국제협력) 핵융합연(KFE)-유럽입자물리연구소(CERN) 공동연구에 기반한 고성능 초전도 선재 양산 및 활용 기술 개발,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00178,DOC-POL-006-HWPX,section0,178,note,※ ’26년 국제공동연구 사업 종료 후 후속 사업 기획 예정,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00179,DOC-POL-006-HWPX,section0,179,paragraph,K-바이오 글로벌 상업화 지원,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00180,DOC-POL-006-HWPX,section0,180,paragraph,바이오 의약 산업 현황,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00181,DOC-POL-006-HWPX,section0,181,bullet,ㅇ 글로벌 의약품 시장* 규모는 ’23년 1.75조 달러이며 지속 확대 중,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00182,DOC-POL-006-HWPX,section0,182,citation,"(~’28년, 연 4.7%↑), 특히 바이오 의약품 빠르게 성장(~’28년, 연 11.9%↑)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00183,DOC-POL-006-HWPX,section0,183,paragraph,"글로벌 의약품 시장은 반도체(5.4천억 달러)의 3배, 조선(1.4천억 달러)의 12배 수준",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00184,DOC-POL-006-HWPX,section0,184,bullet,"ㅇ 우리나라의 전체 의약품 수출은 92.7억 달러로 세계 20위이며, 바이오 의약품 수출은 58억 달러로 세계 10위권 진입(’24년)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00185,DOC-POL-006-HWPX,section0,185,bullet,⇒ ‘00년대국내·제네릭 ⇨ ’20년대바이오시밀러·위탁개발생산(CDMO),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00186,DOC-POL-006-HWPX,section0,186,paragraph,현재블록버스터급 의약품* 출현 등 글로벌 시장 본격 진입,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00187,DOC-POL-006-HWPX,section0,187,paragraph,"(바이오시밀러) 셀트리온 램시마 1.2조원 매출(’24년),",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00188,DOC-POL-006-HWPX,section0,188,paragraph,바이오 의약 대도약의 기회요인,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00189,DOC-POL-006-HWPX,section0,189,bullet,ㅇ (벤처역량) ’18~’23년 바이오 기업공개(IPO)는 43건으로 일본(9건)의,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00190,DOC-POL-006-HWPX,section0,190,heading,"4.8배 수준, 역동적 시장 상황* 고려 시 성장 기대치가 높은 상황",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00191,DOC-POL-006-HWPX,section0,191,paragraph,"’25.1~11월 국내 제약·바이오기업의 기술이전은 18건, 17조 5,312억원으로 역대 최대 수출액 달성(종전에는 ’21년도가 14조 516억원으로 역대 최대)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00192,DOC-POL-006-HWPX,section0,192,bullet,"ㅇ (기술력) 국내 의약품 파이프라인은 미국(11,200개), 중국(6,098개)에 이어 세계 3위인 3,233개로 미래 성장 잠재력 확보(’24년)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00193,DOC-POL-006-HWPX,section0,193,note,"※ (바이오시밀러) 美 FDA 품목허가 점유율 2위(19종) 유럽의약품청(EMA) 1위(14종) (기술이전) 최근 10년(’15~’24) 기술이전은 총 182건, 74조 8,032억원",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00194,DOC-POL-006-HWPX,section0,194,bullet,"ㅇ (생산역량) CDMO의 국가 생산능력은 2위*, 삼성바이오로직스는 기업 세계 1위**로 세계 최고 수준의 위탁개발생산 역량(’24년)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00195,DOC-POL-006-HWPX,section0,195,citation,"(국가 순위) (1위) 미국(234만 L), (2위) 한국(112.1만 L), (3위) 아일랜드(72만 L)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00196,DOC-POL-006-HWPX,section0,196,note,"** (기업 순위) (1위) 삼성바이오로직스(78.4만 L), (2위) 론자(58.3만 L), (3위) 우시(45.7만 L)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00197,DOC-POL-006-HWPX,section0,197,bullet,"ㅇ (임상역량) 국가별 임상시험 점유율 6위, 도시별 점유율은 서울시가 2위로 세계적인 임상 역량 보유(’24년)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00198,DOC-POL-006-HWPX,section0,198,note,"※ 변화 추이: (’22년) 5위(서울 1위, 7년간) → (’23년) 4위(서울 1위) → (’24년) 6위(서울 2위)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00199,DOC-POL-006-HWPX,section0,199,paragraph,한계 및 향후 추진 방향,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00200,DOC-POL-006-HWPX,section0,200,bullet,"- (자금지원) 임상 3상 특화 펀드의 성공적 조성을 위해 관계기관, 투자사들과 협력하여 자금 조성·지원 등 방안 마련 필요",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00201,DOC-POL-006-HWPX,section0,201,citation,(’25.9.25일 추진단 1차 회의),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00202,DOC-POL-006-HWPX,section0,202,bullet,- (인력양성) 바이오헬스 산업 전문인력 부족을 고려하여 국내인재 양성과 해외 우수 인재 유치를 위한 현실적인 정부 지원 필요,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00203,DOC-POL-006-HWPX,section0,203,citation,(’25.9.25일 추진단 1차 회의),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00204,DOC-POL-006-HWPX,section0,204,bullet,"- (기술개발) 바이오헬스 분야 AI, 빅데이터 등 첨단기술 활용 기반을 확충하고 민간투자 연계지원 강화하여 혁신신약 창출 고속화 견인 필요",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00205,DOC-POL-006-HWPX,section0,205,citation,(’25.9.5일 바이오 혁신 토론회),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00206,DOC-POL-006-HWPX,section0,206,bullet,- (글로벌진출 지원) 기업 측에서 정보가 부족한 글로벌 진출 사례 공유 등을 위해 글로벌 오픈이노베이션 등 다각적 지원 필요,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00207,DOC-POL-006-HWPX,section0,207,citation,(’25.9.5일 바이오 혁신 토론회),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00208,DOC-POL-006-HWPX,section0,208,bullet,"- (지원체계) 펀드 등 투자 확대 방안, 인력 양성 및 글로벌 진출 등 관련 주관부처, 유관 기업, 전문가 등 참여 추진단 구성*",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00209,DOC-POL-006-HWPX,section0,209,paragraph,"(구성) [산업계] 삼성바이오로직스, 유한양행, GC녹십자, 한국투자파트너스 등 [유관기관] 한국제약바이오협회, 한국보건산업진흥원, 산업연구원 [정부] (주관) 복지부, (협조) 기재부, 산업부, 중기부, 금융위",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00210,DOC-POL-006-HWPX,section0,210,note,"※ 1차 회의(9.25.), 2차 회의(11.28.), 제약바이오 임상시험 기업 간담회(11.21.) 추진",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00211,DOC-POL-006-HWPX,section0,211,bullet,- (추진목표) ’26년 기반 마련 및 ’27년부터 K-바이오 글로벌 상업화 본격 성과 창출을 통해 ’30년 바이오 의약 글로벌 5대 강국 도약,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00212,DOC-POL-006-HWPX,section0,212,heading,< 바이오 의약 산업 현황 및 목표 >,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00213,DOC-POL-006-HWPX,section0,213,paragraph,구분 ‘24년 ’30년 목표 비 고,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00214,DOC-POL-006-HWPX,section0,214,heading,① 바이오의약품,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00215,DOC-POL-006-HWPX,section0,215,paragraph,수출액 10위,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00216,DOC-POL-006-HWPX,section0,216,paragraph,(58억불) 7위 수준,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00217,DOC-POL-006-HWPX,section0,217,paragraph,(116억불) 국내 바이오의약품 시장 연평균 증가율,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00218,DOC-POL-006-HWPX,section0,218,paragraph,"(10.9%, ‘17~’23) 적용시 108.4억불",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00219,DOC-POL-006-HWPX,section0,219,heading,② 글로벌 50위,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00220,DOC-POL-006-HWPX,section0,220,paragraph,"제약사 1개(8위) 3개(5위) (후보기업) 삼성바이오로직스,",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00221,DOC-POL-006-HWPX,section0,221,paragraph,"셀트리온, 유한양행",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00222,DOC-POL-006-HWPX,section0,222,heading,③ 블록버스터,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00223,DOC-POL-006-HWPX,section0,223,paragraph,"신약 1개 3개(7위) (후보신약) 램시마, 엑스코프리, 케이캡",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00224,DOC-POL-006-HWPX,section0,224,heading,④ 임상시험 국가 6위,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00225,DOC-POL-006-HWPX,section0,225,citation,(도시(서울) 2위)) 3위 (’22년) 5위 (도시(서울) 1위),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00226,DOC-POL-006-HWPX,section0,226,citation,(‘23년) 4위 (도시(서울) 1위),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00227,DOC-POL-006-HWPX,section0,227,bullet,"- (지원방안) 1조 메가펀드, 임상3상 특화펀드 통한 자금지원 및 R&D, 글로벌 진출 지원 등 신약개발부터 사업화까지 전 영역 지원 강화",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00228,DOC-POL-006-HWPX,section0,228,heading,< ➊ 자금지원 >,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00229,DOC-POL-006-HWPX,section0,229,paragraph,개요,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00230,DOC-POL-006-HWPX,section0,230,bullet,"ㅇ (배경) 제약산업 육성, 글로벌 경쟁력 강화 위해 글로벌제약펀드(’13.9) 시작으로 K-바이오·백신 펀드 조성(’23.11~) 등 보건계정 펀드 확대",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00231,DOC-POL-006-HWPX,section0,231,bullet,ㅇ (투자 대상) 바이오헬스 全 분야 및 백신 관련 혁신 기술 개발 기업,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00232,DOC-POL-006-HWPX,section0,232,note,※ 1기 투자 대상: (1~2호) 제약·의료기기 기업 → (3호) 글로벌 진출 의료기관 → (4호) 제약·의료기기·화장품 기업 → (5호) 보건산업 분야 창업 초기 중소기업 → (6호) 보건산업 해외 진출 기업 → (7호) 바이오헬스케어 기업,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00233,DOC-POL-006-HWPX,section0,233,note,※ 2기 투자 대상: (1호) 제약바이오·백신 분야 기업 → (2~6호) 바이오헬스 전분야 등,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00234,DOC-POL-006-HWPX,section0,234,paragraph,운용 현황,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00235,DOC-POL-006-HWPX,section0,235,heading,< 1기 펀드 >,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00236,DOC-POL-006-HWPX,section0,236,bullet,"ㅇ (조성 현황) 1기 펀드(1~7호, ’13~’21년 조성)는 1,310억원 출자액을 마중물로 7개 자조합, 6,950억원 규모 조성",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00237,DOC-POL-006-HWPX,section0,237,paragraph,"→ 최고 수익률(2호, 3.05배) 및 바이오벤처 상장 기반 마련",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00238,DOC-POL-006-HWPX,section0,238,bullet,"ㅇ (투자 실적) 170건(111개社) 5,837억원 투자, 19개 기업 신규 상장(’25.10)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00239,DOC-POL-006-HWPX,section0,239,note,"※ (주요 사례) A기업(110억 투자, 1,931억 회수)은 ’18.12월 코스닥 상장, ’25년 영국 제약사와 뇌질환 치료제 개발을 위한 ‘Grabody-B’ 4.1조 규모 기술이전 계약체결",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00240,DOC-POL-006-HWPX,section0,240,heading,< 2기 펀드 >,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00241,DOC-POL-006-HWPX,section0,241,bullet,"ㅇ (조성 현황) 2기 펀드(K-바이오·백신 펀드, ’23년~)는 1,200억원 출자액을 마중물로 4개 자조합, 4,666억원 규모 조성(2개 추가 조성중)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00242,DOC-POL-006-HWPX,section0,242,bullet,"ㅇ (투자 실적) 1~2호 펀드로, 37건(28개社) 1,358억원 투자(’25.10)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00243,DOC-POL-006-HWPX,section0,243,paragraph,향후 추진계획,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00244,DOC-POL-006-HWPX,section0,244,heading,<‘26년 예산반영 및 추진계획>,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00245,DOC-POL-006-HWPX,section0,245,heading,"① (K-바이오·백신 펀드) ’26년 K-바이오·백신 7호 펀드 조성* 추진(‘26년, 200억원)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00246,DOC-POL-006-HWPX,section0,246,paragraph,"1,000억 규모 펀드 1개 조성 또는 500억 규모 펀드 2개 조성 검토",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00247,DOC-POL-006-HWPX,section0,247,heading,"② (임상3상 특화펀드) 혁신 신약 등 파이프라인(후보물질) 보유한 임상 3상 추진기업 대상 임상3상 특화펀드 조성(’26년, 600억원)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00248,DOC-POL-006-HWPX,section0,248,bullet,- 임상3상 펀드 조성 시 공공출자 비율 상향(40 → 60%)을 위한 국책은행 출자 협조 관련 지속 협의 추진,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00249,DOC-POL-006-HWPX,section0,249,heading,③ (국민성장펀드) 주요 R&D 투자 과제*에 대해 후기 임상 단계 프로젝트 집중투자 협의 필요,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00250,DOC-POL-006-HWPX,section0,250,paragraph,"국가신약개발지원(KDDF), 범부처의료기기지원(KMDF), 범부처재생의료 기술개발사업단, 특화연구소(K-cell) 등 R&D 투자 과제",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00251,DOC-POL-006-HWPX,section0,251,heading,<‘27년 추진계획>,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00252,DOC-POL-006-HWPX,section0,252,bullet,ㅇ 블록버스터급 신약 창출 및 혁신 생태계 조성을 위해 K-바이오· 백신 펀드 1조원 규모 목표로 지속 조성 추진,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00253,DOC-POL-006-HWPX,section0,253,bullet,ㅇ 복지부 펀드의 경험 및 노하우가 실제 성과로 이어질 수 있도록 국민성장펀드를 통해 끝까지 지원하는 투자 생태계 구축,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00254,DOC-POL-006-HWPX,section0,254,heading,< ➋ 글로벌 진출역량 강화 >,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00255,DOC-POL-006-HWPX,section0,255,heading,<‘26년 예산반영 및 추진계획>,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00256,DOC-POL-006-HWPX,section0,256,heading,"① (인력양성) 바이오-AI 융합 인력(연 1.7천명), 제조공정 인력(연 2천명), 규제과학 인력(총 1천명) 등 바이오헬스 핵심인재 11만명 양성 추진(~’27)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00257,DOC-POL-006-HWPX,section0,257,note,"※ 인력양성 예산: ’25년 1,008억(19개 사업) → ‘26년 1,474억(+466억, 24개 사업)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00258,DOC-POL-006-HWPX,section0,258,paragraph,"▲의사과학자 도약 프로그램(신규, 96억), ▲K-MediST 지원(신규, 78억),",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00259,DOC-POL-006-HWPX,section0,259,paragraph,"▲최고급 해외인재유치(연 6명, 신규, 18억) 등",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00260,DOC-POL-006-HWPX,section0,260,paragraph,"현장 맞춤형 공정 전문인력을 양성(K-NIBRT, 연 2천명)하여 CDMO 기업 등에 바이오의약품 생산인력 적기 공급 추진",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00261,DOC-POL-006-HWPX,section0,261,note,※ 한국형 NIBRT 프로그램(23억원),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00262,DOC-POL-006-HWPX,section0,262,paragraph,"신약개발, AI바이오 등 해외 전문 인재의 전략적 확보를 통해 글로벌 탑티어 해외 석학 30명 유치 추진(연 6명, ~’30)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00263,DOC-POL-006-HWPX,section0,263,heading,② (기술개발) AI 첨단기술 활용 신약 개발* 등 기술 융합 생태계 조성하고 민간투자연계 지원 강화하여 신약 개발 전주기 지원,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00264,DOC-POL-006-HWPX,section0,264,note,* AI 신약개발로 기간(13.7→6년) 및 비용(2→1조원 수준) 약 50% 단축(Bain&Company),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00265,DOC-POL-006-HWPX,section0,265,note,"※ 구조기반 AI신약개발지원(신규, 24억원), AI 모델 활용 항체 바이오베터 개발 및 실증 (135억원), K-AI 신약개발 전임상·임상 모델개발(87억원) 등",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00266,DOC-POL-006-HWPX,section0,266,paragraph,"과기부, 산업부 등과 부처 협업 신약 개발 R&D 추진을 통해 블록버스터급 신약 창출 가속화",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00267,DOC-POL-006-HWPX,section0,267,note,"※ 국가신약개발사업(KDDF)(516억원), 범부처 재생의료기술개발사업(253억원)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00268,DOC-POL-006-HWPX,section0,268,paragraph,중기부 협업하여 “스케일업팁스 플랫폼”을 통해 공동으로 유망기업 선정하고 지원사업 집중*하여 사업화 성공률 제고,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00269,DOC-POL-006-HWPX,section0,269,note,* 복지부유망기업 발굴→중기부투자유치 지원→복지부R&D평가하여 민간투자 연계 R&D자금&사업화자금 패키지 지원,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00270,DOC-POL-006-HWPX,section0,270,note,"※ 민간투자연계 지원 강화, 개방혁 혁신기반 성과창출 지원 등 포함한 제약바이오벤처 육성 전주기 협업방안 복지부-중기부 공동으로 마련 및 발표 예정(‘25.12 中)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00271,DOC-POL-006-HWPX,section0,271,heading,"③ (글로벌진출 지원) 인허가 컨설팅, 현지 거점(美 CIC 등) 진출 지원 등 글로벌 진출을 위한 단계적 전주기 지원 확대",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00272,DOC-POL-006-HWPX,section0,272,note,"※ K-바이오헬스 글로벌진출 및 수출다변화(245억원), K-BIC 플랫폼 강화(191억원)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00273,DOC-POL-006-HWPX,section0,273,paragraph,오픈이노베이션 활성화* 및 글로벌 기업과의 협업 기회 창출을 통해 혁신 기업의 글로벌 경쟁력 제고,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00274,DOC-POL-006-HWPX,section0,274,note,"* 암젠 골든티켓, 글로벌 오픈이노베이션 위크 등 글로벌 기업과의 협업을 위한 오픈 이노베이션 프로그램 지속 확대",1,1,,hwpx
